Uniprot ID	Number of domains	Pfam domains
Q92843	0	
Q92844	0	
Q92845	0	
Q92847	0	
Q92851	3	{'PF00656': 1, 'PF01335': 2}
Q92854	1	{'PF00047': 1}
Q92858	1	{'PF00010': 1}
Q92859	10	{'PF00041': 6, 'PF07679': 2, 'PF13895': 1, 'PF13927': 1}
Q92870	3	{'PF00397': 1, 'PF00640': 2}
Q92871	0	
Q92874	1	{'PF03372': 1}
Q92876	1	{'PF00089': 1}
Q92878	2	{'PF13476': 1, 'PF13558': 1}
Q92879	3	{'PF00076': 3}
Q92882	1	{'PF00018': 1}
Q92886	1	{'PF00010': 1}
Q92887	2	{'PF00005': 2}
Q92888	3	{'PF00621': 1, 'PF09128': 1, 'PF17838': 1}
Q92889	1	{'PF02732': 1}
Q92890	0	
Q92896	0	
Q92900	5	{'PF09416': 1, 'PF13086': 2, 'PF13087': 1, 'PF18141': 1}
Q92901	0	
Q92902	3	{'PF19036': 1, 'PF19037': 1, 'PF19038': 1}
Q92903	0	
Q92904	1	{'PF00076': 1}
Q92905	1	{'PF18323': 1}
Q92908	2	{'PF00320': 2}
Q92911	0	
Q92913	1	{'PF00167': 1}
Q92914	1	{'PF00167': 1}
Q92915	1	{'PF00167': 1}
Q92917	1	{'PF12656': 1}
Q92918	1	{'PF00069': 1}
Q92922	2	{'PF04433': 1, 'PF00249': 1}
Q92925	1	{'PF02201': 1}
Q92928	1	{'PF00071': 1}
Q92930	1	{'PF00071': 1}
Q92932	1	{'PF00102': 1}
Q92934	0	
Q92935	1	{'PF09258': 1}
Q92945	6	{'PF00013': 4, 'PF09005': 2}
Q92947	3	{'PF00441': 1, 'PF02770': 1, 'PF02771': 1}
Q92949	1	{'PF00250': 1}
Q92952	0	
Q92953	1	{'PF02214': 1}
Q92954	0	
Q92956	1	{'PF00020': 1}
Q92959	1	{'PF07648': 1}
Q92963	1	{'PF00071': 1}
Q92966	0	
Q92968	1	{'PF14604': 1}
Q92973	0	
Q92974	2	{'PF00621': 1, 'PF17838': 1}
Q92979	0	
Q92982	0	
Q92985	1	{'PF00605': 1}
Q92988	1	{'PF00046': 1}
Q92989	1	{'PF16575': 1}
Q92990	0	
Q92993	1	{'PF17772': 1}
Q92994	4	{'PF00382': 2, 'PF07741': 1, 'PF08271': 1}
Q92995	4	{'PF00627': 2, 'PF02148': 1, 'PF17807': 1}
Q92997	2	{'PF00610': 1, 'PF00595': 1}
Q93008	0	
Q93009	1	{'PF00917': 1}
Q93015	0	
Q93033	4	{'PF07679': 1, 'PF07686': 3}
Q93034	1	{'PF10557': 1}
Q93038	2	{'PF00020': 1, 'PF00531': 1}
Q93045	0	
Q93050	0	
Q93052	3	{'PF00412': 3}
Q93062	1	{'PF00076': 1}
Q93063	1	{'PF09258': 1}
Q93070	0	
Q93073	1	{'PF01248': 1}
Q93074	3	{'PF09497': 1, 'PF12144': 1, 'PF12145': 1}
Q93075	1	{'PF01026': 1}
Q93077	1	{'PF00125': 1}
Q93079	1	{'PF00125': 1}
Q93083	1	{'PF00131': 1}
Q93084	2	{'PF00690': 1, 'PF08282': 1}
Q93086	0	
Q93088	0	
Q93091	1	{'PF00074': 1}
Q93096	1	{'PF00782': 1}
Q93097	0	
Q93098	0	
Q93099	0	
Q93100	1	{'PF19292': 1}
Q95460	2	{'PF00129': 1, 'PF07654': 1}
Q969D9	1	{'PF15216': 1}
Q969E1	0	
Q969E2	0	
Q969E3	0	
Q969E4	0	
Q969E8	0	
Q969F0	0	
Q969F1	1	{'PF10419': 1}
Q969F2	0	
Q969F8	0	
Q969F9	3	{'PF14761': 1, 'PF14762': 1, 'PF14763': 1}
Q969G2	3	{'PF00046': 1, 'PF00412': 2}
Q969G3	1	{'PF00505': 1}
Q969G5	0	
Q969G6	1	{'PF01687': 1}
Q969G9	0	
Q969H0	1	{'PF12937': 1}
Q969H4	3	{'PF00536': 1, 'PF10534': 1, 'PF00169': 1}
Q969H6	0	
Q969H8	1	{'PF10572': 1}
Q969H9	0	
Q969I3	0	
Q969I6	0	
Q969J2	8	{'PF00096': 7, 'PF02023': 1}
Q969J3	0	
Q969J5	1	{'PF09294': 1}
Q969K3	1	{'PF13920': 1}
Q969K4	2	{'PF00651': 2}
Q969K7	0	
Q969L2	1	{'PF01284': 1}
Q969L4	1	{'PF01423': 1}
Q969M1	0	
Q969M2	1	{'PF00029': 1}
Q969M3	0	
Q969M7	1	{'PF00179': 1}
Q969N2	0	
Q969N4	0	
Q969P0	1	{'PF07686': 1}
Q969P5	0	
Q969P6	1	{'PF01028': 1}
Q969Q0	0	
Q969Q1	2	{'PF00643': 1, 'PF13923': 1}
Q969Q4	1	{'PF00025': 1}
Q969Q5	1	{'PF00071': 1}
Q969Q6	1	{'PF17958': 1}
Q969R2	1	{'PF00169': 1}
Q969R5	4	{'PF02820': 4}
Q969R8	0	
Q969S0	0	
Q969S2	1	{'PF06831': 1}
Q969S3	0	
Q969S6	0	
Q969S8	1	{'PF00850': 1}
Q969S9	5	{'PF00009': 1, 'PF00679': 1, 'PF03144': 1, 'PF03764': 1, 'PF14492': 1}
Q969T3	1	{'PF00787': 1}
Q969T4	1	{'PF00179': 1}
Q969T7	0	
Q969T9	1	{'PF02893': 1}
Q969U6	1	{'PF12937': 1}
Q969U7	0	
Q969V1	0	
Q969V3	0	
Q969V4	0	
Q969V5	1	{'PF13920': 1}
Q969V6	1	{'PF02037': 1}
Q969W0	0	
Q969W1	0	
Q969W3	0	
Q969W8	5	{'PF00096': 4, 'PF13465': 1}
Q969W9	0	
Q969X0	0	
Q969X1	0	
Q969X2	0	
Q969X5	1	{'PF13850': 1}
Q969X6	0	
Q969Y0	0	
Q969Y2	0	
Q969Z0	1	{'PF08373': 1}
Q969Z3	2	{'PF03473': 1, 'PF03476': 1}
Q969Z4	0	
Q96A00	0	
Q96A04	0	
Q96A05	0	
Q96A08	1	{'PF00125': 1}
Q96A09	1	{'PF07984': 1}
Q96A11	0	
Q96A19	0	
Q96A22	0	
Q96A23	2	{'PF00168': 2}
Q96A25	0	
Q96A26	0	
Q96A28	0	
Q96A29	0	
Q96A32	1	{'PF13405': 1}
Q96A33	0	
Q96A35	0	
Q96A37	3	{'PF05605': 1, 'PF13923': 1, 'PF18574': 1}
Q96A44	1	{'PF07525': 1}
Q96A46	0	
Q96A47	3	{'PF00046': 1, 'PF00412': 2}
Q96A49	1	{'PF03909': 1}
Q96A54	0	
Q96A56	0	
Q96A57	0	
Q96A58	1	{'PF00071': 1}
Q96A59	0	
Q96A61	2	{'PF00643': 1, 'PF15227': 1}
Q96A65	1	{'PF04048': 1}
Q96A70	2	{'PF00278': 1, 'PF02784': 1}
Q96A72	0	
Q96A73	0	
Q96A83	1	{'PF07546': 1}
Q96A84	1	{'PF07546': 1}
Q96A98	0	
Q96A99	1	{'PF00354': 1}
Q96AA3	0	
Q96AA8	0	
Q96AB3	0	
Q96AB6	0	
Q96AC1	3	{'PF00373': 1, 'PF18124': 1, 'PF00169': 1}
Q96AC6	1	{'PF00225': 1}
Q96AD5	0	
Q96AE4	6	{'PF00013': 4, 'PF09005': 2}
Q96AE7	0	
Q96AG3	0	
Q96AG4	0	
Q96AH0	0	
Q96AH8	1	{'PF00071': 1}
Q96AJ1	0	
Q96AJ9	1	{'PF12352': 1}
Q96AK3	0	
Q96AM1	0	
Q96AN5	0	
Q96AP0	0	
Q96AP4	0	
Q96AP7	2	{'PF07686': 1, 'PF13927': 1}
Q96AQ1	0	
Q96AQ2	0	
Q96AQ6	0	
Q96AQ7	1	{'PF02017': 1}
Q96AQ8	0	
Q96AQ9	0	
Q96AT1	0	
Q96AT9	1	{'PF00834': 1}
Q96AV8	2	{'PF02319': 2}
Q96AW1	0	
Q96AX1	0	
Q96AX2	1	{'PF00071': 1}
Q96AX9	7	{'PF00569': 1, 'PF06701': 2, 'PF13920': 2, 'PF18346': 2}
Q96AY2	1	{'PF02732': 1}
Q96AY3	6	{'PF00254': 4, 'PF13202': 2}
Q96AY4	1	{'PF12770': 1}
Q96AZ1	0	
Q96AZ6	0	
Q96B01	0	
Q96B02	1	{'PF00179': 1}
Q96B18	0	
Q96B21	0	
Q96B23	0	
Q96B26	2	{'PF01138': 1, 'PF03725': 1}
Q96B33	0	
Q96B36	0	
Q96B42	0	
Q96B45	0	
Q96B49	0	
Q96B54	0	
Q96B67	2	{'PF00339': 1, 'PF02752': 1}
Q96B70	2	{'PF04457': 1, 'PF10469': 1}
Q96B77	0	
Q96B86	0	
Q96B96	0	
Q96B97	3	{'PF14604': 3}
Q96BA8	0	
Q96BD0	1	{'PF07648': 1}
Q96BD5	1	{'PF00628': 1}
Q96BD6	1	{'PF07525': 1}
Q96BD8	0	
Q96BF3	1	{'PF13927': 1}
Q96BF6	2	{'PF00651': 1, 'PF10523': 1}
Q96BH1	1	{'PF05773': 1}
Q96BH3	4	{'PF00040': 4}
Q96BI1	0	
Q96BI3	0	
Q96BJ3	1	{'PF14186': 1}
Q96BJ8	1	{'PF16457': 1}
Q96BK5	0	
Q96BM0	0	
Q96BM1	0	
Q96BM9	1	{'PF00025': 1}
Q96BN2	0	
Q96BN6	0	
Q96BN8	0	
Q96BP2	1	{'PF06747': 1}
Q96BP3	1	{'PF00160': 1}
Q96BQ1	1	{'PF15711': 1}
Q96BQ3	1	{'PF15227': 1}
Q96BQ5	0	
Q96BR1	2	{'PF00069': 1, 'PF00787': 1}
Q96BR5	0	
Q96BR6	7	{'PF00096': 6, 'PF13894': 1}
Q96BR9	3	{'PF00096': 2, 'PF00651': 1}
Q96BS2	0	
Q96BT1	0	
Q96BT3	1	{'PF15511': 1}
Q96BT7	3	{'PF08241': 1, 'PF09004': 1, 'PF13532': 1}
Q96BU1	0	
Q96BV0	11	{'PF00096': 11}
Q96BW1	1	{'PF14681': 1}
Q96BW5	1	{'PF02126': 1}
Q96BW9	0	
Q96BX8	0	
Q96BY2	0	
Q96BY6	3	{'PF11878': 1, 'PF14429': 1, 'PF00169': 1}
Q96BY7	0	
Q96BY9	0	
Q96BZ4	1	{'PF13918': 1}
Q96BZ8	1	{'PF10197': 1}
Q96BZ9	0	
Q96C00	1	{'PF00651': 1}
Q96C01	0	
Q96C03	0	
Q96C10	3	{'PF00271': 1, 'PF11648': 1, 'PF18119': 1}
Q96C11	2	{'PF00370': 1, 'PF02782': 1}
Q96C12	0	
Q96C19	1	{'PF13499': 1}
Q96C23	0	
Q96C24	2	{'PF00168': 2}
Q96C28	4	{'PF00096': 4}
Q96C34	0	
Q96C36	1	{'PF14748': 1}
Q96C45	1	{'PF00069': 1}
Q96C55	4	{'PF00096': 2, 'PF13894': 1, 'PF13912': 1}
Q96C57	0	
Q96C74	0	
Q96C86	0	
Q96C90	0	
Q96C92	0	
Q96CA5	2	{'PF00653': 1, 'PF13920': 1}
Q96CB5	0	
Q96CB8	1	{'PF00628': 1}
Q96CB9	0	
Q96CC6	0	
Q96CD0	1	{'PF12937': 1}
Q96CD2	0	
Q96CE8	0	
Q96CF2	0	
Q96CG3	0	
Q96CG8	0	
Q96CH1	0	
Q96CJ1	1	{'PF09816': 1}
Q96CK0	3	{'PF00096': 3}
Q96CM3	0	
Q96CM4	1	{'PF13905': 1}
Q96CM8	1	{'PF13193': 1}
Q96CN4	0	
Q96CN5	0	
Q96CN7	0	
Q96CN9	0	
Q96CP2	0	
Q96CP6	2	{'PF02893': 1, 'PF16016': 1}
Q96CP7	1	{'PF03798': 1}
Q96CQ1	0	
Q96CS2	0	
Q96CS3	2	{'PF00789': 1, 'PF14555': 1}
Q96CS4	9	{'PF00096': 9}
Q96CS7	1	{'PF00169': 1}
Q96CT2	2	{'PF00651': 1, 'PF07707': 1}
Q96CT7	0	
Q96CU9	1	{'PF01266': 1}
Q96CV9	1	{'PF18414': 1}
Q96CW1	1	{'PF01217': 1}
Q96CW5	2	{'PF04130': 1, 'PF17681': 1}
Q96CW6	0	
Q96CW9	4	{'PF00053': 3, 'PF00055': 1}
Q96CX2	1	{'PF02214': 1}
Q96CX3	9	{'PF00096': 9}
Q96CX6	0	
Q96D03	0	
Q96D05	0	
Q96D09	0	
Q96D15	3	{'PF13202': 2, 'PF13833': 1}
Q96D21	1	{'PF00071': 1}
Q96D31	0	
Q96D42	1	{'PF07686': 1}
Q96D46	0	
Q96D53	1	{'PF03109': 1}
Q96D59	1	{'PF13639': 1}
Q96D70	2	{'PF01424': 1, 'PF13902': 1}
Q96D71	0	
Q96D96	0	
Q96D98	0	
Q96DA0	0	
Q96DA2	1	{'PF00071': 1}
Q96DA6	1	{'PF00226': 1}
Q96DB2	1	{'PF00850': 1}
Q96DB5	0	
Q96DB9	0	
Q96DC7	0	
Q96DC8	1	{'PF00378': 1}
Q96DC9	0	
Q96DD0	0	
Q96DD7	0	
Q96DE0	1	{'PF00293': 1}
Q96DE5	0	
Q96DE9	0	
Q96DF8	0	
Q96DG6	1	{'PF01738': 1}
Q96DH6	2	{'PF00076': 2}
Q96DI7	0	
Q96DL1	0	
Q96DM1	2	{'PF13842': 1, 'PF13843': 1}
Q96DM3	0	
Q96DN0	1	{'PF13848': 1}
Q96DN2	7	{'PF00093': 4, 'PF07645': 3}
Q96DN5	0	
Q96DN6	0	
Q96DP5	2	{'PF00551': 1, 'PF02911': 1}
Q96DR4	1	{'PF01852': 1}
Q96DR5	0	
Q96DR7	2	{'PF00621': 1, 'PF00018': 1}
Q96DR8	0	
Q96DS6	0	
Q96DT0	2	{'PF00337': 2}
Q96DT5	10	{'PF03028': 1, 'PF12774': 1, 'PF12775': 1, 'PF12777': 1, 'PF12780': 1, 'PF12781': 1, 'PF17852': 1, 'PF17857': 1, 'PF18198': 1, 'PF18199': 1}
Q96DT6	0	
Q96DT7	2	{'PF00651': 1, 'PF13909': 1}
Q96DU3	1	{'PF07686': 1}
Q96DU7	0	
Q96DU9	4	{'PF00076': 4}
Q96DV4	1	{'PF01161': 1}
Q96DW6	0	
Q96DX4	1	{'PF13920': 1}
Q96DX5	1	{'PF07525': 1}
Q96DX7	1	{'PF00643': 1}
Q96DX8	1	{'PF13695': 1}
Q96DY2	0	
Q96DY7	0	
Q96DZ1	0	
Q96DZ5	2	{'PF01302': 2}
Q96DZ7	0	
Q96DZ9	1	{'PF01284': 1}
Q96E09	0	
Q96E11	1	{'PF01765': 1}
Q96E14	0	
Q96E16	0	
Q96E17	1	{'PF00071': 1}
Q96E22	0	
Q96E29	0	
Q96E35	2	{'PF01753': 1, 'PF13392': 1}
Q96E39	1	{'PF00076': 1}
Q96E40	0	
Q96E52	1	{'PF01435': 1}
Q96E66	0	
Q96E93	1	{'PF00059': 1}
Q96EA4	0	
Q96EB1	1	{'PF05625': 1}
Q96EB6	0	
Q96EC8	1	{'PF04893': 1}
Q96ED9	1	{'PF19047': 1}
Q96EE3	0	
Q96EE4	0	
Q96EF0	1	{'PF06602': 1}
Q96EF6	1	{'PF12937': 1}
Q96EF9	0	
Q96EG1	1	{'PF14707': 1}
Q96EG3	7	{'PF00096': 7}
Q96EH3	0	
Q96EH5	0	
Q96EH8	2	{'PF07177': 1, 'PF13920': 1}
Q96EI5	0	
Q96EK2	1	{'PF00628': 1}
Q96EK4	1	{'PF05485': 1}
Q96EK5	0	
Q96EK6	0	
Q96EK7	0	
Q96EK9	1	{'PF08433': 1}
Q96EL1	0	
Q96EL2	0	
Q96EL3	0	
Q96EM0	0	
Q96EN8	3	{'PF00266': 1, 'PF03473': 1, 'PF03476': 1}
Q96EN9	0	
Q96EP0	4	{'PF01485': 1, 'PF09409': 1, 'PF18091': 1, 'PF18486': 1}
Q96EP1	3	{'PF10283': 1, 'PF13923': 1, 'PF17979': 1}
Q96EP5	2	{'PF00076': 2}
Q96EP9	0	
Q96EQ0	1	{'PF16546': 1}
Q96EQ8	3	{'PF05605': 1, 'PF13923': 1, 'PF18574': 1}
Q96ER3	0	
Q96ER9	0	
Q96ES6	0	
Q96ES7	1	{'PF07039': 1}
Q96ET8	0	
Q96EU6	0	
Q96EU7	0	
Q96EV2	0	
Q96EV8	0	
Q96EW2	1	{'PF13621': 1}
Q96EX1	0	
Q96EX2	1	{'PF13923': 1}
Q96EX3	0	
Q96EY1	3	{'PF00226': 1, 'PF00684': 1, 'PF01556': 1}
Q96EY4	0	
Q96EY5	0	
Q96EY7	0	
Q96EY8	1	{'PF01923': 1}
Q96EY9	1	{'PF00383': 1}
Q96EZ4	0	
Q96EZ8	0	
Q96F05	0	
Q96F07	1	{'PF07159': 1}
Q96F10	0	
Q96F15	1	{'PF04548': 1}
Q96F24	2	{'PF08961': 1, 'PF17169': 1}
Q96F25	0	
Q96F44	2	{'PF00643': 1, 'PF15227': 1}
Q96F45	0	
Q96F46	2	{'PF16556': 1, 'PF16578': 1}
Q96F63	0	
Q96F81	0	
Q96F83	0	
Q96F85	0	
Q96F86	3	{'PF03853': 1, 'PF09532': 1, 'PF12701': 1}
Q96FA3	0	
Q96FA7	0	
Q96FB5	1	{'PF13679': 1}
Q96FC7	1	{'PF00041': 1}
Q96FC9	1	{'PF13307': 1}
Q96FE5	1	{'PF07679': 1}
Q96FE7	1	{'PF00051': 1}
Q96FF7	0	
Q96FF9	0	
Q96FG2	0	
Q96FH0	0	
Q96FI4	2	{'PF01149': 1, 'PF09292': 1}
Q96FJ0	1	{'PF08969': 1}
Q96FJ2	1	{'PF01221': 1}
Q96FK6	0	
Q96FL8	0	
Q96FL9	1	{'PF00652': 1}
Q96FM1	0	
Q96FN4	2	{'PF00168': 2}
Q96FN5	1	{'PF00225': 1}
Q96FN9	0	
Q96FQ6	1	{'PF01023': 1}
Q96FQ7	0	
Q96FS4	1	{'PF00595': 1}
Q96FT7	0	
Q96FT9	0	
Q96FV0	0	
Q96FV2	0	
Q96FV3	0	
Q96FV9	1	{'PF00531': 1}
Q96FW1	0	
Q96FX2	1	{'PF05207': 1}
Q96FX7	0	
Q96FX8	0	
Q96FZ2	0	
Q96FZ5	1	{'PF01284': 1}
Q96FZ7	0	
Q96G01	0	
Q96G03	3	{'PF02878': 1, 'PF02879': 1, 'PF02880': 1}
Q96G04	0	
Q96G21	1	{'PF04427': 1}
Q96G23	2	{'PF00046': 1, 'PF03798': 1}
Q96G25	0	
Q96G27	0	
Q96G28	0	
Q96G30	0	
Q96G42	0	
Q96G46	1	{'PF18044': 1}
Q96G61	1	{'PF00293': 1}
Q96G74	0	
Q96G75	1	{'PF10607': 1}
Q96G79	0	
Q96G91	0	
Q96G97	0	
Q96GA3	0	
Q96GA7	0	
Q96GC5	1	{'PF00338': 1}
Q96GC6	5	{'PF00096': 4, 'PF02023': 1}
Q96GC9	0	
Q96GD0	2	{'PF13242': 1, 'PF13344': 1}
Q96GD3	4	{'PF00536': 1, 'PF02820': 2, 'PF12140': 1}
Q96GD4	1	{'PF00069': 1}
Q96GE4	1	{'PF19016': 1}
Q96GE5	12	{'PF00096': 9, 'PF13912': 3}
Q96GE6	2	{'PF13499': 2}
Q96GE9	1	{'PF15055': 1}
Q96GF1	1	{'PF13920': 1}
Q96GG9	1	{'PF14555': 1}
Q96GI7	0	
Q96GJ1	0	
Q96GK7	0	
Q96GL9	0	
Q96GM1	0	
Q96GM5	1	{'PF02201': 1}
Q96GM8	0	
Q96GN5	1	{'PF10497': 1}
Q96GP6	1	{'PF00053': 1}
Q96GQ5	0	
Q96GQ7	2	{'PF00270': 1, 'PF00271': 1}
Q96GR2	0	
Q96GR4	0	
Q96GS4	0	
Q96GS6	0	
Q96GT9	0	
Q96GU1	0	
Q96GV9	0	
Q96GW7	6	{'PF00059': 1, 'PF00084': 1, 'PF00193': 2, 'PF00008': 1, 'PF07686': 1}
Q96GW9	1	{'PF19303': 1}
Q96GX1	0	
Q96GX2	0	
Q96GX5	2	{'PF00069': 2}
Q96GX8	0	
Q96GX9	1	{'PF00596': 1}
Q96GY0	2	{'PF13913': 2}
Q96GY3	0	
Q96GZ6	0	
Q96H12	1	{'PF13873': 1}
Q96H15	1	{'PF07686': 1}
Q96H20	0	
Q96H22	0	
Q96H35	1	{'PF00076': 1}
Q96H40	9	{'PF00096': 9}
Q96H55	1	{'PF00063': 1}
Q96H72	0	
Q96H78	0	
Q96H79	1	{'PF18606': 1}
Q96H86	6	{'PF00096': 6}
Q96H96	0	
Q96HA1	0	
Q96HA4	0	
Q96HA7	0	
Q96HA8	0	
Q96HA9	0	
Q96HB5	1	{'PF11819': 1}
Q96HC4	4	{'PF00412': 3, 'PF00595': 1}
Q96HD1	2	{'PF07645': 2}
Q96HD9	1	{'PF04952': 1}
Q96HE7	0	
Q96HE8	0	
Q96HE9	0	
Q96HF1	2	{'PF01392': 1, 'PF01759': 1}
Q96HG1	0	
Q96HH4	0	
Q96HH6	0	
Q96HH9	1	{'PF02893': 1}
Q96HI0	2	{'PF02902': 1, 'PF19722': 1}
Q96HJ3	0	
Q96HJ5	0	
Q96HJ9	0	
Q96HL8	1	{'PF00018': 1}
Q96HM7	0	
Q96HN2	3	{'PF00670': 1, 'PF05221': 2}
Q96HP0	2	{'PF11878': 1, 'PF14429': 1}
Q96HP4	1	{'PF00175': 1}
Q96HP8	0	
Q96HQ0	11	{'PF00096': 11}
Q96HQ2	0	
Q96HR3	1	{'PF11315': 1}
Q96HR8	1	{'PF04410': 1}
Q96HR9	0	
Q96HS1	1	{'PF00300': 1}
Q96HT8	0	
Q96HU1	1	{'PF00018': 1}
Q96HU8	1	{'PF00071': 1}
Q96HV5	0	
Q96HW7	0	
Q96HY6	0	
Q96HY7	1	{'PF02779': 1}
Q96HZ4	2	{'PF00010': 1, 'PF07527': 1}
Q96HZ7	0	
Q96I13	1	{'PF00561': 1}
Q96I15	1	{'PF00266': 1}
Q96I23	1	{'PF03966': 1}
Q96I24	4	{'PF00013': 4}
Q96I25	1	{'PF00076': 1}
Q96I27	5	{'PF00096': 3, 'PF13912': 2}
Q96I34	0	
Q96I36	0	
Q96I45	0	
Q96I51	0	
Q96I59	2	{'PF00152': 1, 'PF01336': 1}
Q96I76	0	
Q96I82	3	{'PF00219': 1, 'PF07648': 1, 'PF07679': 1}
Q96I99	2	{'PF00549': 1, 'PF08442': 1}
Q96IC2	1	{'PF00076': 1}
Q96ID5	1	{'PF07686': 1}
Q96IF1	3	{'PF00412': 3}
Q96IG2	1	{'PF12937': 1}
Q96II8	1	{'PF00307': 1}
Q96IJ6	0	
Q96IK0	0	
Q96IK1	0	
Q96IK5	2	{'PF00651': 1, 'PF07707': 1}
Q96IL0	0	
Q96IM9	0	
Q96IP4	1	{'PF07984': 1}
Q96IQ7	2	{'PF07686': 1, 'PF13927': 1}
Q96IQ9	1	{'PF15909': 1}
Q96IR2	24	{'PF00096': 24}
Q96IR3	0	
Q96IR7	0	
Q96IS3	1	{'PF00046': 1}
Q96IT1	3	{'PF00096': 2, 'PF02023': 1}
Q96IT6	0	
Q96IU2	1	{'PF02892': 1}
Q96IU4	1	{'PF12697': 1}
Q96IV0	2	{'PF04721': 1, 'PF09409': 1}
Q96IV6	0	
Q96IW2	1	{'PF00017': 1}
Q96IW7	1	{'PF13774': 1}
Q96IX5	0	
Q96IX9	0	
Q96IY1	0	
Q96IY4	2	{'PF00246': 1, 'PF02244': 1}
Q96IZ0	0	
Q96IZ2	0	
Q96IZ5	1	{'PF00076': 1}
Q96IZ6	1	{'PF13489': 1}
Q96IZ7	0	
Q96J01	0	
Q96J02	6	{'PF00397': 4, 'PF00168': 1, 'PF00632': 1}
Q96J42	1	{'PF00085': 1}
Q96J65	2	{'PF00005': 2}
Q96J66	2	{'PF00005': 2}
Q96J77	0	
Q96J84	3	{'PF07679': 1, 'PF08205': 1, 'PF13927': 1}
Q96J86	0	
Q96J87	3	{'PF00076': 3}
Q96J88	0	
Q96J92	2	{'PF00069': 1, 'PF12202': 1}
Q96J94	2	{'PF02170': 1, 'PF08699': 1}
Q96JA1	3	{'PF07679': 2, 'PF13927': 1}
Q96JA3	2	{'PF08718': 1, 'PF00169': 1}
Q96JA4	0	
Q96JB1	10	{'PF03028': 1, 'PF12774': 1, 'PF12775': 1, 'PF12777': 1, 'PF12780': 1, 'PF12781': 1, 'PF17852': 1, 'PF17857': 1, 'PF18198': 1, 'PF18199': 1}
Q96JB2	0	
Q96JB3	5	{'PF00096': 3, 'PF00651': 1, 'PF13894': 1}
Q96JB5	0	
Q96JB6	4	{'PF00530': 4}
Q96JB8	3	{'PF00625': 1, 'PF00595': 1, 'PF02828': 1}
Q96JC1	1	{'PF10367': 1}
Q96JC4	9	{'PF00096': 9}
Q96JC9	1	{'PF09816': 1}
Q96JD6	1	{'PF00248': 1}
Q96JE7	2	{'PF12931': 1, 'PF12932': 1}
Q96JE9	0	
Q96JF0	0	
Q96JF6	17	{'PF00096': 17}
Q96JG6	0	
Q96JG8	0	
Q96JG9	1	{'PF00096': 1}
Q96JH7	1	{'PF19437': 1}
Q96JH8	2	{'PF00595': 1, 'PF00788': 1}
Q96JI7	0	
Q96JJ3	1	{'PF16457': 1}
Q96JJ6	0	
Q96JJ7	2	{'PF00085': 1, 'PF13848': 1}
Q96JK2	0	
Q96JK4	2	{'PF00530': 1, 'PF03024': 1}
Q96JK9	1	{'PF09596': 1}
Q96JL9	9	{'PF00096': 8, 'PF13465': 1}
Q96JM2	0	
Q96JM3	0	
Q96JM4	0	
Q96JM7	4	{'PF00536': 1, 'PF02820': 3}
Q96JN0	1	{'PF05225': 1}
Q96JN2	0	
Q96JN8	6	{'PF07177': 6}
Q96JP0	0	
Q96JP2	2	{'PF00063': 1, 'PF07653': 1}
Q96JP5	3	{'PF00096': 3}
Q96JP9	5	{'PF00028': 5}
Q96JQ0	23	{'PF00028': 23}
Q96JQ2	2	{'PF00307': 2}
Q96JQ5	0	
Q96JS3	2	{'PF02023': 1, 'PF13843': 1}
Q96JT2	0	
Q96JW4	0	
Q96JX3	0	
Q96JY0	1	{'PF09011': 1}
Q96JY6	2	{'PF00412': 1, 'PF00595': 1}
Q96JZ2	1	{'PF00017': 1}
Q96K12	0	
Q96K17	0	
Q96K19	1	{'PF00097': 1}
Q96K21	1	{'PF01363': 1}
Q96K30	0	
Q96K31	0	
Q96K37	0	
Q96K49	0	
Q96K58	14	{'PF00096': 13, 'PF13894': 1}
Q96K62	5	{'PF00096': 4, 'PF00651': 1}
Q96K75	7	{'PF00096': 6, 'PF13912': 1}
Q96K76	1	{'PF19718': 1}
Q96K78	0	
Q96K80	2	{'PF14608': 2}
Q96K83	10	{'PF00096': 3, 'PF13912': 7}
Q96KA5	0	
Q96KB5	1	{'PF00069': 1}
Q96KC2	1	{'PF00025': 1}
Q96KC8	2	{'PF00226': 1, 'PF00249': 1}
Q96KC9	0	
Q96KD3	0	
Q96KE9	3	{'PF00651': 1, 'PF07707': 1, 'PF08005': 1}
Q96KF2	0	
Q96KF7	0	
Q96KG7	10	{'PF00053': 4, 'PF12661': 6}
Q96KG9	1	{'PF00069': 1}
Q96KJ4	0	
Q96KJ9	0	
Q96KK3	1	{'PF02214': 1}
Q96KK4	0	
Q96KK5	1	{'PF00125': 1}
Q96KM6	0	
Q96KN1	2	{'PF04970': 2}
Q96KN2	1	{'PF07687': 1}
Q96KN3	0	
Q96KN4	1	{'PF04970': 1}
Q96KN7	3	{'PF00168': 1, 'PF11618': 1, 'PF18111': 1}
Q96KN8	1	{'PF04970': 1}
Q96KN9	1	{'PF00029': 1}
Q96KP1	1	{'PF01833': 1}
Q96KP4	1	{'PF07687': 1}
Q96KP6	0	
Q96KQ4	1	{'PF00018': 1}
Q96KQ7	0	
Q96KR1	4	{'PF07528': 1, 'PF12874': 3}
Q96KR4	0	
Q96KR6	0	
Q96KR7	0	
Q96KS0	1	{'PF13640': 1}
Q96KS9	0	
Q96KT0	0	
Q96KT6	0	
Q96KT7	0	
Q96KV6	1	{'PF07686': 1}
Q96KV7	0	
