Domain	# of ligands	Comma-separated ligands
P51449_PF00104_309_488	117	39K,3QQ,3SN,3SX,43V,444,4CX,4CZ,4D8,4F1,4LQ,4P1,4P3,4Q3,4TU,4Y5,4Y6,4Y7,5IM,5RT,6EW,6F1,6Q5,6Q6,6QP,6QW,6VD,76E,79U,82R,87J,88J,8A4,8Y2,8Y5,8Y8,8YB,98E,98H,98N,99N,9A0,9P6,9WA,9WD,A7W,AYO,B6L,B8F,BWE,C3S,CF7,CFG,CFJ,CHD,CLR,D9N,DGX,E3S,E3V,EE8,EEZ,EF5,EKL,ENR,ENU,EO0,F7J,F7M,FJG,HBW,HC2,HC3,HC9,HCD,HJW,HKE,HKZ,HL8,HOJ,HQ7,I6G,JUE,JUH,JUN,KHY,L3E,L77,L7J,L7P,L8A,LK8,LKY,MHQ,MJE,NBH,Q3Y,Q6Y,R7V,RG7,SWX,U95,UK8,UKB,ULT,V27,VBG,VK4,VK7,VYI,WB7,XGH,YDY,YTZ,Z7F,Z8G,ZBD
P51452_PF00782_37_176	1	STT
P51512_PF00413_126_291	1	BAT
P51531_PF00439_1411_1493	3	5BW,5C0,FX5
P51532_PF00439_1462_1551	2	5BW,FX5
P51553_PF00180_56_381	3	ADP,ATP,NAI
P51617_PF00069_212_517	1	DL1
P51659_PF00106_10_212	1	NAD
P51659_PF02036_628_731	1	OXN
P51812_PF00069_422_679	5	0JG,0JH,1LB,1LC,1LE
P51812_PF00069_68_327	5	2NK,2NR,2NS,583,584
P51813_PF07714_417_666	3	1N1,H88,PP2
P51857_PF00248_20_304	11	AOM,AOX,ASD,BDT,CI2,FIT,NAP,NDP,PDN,STR,TES
P51955_PF00069_8_271	28	30E,430,4SP,4VQ,5R1,5Z5,7GG,7GJ,ADP,AGS,BX1,ED8,EQH,F9N,GGY,JUP,LCB,LCQ,LCW,LD5,NU6,OL2,T3M,VGK,WCX,WGZ,WI2,XK3
P52333_PF07714_822_1095	40	19Q,19R,19S,1DT,1NX,37Q,3C9,3QX,4LH,4ST,79R,79S,79T,7H4,7KU,7KV,7KX,933,9J4,9T6,9YV,9Z4,F3W,F48,F4B,FHX,G4V,G4Y,G54,G9B,GYW,HB4,IZA,MI1,PHU,PJC,RQT,RQZ,VFC,Z3A
P52564_PF00069_53_314	2	ANK,STU
P52565_PF02115_12_201	1	GER
P52732_PF00225_24_359	39	2AZ,2XA,3QC,4A2,4C5,5C5,6LX,ADP,ANP,B4S,DQ6,DQ7,DQ8,EGB,EMQ,EOK,G7X,GCE,K01,K02,K03,K30,K5E,KZ9,L31,L47,MKK,MKR,MOY,MZK,N2T,N4T,N5T,N9H,NAT,V02,X2O,X7E,ZZD
P52788_PF01564_174_366	1	MTA
P52848_PF00685_604_869	1	A3P
P52895_PF00248_18_301	17	5SD,AOX,ASD,FFA,FLP,IBP,ID8,IMN,IU5,IZP,NAP,NDP,NPS,STR,SUZ,TES,ZOM
P53041_PF00149_235_431	6	4TE,4TF,8D4,ENL,LB1,NHC
P53350_PF00069_53_305	12	071,1J3,1J4,3TA,626,664,79C,79D,937,939,ANP,R78
P53355_PF00069_13_275	22	2AN,38G,3GU,47X,4FT,86Q,9TF,ACP,ADP,AGI,ANP,BD4,GEN,GUB,KMP,LU2,MRI,OSV,PIT,QUE,STL,STU
P53396_PF00285_883_1086	3	ACO,COA,Q5B
P53396_PF16114_244_421	1	LBG
P53582_PF00557_137_365	20	EYF,EYL,HM2,HM4,HM5,OVA,PVP,Q02,Q03,Q04,Q06,Q08,SHX,TFD,TFV,TN4,Y08,Y10,Y16,YZ6
P53597_PF02629_53_146	1	TUY
P53634_PF00112_231_458	1	LXV
P53667_PF07714_339_604	6	9DB,AGS,ANP,RXN,RXQ,STU
P53671_PF07714_331_601	3	35H,9D8,T3B
P53778_PF00069_27_311	1	ANP
P53779_PF00069_64_359	53	0EI,0F0,0G3,1RQ,255,33A,34I,3EL,3H8,3HJ,3HN,3HQ,3NL,3WH,446,46C,4F2,519,537,589,738,86C,880,932,984,9HP,ACP,AIZ,AMP,ANP,B9K,BGE,BZ9,C0M,CQQ,FMY,J07,J67,J72,J88,JBI,JK1,JK2,JK3,JNF,JNK,JNO,KBI,SNB,SYY,X3S,X3V,X3Y
P54278_PF13589_33_161	2	ADP,AGS
P54619_PF00571_269_324	1	AMP
P54646_PF00069_16_268	3	4O7,STU,TAK
P54687_PF01063_93_343	2	CBC,GBN
P54753_PF07714_633_892	2	6P6,6P8
P54760_PF07714_615_874	17	1N1,30K,32W,7X1,7X2,7X3,7X4,7X5,7X6,7X7,7X8,AS6,DWT,DXH,DXK,STU,X9F
P54762_PF07714_619_878	3	7O3,ADP,CTC
P54829_PF00102_323_553	4	AXK,AY5,FWB,PTR
P55040_PF00071_77_241	1	GDP
P55042_PF00071_93_253	2	GDP,GNP
P55055_PF00104_256_444	21	0KS,0KT,444,44B,61X,652,668,6OX,6Y4,6Y8,965,BQ3,CO1,D3R,D40,D43,G58,KUW,KVB,KVK,KWE
P55072_PF00004_241_371	1	ADP
P55072_PF00004_514_647	1	ADP
P55157_PF19444_592_889	1	PE5
P55196_PF00595_1008_1090	1	STF
P55201_PF00439_637_720	39	12Q,4YO,4YS,4YT,5GT,5GU,5GV,5Q0,5QX,5QY,5RN,5RO,5S9,5SB,5SG,5SH,5SJ,5SK,5SN,5XD,5XE,5XF,8VI,9F9,9KT,9KW,9L5,9LN,AXN,AYW,B0E,B0H,BEA,BMF,LF1,LS8,N48,UWX,XZ8
P55201_PF00855_1086_1200	1	4K8
P55210_PF00656_67_300	3	8YJ,8YM,NXN
P55263_PF00294_42_360	4	5I5,89I,ADN,HO4
P55899_PF00129_26_197	1	NHE
P56524_PF00850_675_992	5	9F4,EBE,KEE,OTF,TFG
P56545_PF00389_36_358	1	NAD
P56545_PF02826_139_323	1	NAD
P57729_PF00071_11_179	1	GTP
P57735_PF00071_14_175	2	GDP,GNP
P57772_PF00009_5_315	3	GCP,GDP,GNP
P60568_PF00715_7_150	3	FRB,FRG,MHC
P60763_PF00071_5_178	3	GCP,GDP,GNP
P60953_PF00071_5_178	6	GCP,GDP,GNH,GNP,GTP,PE4
P61006_PF00071_10_171	3	GDP,GNP,GTP
P61011_PF00448_101_296	1	GNP
P61018_PF00071_10_171	1	GDP
P61019_PF00071_8_169	1	GDP
P61020_PF00071_22_183	1	GDP
P61026_PF00071_11_172	1	GNP
P61088_PF00179_7_144	2	BY1,N2F
P61106_PF00071_13_174	2	GDP,GTP
P61204_PF00025_5_177	1	GTP
P61224_PF00071_5_167	4	GDP,GNP,GSP,GTP
P61586_PF00071_7_180	6	8ZO,GDP,GNP,GSP,GTP,RA0
P61587_PF00071_25_199	1	GTP
P61916_PF02221_21_147	2	C3S,CLR
P61981_PF00244_10_234	2	FSC,OD8
P62070_PF00071_16_177	1	GDP
P62136_PF00149_57_252	3	BKM,E7B,NHE
P62166_PF13499_98_174	1	P6G
P62330_PF00025_1_173	3	GDP,GSP,GTP
P62491_PF00071_13_174	4	GDP,GNP,GSP,GTP
P62508_PF00104_255_441	17	1BA,1OH,27N,2OH,43M,90C,9S6,BPZ,CW6,DL9,H3W,H3Z,H42,H48,H4Q,OHT,TXF
P62745_PF00071_7_180	2	GDP,GTP
P62820_PF00071_13_174	2	GDP,GTP
P62826_PF00071_12_170	3	GDP,GNP,GTP
P62834_PF00071_5_167	3	GDP,GNP,GTP
P62937_PF00160_7_163	17	1P3,78E,93K,E1P,EA4,F0Q,F0T,F0W,F1E,F1Q,F1Z,L36,L99,LSA,UNU,WM2,WM4
P62942_PF00254_13_105	8	001,60Z,AP1,SB1,SB3,SBX,SUB,TST
P62993_PF00017_60_135	6	AYI,AYQ,FYI,FYQ,YEN,YVN
P63000_PF00071_5_178	11	GCP,GDP,GNP,GSP,GTP,JGA,N5S,N67,N6D,N71,N74
P63092_PF00503_20_383	2	GDP,GNP
P63096_PF00503_13_343	1	GDP
P63104_PF00244_9_229	8	3RD,5SO,BEZ,DWK,FSC,P6G,PE4,SAL
P63279_PF00179_8_152	4	5VJ,5VK,5VL,5VM
P63316_PF13499_94_158	1	EMD
P63316_PF13833_32_84	2	BEP,SXK
P68363_PF00091_3_214	1	GTP
P68400_PF00069_39_324	130	01I,041,04G,0XG,0Y4,14I,18E,19E,1EL,1KP,3G5,3NG,42J,4B0,4IH,503,54E,54G,54P,54R,54S,54Z,551,5ID,5Y2,5Y3,5Y4,6XK,6XT,75E,7EY,7FC,86L,8GQ,8QH,8QK,9NX,9YE,A4B,A4N,A4Q,A4T,A8Q,A9K,A9W,ACP,ADP,AFK,AFW,AGI,AHK,AJK,ANP,AOK,AOW,AQ8,AQT,AQW,AT8,ATK,ATP,AU2,AU8,AUH,AUT,AUW,AVK,AVZ,AW5,AWE,AWK,AWN,B0K,B4Q,B5E,B5W,BEZ,C98,CCK,CIY,CUE,E1B,E3U,E8K,E91,EMO,EXX,EZN,FER,FU9,FXB,GAB,GDP,GHT,GJK,H83,HBD,HC4,HCK,J27,J2P,JMB,JRJ,JWQ,JYZ,K0N,K0Z,K1B,K82,KC5,KXZ,LCD,LCT,LNH,N4N,N5Q,OQC,P5W,REF,RFZ,RKN,RXE,S8W,S92,TID,TXQ,V55,Y49,YRA,YTX
P68871_PF00042_26_142	7	2P3,COH,HNI,K7M,MBN,MH0,NTE
P69905_PF00042_27_137	7	CHK,HNI,K7M,MBN,MH0,NTE,ZNH
P78325_PF01421_200_400	1	BAT
P78362_PF00069_81_230	2	PVB,W4A
P78368_PF00069_46_299	1	5ID
P78540_PF00491_24_324	7	1EC,1EE,HDQ,HE8,X7A,X8A,XA1
P80188_PF00061_48_193	27	1OD,2DS,3ET,4OL,4OZ,7K9,CM1,CM2,DB1,DBH,DBS,DKA,EB4,F8W,LIZ,LOC,MCJ,MCK,MCT,PHU,Q5E,QED,RKS,TC2,TD1,ZYF,ZYG
P80192_PF00069_144_403	1	VIN
P82980_PF00061_6_134	1	HVD
P84077_PF00025_3_177	3	AFB,GDP,GTP
P84085_PF00025_5_177	1	GDP
P84095_PF00071_5_178	1	GNP
P98073_PF00089_785_1014	1	GBS
P98170_PF00653_268_331	20	4WJ,4WK,4XE,4XF,4YC,4YD,4YE,4YF,4YL,4YN,7H8,7H9,7HT,7HU,7J6,A4E,C3T,FUE,FUK,X22
P99999_PF00034_4_103	1	MH0
Q00532_PF00069_5_288	1	D15
Q00534_PF00069_13_300	12	0RS,24V,3NU,3NV,4AU,6ZV,6ZZ,AP9,FSE,LQQ,N1A,N1J
Q00535_PF00069_4_286	5	3O0,ALH,IXM,RRC,Z3R
Q00536_PF00069_165_446	2	919,FEF
Q00796_PF00107_183_313	1	NAD
Q00987_PF02201_26_101	61	07G,0R2,0R3,0Y7,13Q,1GI,1I0,1I3,1I9,1MN,1MO,1MQ,1MT,1MY,28W,2SW,2TW,2TZ,2U6,2U7,2V8,35S,35T,4NJ,4NX,4SS,4T4,4TH,62Q,62R,62T,6SJ,6SK,6SS,6ST,6ZT,7HC,9QW,B5K,BLF,DIZ,EYH,H0W,H28,HRE,HRH,HU8,IMZ,K23,LTZ,MI6,NUT,TJ2,TUW,TUZ,TV5,TVK,U3Z,VZV,Y30,YIN
Q01064_PF00233_222_450	5	0NK,0NY,4QJ,8HM,8HP
Q01469_PF00061_8_134	4	65X,8KS,EIC,PLM
Q01813_PF00365_26_333	3	ACP,ADP,ATP
Q01973_PF07714_473_746	1	0LI
Q02083_PF02275_126_312	1	WTF
Q02127_PF01180_77_377	8	03U,1X5,6X1,A26,DET,FMN,FNR,ZWI
Q02153_PF07700_2_166	3	GZO,YC1,Z90
Q02224_PF00225_12_329	2	ADP,PIN
Q02750_PF00069_68_361	48	1CX,22T,2P7,3BM,3EW,3EX,3EY,3OR,3OS,3V0,4BM,4W5,573,5BM,5EZ,5U5,5Y0,77D,92P,ACP,ADP,AGS,ANP,ATP,BBM,CHU,E62,EUI,IZG,KSA,LCJ,LSG,LUG,M3K,MEK,MRA,MT8,QO7,QOA,QOM,SU5,T1K,T3W,T4N,V04,VRA,YQY,YSO
Q02763_PF07714_824_1092	6	0CE,919,MR9,MUH,QQ1,RAJ
Q02790_PF00254_43_135	1	I63
Q03111_PF03366_27_108	8	ALY,GKN,GKT,GQ5,GQ8,M7Z,M82,M8K
Q03181_PF00104_236_422	40	08S,1FA,331,3EQ,3OZ,401,433,7SM,7SS,7SV,7SY,7T1,7TV,7TY,7U1,7U4,7U7,7UA,7UD,7UG,7UJ,7UY,7V1,7V4,89L,8RR,9LU,9RF,D32,DY6,EPA,ET1,GNI,GW0,IL2,K55,L41,VCA,WLM,Z00
Q04759_PF00069_380_634	5	3L0,5VS,LG8,PZW,STU
Q04771_PF07714_208_495	25	507,5U6,844,9TO,A3F,ANP,B4B,B4E,C87,C9U,E26,EUN,EZB,FH0,H8H,IR2,IYZ,LDN,LU8,M2Z,MM8,MVE,Q5Z,QWQ,TAK
Q04828_PF00248_18_301	7	5P3,9S0,C2U,GBM,JMS,NAP,STR
Q04912_PF07714_1082_1341	1	ANP
Q05193_PF00350_34_207	2	GCP,GDP
Q05397_PF07714_422_676	22	0O7,0PF,10N,1BQ,1BR,30G,4GU,7PY,ADP,ATP,H82,K9Y,KAO,P1E,P4N,P7N,P9K,PKE,PVT,PXK,Q2H,YAM
Q05823_PF00069_368_524	2	ACP,ADP
Q06124_PF00102_273_520	1	CAT
Q06187_PF00169_4_133	7	3IS,4PT,72V,IS7,NXT,NYQ,Q1B
Q06187_PF07714_402_651	87	027,03C,04K,04L,0BQ,0CI,0GW,0UW,1E8,1N1,2IE,2IJ,2P5,2V2,2V3,2VL,3OU,3OV,3P0,3YO,481,4C9,4L6,4RU,4RV,4UQ,4US,585,5WF,5WH,6MV,6XL,73T,746,7G6,7G7,7G9,7GB,83P,8E8,9AJ,9B1,9M3,B43,BA0,BNB,BXJ,BXM,DTJ,DVD,DVJ,DXM,DY4,GJ7,GJA,GJD,GJG,GJJ,GMQ,GMW,GYL,HRA,KHD,KLM,KLP,L0Z,L9S,LHL,LTJ,MZJ,N42,N6Z,RQS,S5M,S9A,ULV,ULY,UM4,V1G,X9J,X9M,X9P,X9S,X9V,X9Y,YD7,YDA
Q06520_PF00685_34_278	5	4OA,A3P,AND,AOX,PPS
Q06609_PF08423_84_337	1	ATP
Q07075_PF01433_321_538	1	BES
Q07343_PF00233_405_645	30	066,0CP,19T,1S1,20A,2O5,5RM,6DE,6M5,6QQ,7DE,8BR,988,9VE,AMP,CIO,FIL,HBT,NPV,NVW,PIL,QPC,ROF,ROL,SK4,VDN,VIA,Z72,ZG1,ZG2
Q07869_PF00104_263_449	37	13M,2VN,471,4M5,544,65W,735,7HA,ACD,AZ2,C5F,CTM,E0O,EPA,ET1,EWR,F5A,GW9,HVX,HW3,IL2,ITY,MMB,NKS,OLA,P7F,PEM,PLM,REW,RO7,S44,STE,T02,T06,T4T,WY1,Y1N
Q07912_PF07714_126_385	8	1G0,9KO,ACP,DBQ,R7P,T74,T77,T95
Q08345_PF07714_610_905	19	0LI,1N1,4VC,4VD,4VE,5WR,5X1,D6W,D6Z,DI1,DJH,DJQ,DJW,FEW,GKB,STI,TBK,TJW,VX6
Q08499_PF00233_461_701	86	0MO,0X8,15X,1AS,1GF,2SR,3DE,3GJ,3KQ,4DE,4I7,5DE,6M5,6PT,6Q2,7DE,7DJ,863,988,A0O,A9L,AH3,AH6,AH9,AJL,AJX,AK0,AKJ,AKO,AKU,AMP,CIO,CMP,CV8,CZK,CZQ,CZT,D08,D0B,D0E,D5N,D5T,D5Z,D62,D68,D71,DD5,DEE,E3Q,E6E,E6N,E6Z,E8H,EQC,EV1,FFZ,FTX,IBM,IHM,J20,J25,J2E,JN4,JN7,JN8,JX2,KR4,KR7,KRD,M36,M98,M99,MKU,NPV,PIL,QWT,QWZ,R4H,R5Z,R91,RLW,ROF,ROL,S8Q,T3K,ZAR
Q08881_PF07714_363_612	29	0F2,0G1,0G2,13J,13L,18R,1E0,1YZ,29Y,2VT,2VU,2W6,3P6,477,614,ADP,B49,G5K,G6K,G7K,IAQ,L7A,L7O,M0Y,M0Z,MJG,PQC,QWS,STU
Q09013_PF00069_71_339	1	BI8
Q09472_PF00439_1058_1144	4	2LO,71Y,99E,XDM
Q09472_PF08214_1306_1612	9	01K,6TF,ACO,COA,OJ7,QS1,QSD,SOP,Y2P
Q10471_PF00652_446_563	1	A2G
Q10588_PF02267_40_280	3	AGS,ENP,NMN
Q12797_PF05118_591_745	5	PD2,Q1W,QA8,U4B,U4Q
Q12830_PF00439_2936_3019	15	9ST,EUO,EUU,HAF,HWH,JC3,K0V,K3D,M25,RU4,RUV,RUY,RV4,VYM,WCV
Q12852_PF07714_126_364	5	50D,50E,50F,9FS,9FV
Q12866_PF07714_587_854	33	24K,4MH,6Q1,79Y,7AE,7YS,9VS,ADP,ANP,C6F,CKJ,E56,K0X,L1X,MH7,OLP,R6H,R6K,R6N,S4E,S4K,S4N,S4Q,S4T,S4W,S4Z,S5E,V6H,VJZ,VK2,VK5,YDJ,YR7
Q12888_PF09038_1483_1604	1	QXY
Q12931_PF02518_108_260	9	4KP,8M9,8MF,ANP,FE6,FEU,FJX,FK0,H71
Q13043_PF00069_30_281	1	OJ5
Q13093_PF03403_48_416	26	5HV,6HO,6HP,6HR,6HU,6HV,6HW,6HX,6HZ,71H,7BJ,7BK,7BP,7BR,7BW,7BX,7K4,8U0,8U3,8U6,8U9,BWF,BWL,BWO,GD7,VQ7
Q13126_PF01048_11_256	13	4CT,5S7,7A6,BIG,FMC,MTA,MTH,MTM,OS2,OS3,OS5,OS6,TDI
Q13131_PF00069_27_279	2	STU,TAK
Q13133_PF00104_244_431	7	444,4KM,4KQ,668,965,O40,O90
Q13153_PF00069_270_521	22	0H2,1ST,2K0,2OL,4OQ,4OR,4PV,4T3,4T5,4T6,59N,59T,59U,6BZ,7KC,ANP,ATP,C7Y,DW1,IPV,IPW,XR1
Q13164_PF00069_55_347	6	4WE,4WG,9N8,ANP,G92,R4L
Q13188_PF00069_27_278	2	5BS,ANP
Q13231_PF00704_23_363	8	95K,95N,95Q,ALI,AMI,BU0,BV0,QGB
Q13232_PF00334_22_156	1	ADP
Q13237_PF00027_186_269	2	CMP,PCG
Q13237_PF00027_304_393	3	35G,6FW,6J7
Q13257_PF02301_16_196	1	PE3
Q13285_PF00104_250_442	5	P0E,PEF,PIK,PIZ,WES
Q13303_PF00248_51_355	1	NAP
Q13363_PF00389_30_352	5	3CR,AMP,NAD,NAI,PPY
Q13363_PF02826_133_317	3	AMP,NAD,NAI
Q13370_PF00233_736_1007	2	666,IBM
Q13418_PF07714_193_446	1	ATP
Q13451_PF00254_43_135	30	0MC,0MD,0OS,1KT,1KU,1KY,1KZ,37K,37L,384,3JP,3JQ,3JR,5B8,5BG,5BH,9QN,JFK,L2Q,RQW,RR5,RRZ,RSB,RTQ,RTT,S5W,S8N,T58,T5B,T5H
Q13464_PF00069_76_338	20	07Q,0HD,3J7,3NC,4KH,4KK,65R,6U1,6U2,8UV,ANP,B4J,B4V,B4Y,B5G,H52,J0P,M77,VFS,Y27
Q13467_PF01392_33_140	1	PAM
Q13490_PF00653_272_337	3	1BG,7H9,SMK
Q13509_PF00091_3_212	3	G2P,GDP,GTP
Q13510_PF02275_143_388	1	JRY
Q13523_PF00069_687_1003	6	1EH,919,ADP,ANP,OCJ,OND
Q13526_PF00639_59_163	29	39X,3T5,4BL,4BX,4BY,4C0,4D7,4D9,4DH,4F8,4FF,4FI,4FY,4G2,4G5,4G8,4GE,B21,G14,GIA,J8Z,J9Z,JZI,ODK,PE4,QT7,R2Z,REA,RZD
Q13546_PF07714_18_285	16	1HW,1HX,3IF,3IU,65U,7MJ,EJP,EJY,G4W,JSW,K8K,L4Y,L8D,M5J,Q1A,RCM
Q13554_PF00069_14_272	1	5CP
Q13555_PF00069_14_272	1	DRN
Q13557_PF00069_14_272	4	9EJ,C2V,GVD,K88
Q13572_PF05770_119_318	2	ADP,ANP
Q13614_PF06602_192_529	2	3PI,PIB
Q13627_PF00069_159_479	68	2C3,2C4,2K2,3RA,4E1,4E2,4E3,4H5,5PW,6SD,6ZV,7QQ,9OF,9OL,AJG,ANP,AWR,B5T,B5Z,B6B,B6H,B6N,B6Q,B6Z,B7B,B7W,D15,EHB,EKU,HRM,JHW,KQE,KQK,KQZ,KR8,KRK,KRQ,MFR,MLW,OPW,P6G,Q8J,QIV,QKG,QYE,QYH,QYK,QYW,QYZ,QZ2,QZW,R05,RHH,RHT,RHW,RHZ,RJ2,RJ5,RJZ,RK2,RK8,RKH,RKK,RKQ,RKW,RKZ,Y3L,ZC3
Q13636_PF00071_7_168	1	GNP
Q13637_PF00071_27_194	3	GCP,GDP,GTP
Q13873_PF00069_203_501	1	ADP
Q13882_PF07714_191_441	4	1N1,58V,FKY,FLJ
Q13946_PF00233_211_443	4	32V,EPK,IBM,TC8
Q13976_PF00027_121_204	2	CMP,PCG
Q13976_PF00027_239_326	6	6FW,6J7,6JR,6ZA,CMP,PCG
Q13976_PF00069_360_619	2	ANP,EE4
Q14004_PF00069_705_998	2	5I1,ADP
Q14012_PF00069_20_276	1	ATP
Q14028_PF00027_980_1069	2	CMP,PCG
Q14141_PF00735_39_312	1	GTP
Q14145_PF00651_67_179	1	TX6
Q14149_PF13589_26_164	1	ANP
Q14204_PF12774_1868_2231	1	ADP
Q14204_PF12780_2907_3186	1	ADP
Q14289_PF07714_425_679	10	0YH,0YJ,349,3JZ,4JZ,7FM,AGS,B96,P1E,YAM
Q14332_PF01392_39_145	1	PAM
Q14376_PF16363_6_333	5	GDU,NAD,NAI,UD1,UPG
Q14416_PF00003_561_813	2	HZR,ZQY
Q14432_PF00233_751_1020	4	AMP,J33,J36,XKG
Q14541_PF00104_124_312	1	PLM
Q14565_PF08423_83_338	1	ANP
Q14680_PF00069_11_263	28	0V0,1WS,3I7,45R,47W,5QM,5U5,6BB,6BE,6BF,6BJ,6PV,6Z7,7KC,7KD,7LV,7LY,7MY,82B,ANP,B5S,F7D,H91,KSA,NF5,QBB,TAK,XIN
Q14807_PF00225_49_368	1	ADP
Q14914_PF00107_153_293	1	NAP
Q14994_PF00104_157_338	1	CID
Q14995_PF00104_397_578	1	COH
Q15019_PF00735_34_313	1	GDP
Q15029_PF00009_127_440	1	GTP
Q15046_PF00152_222_574	5	45A,APC,ATP,KAA,KRS
Q15047_PF18358_348_397	2	6S4,6S5
Q15059_PF00439_315_403	3	5D4,BMF,JQ1
Q15059_PF00439_42_128	2	J58,JQ1
Q15109_PF00047_21_112	8	IOR,V6M,V6P,V6V,V6Y,V74,Y6P,Y6S
Q15119_PF02518_240_364	20	42A,7F9,7FE,7FV,7FW,7TJ,ADP,ATP,EH0,EH3,J0F,P35,P46,PFT,PV0,PV1,PV2,PV8,SZ6,W6P
Q15120_PF02518_236_362	3	ADP,ATP,RDC
Q15208_PF00069_89_382	1	ANP
Q15274_PF01729_114_284	3	NCN,NTM,PHT
Q15286_PF00071_10_170	2	GDP,GTP
Q15303_PF07714_718_974	2	FMM,GW7
Q15375_PF07714_633_890	1	IHZ
Q15382_PF00071_8_169	4	E7S,GDP,GNP,GTP
Q15418_PF00069_62_321	3	ACP,P01,STU
Q15562_PF17725_226_444	8	5E4,EY1,FLF,HUY,PLM,QLV,QSJ,QZ1
Q15652_PF02373_2381_2481	1	EMT
Q15661_PF00089_31_267	4	0GJ,11M,11N,5TA
Q15759_PF00069_24_308	2	B45,NIL
Q15771_PF00071_11_172	1	GNP
Q15811_PF14604_747_802	1	7PG
Q15831_PF00069_49_309	1	ANP
Q15907_PF00071_13_174	2	GDP,GNP
Q16181_PF00735_47_323	1	GDP
Q16288_PF07714_538_824	4	0F4,4EJ,DZ6,DZC
Q16512_PF00069_615_874	3	2V9,DRN,MI1
Q16513_PF00069_657_916	1	AGS
Q16539_PF00069_24_308	195	048,06F,084,094,09J,0O8,0O9,0OA,0OK,0OL,0OM,0ON,0OO,0OP,0OQ,19B,1AU,1BU,1GK,1M8,1N1,1PP,1R9,1RA,1VI,222,279,287,29A,29B,2A8,304,337,358,38P,39G,39P,3FF,3FN,3GF,3IP,3NE,3NW,437,469,52P,530,533,5JZ,6NP,6RG,78L,79Q,891,8EN,8OH,8OK,8ON,8OT,8OW,9O2,9O5,9Y5,9Y8,A17,AA0,AAV,AQY,AQZ,B10,B11,B45,B96,BAX,BFF,BI5,BMU,BW1,CQ0,DF3,DG7,DQO,EDB,EDD,F46,F4C,FI4,FJI,FKL,FKN,FKO,FL4,FLS,FLW,FLY,FLZ,FMJ,FMK,FML,FPH,FS8,FSS,FTZ,G11,G6A,G97,GE5,GEW,GG5,GK1,GK3,GK4,GK5,GK6,GXH,HB9,HIZ,HYK,HYW,I2O,I39,I45,I46,I47,IPK,IRG,J8S,J9G,JZJ,KQ7,L09,L10,L11,L12,L51,L9G,LB5,LB8,LBB,LBE,LGF,LHJ,LI2,LI3,LI4,LM3,LM4,MIH,MKP,MSQ,MWL,N3F,N4D,NAR,NK0,NQB,OCG,OE8,P0F,P36,P37,P38,P39,P40,P41,P66,PP0,PQA,PQB,QC0,R24,R39,R48,R49,RO6,SB0,SB2,SB4,SB5,SB6,SS6,STI,T75,TZY,VVT,WBT,XI2,YIS,YIW,YIX,Z83,Z84,Z85,Z86,Z87
Q16555_PF01979_64_453	1	BTB
Q16566_PF00069_46_300	1	DKI
Q16620_PF07714_538_807	3	LTI,MUJ,T6E
Q16644_PF00069_44_304	4	05B,F10,I85,P4O
Q16651_PF00089_45_281	5	1JZ,ARM,B3C,B4C,GBS
Q16654_PF02518_243_368	5	42A,ADP,ANP,P4A,W6P
Q16658_PF06268_20_134	1	H0B
Q16659_PF00069_20_316	3	OWQ,OXW,OYB
Q16678_PF00067_51_520	2	AQ0,BHF
Q16696_PF00067_34_491	4	0QA,9PL,IND,NCT
Q16698_PF13561_65_304	1	NAP
Q16773_PF00155_28_415	3	IAC,IK2,PMP
Q16790_PF00194_136_390	13	7VZ,82E,9FK,ER5,ETK,J8N,J8Q,J92,MKQ,MUE,V14,V90,Y0R
Q16820_PF01400_69_257	1	RUE
Q16831_PF01048_54_304	1	BAU
Q16832_PF07714_563_849	1	D6Q
Q16836_PF02737_29_214	2	NAD,NAI
Q16850_PF00067_61_496	6	ECL,ECN,KKK,LAN,PJM,VFV
Q16854_PF01712_41_275	1	DTP
Q16875_PF01591_24_246	21	87T,8R2,8V1,ACP,ADP,BKE,BKI,BKS,BKV,BWW,EDT,FD9,GV2,GV5,GV8,H9Z,HAK,HAT,HAW,MJP,S6L
Q16881_PF07992_163_500	2	FAD,NAP
Q2M1P5_PF00225_21_349	2	ADP,ANP
Q2M2I8_PF00069_46_312	3	KSA,LKB,XIN
Q460N3_PF01661_322_424	1	AR6
Q460N5_PF01661_1032_1148	3	9HH,ADP,AR6
Q460N5_PF01661_1245_1347	1	AR6
Q460N5_PF01661_820_937	2	ADP,APR
Q49A26_PF03446_269_430	1	NA7
Q58F21_PF00439_276_364	3	BMF,XWJ,XWP
Q58F21_PF00439_35_121	2	1QK,JQ1
Q59H18_PF07714_463_719	5	4CV,4CW,CV4,ZFS,ZGD
Q5FWF5_PF13880_763_831	1	ACO
Q5S007_PF00069_1881_2132	1	ATP
Q5S007_PF08477_1336_1455	1	GDP
Q5TA50_PF08718_27_177	6	1PW,1PX,1PZ,1Q0,1T9,PX2
Q5TCX8_PF07714_124_398	1	AGS
Q5TCY1_PF00069_34_305	7	2KC,ADP,ATP,DTQ,F8E,VP7,VSY
Q5VTE6_PF03372_170_533	1	KL2
Q5VWZ2_PF02230_9_229	1	6WG
