Pocket Set	Pocket	Volume (A³)	Buriedness
AF2-PD	Q8TAU0_PF00046_149_205_fpocket_4	3779.12	14
AF2-PD	Q8TAU3_PF00096_268_290_fpocket_1	4872.75	11
AF2-PD	Q8TAU3_PF00096_408_430_fpocket_1	5210.5	9
AF2-PD	Q8TAU3_PF00096_408_430_fpocket_2	4794.25	10
AF2-PD	Q8TAU3_PF00096_436_458_fpocket_1	5058.88	10
AF2-PD	Q8TAV3_PF00067_32_486_fpocket_1	1998.62	25
AF2-PD	Q8TAV3_PF00067_32_486_fpocket_31	2043.12	23
AF2-PD	Q8TAW3_PF00096_369_391_fpocket_1	4810.5	12
AF2-PD	Q8TAW3_PF00096_397_419_fpocket_1	5233.12	10
AF2-PD	Q8TAW3_PF00096_507_529_fpocket_1	5405.0	8
AF2-PD	Q8TAW3_PF00096_507_529_fpocket_2	5263.5	8
AF2-PD	Q8TAX0_PF00096_203_225_fpocket_1	4784.25	11
AF2-PD	Q8TB36_PF13410_158_282_fpocket_13	5389.25	7
AF2-PD	Q8TB36_PF13410_158_282_fpocket_3	3906.75	16
AF2-PD	Q8TB36_PF13417_28_105_fpocket_1	2888.5	18
AF2-PD	Q8TB36_PF13417_28_105_fpocket_3	4106.62	11
AF2-PD	Q8TB40_PF00561_69_327_fpocket_15	3488.75	15
AF2-PD	Q8TB45_PF00610_148_217_fpocket_2	3672.5	13
AF2-PD	Q8TB45_PF00610_148_217_fpocket_4	4044.88	16
AF2-PD	Q8TB45_PF00610_48_117_fpocket_1	3799.0	11
AF2-PD	Q8TB45_PF00610_48_117_fpocket_2	3639.38	14
AF2-PD	Q8TB52_PF15965_7_99_fpocket_2	4828.0	14
AF2-PD	Q8TB52_PF15965_7_99_fpocket_4	5962.0	5
AF2-PD	Q8TB52_PF15966_609_724_fpocket_3	5242.75	11
AF2-PD	Q8TB52_PF15966_609_724_fpocket_4	3362.0	16
AF2-PD	Q8TB69_PF00096_292_314_fpocket_1	4910.75	11
AF2-PD	Q8TB69_PF00096_320_342_fpocket_1	5418.0	9
AF2-PD	Q8TB69_PF00096_376_398_fpocket_1	4585.0	11
AF2-PD	Q8TB69_PF00096_404_426_fpocket_1	5371.75	9
AF2-PD	Q8TB69_PF00096_432_454_fpocket_1	5437.12	9
AF2-PD	Q8TB69_PF00096_432_454_fpocket_2	4674.12	11
AF2-PD	Q8TB69_PF00096_460_482_fpocket_1	5375.25	9
AF2-PD	Q8TB73_PF19433_394_568_fpocket_14	4559.25	15
AF2-PD	Q8TB73_PF19433_394_568_fpocket_15	3952.88	16
AF2-PD	Q8TB92_PF00682_77_351_fpocket_9	3797.75	15
AF2-PD	Q8TBB0_PF05485_5_89_fpocket_1	3340.0	17
AF2-PD	Q8TBB0_PF05485_5_89_fpocket_6	4649.62	12
AF2-PD	Q8TBB1_PF00595_274_356_fpocket_1	3232.12	14
AF2-PD	Q8TBB1_PF00595_274_356_fpocket_2	5400.25	6
AF2-PD	Q8TBB1_PF00595_381_461_fpocket_2	4547.0	11
AF2-PD	Q8TBB1_PF00595_381_461_fpocket_3	4805.12	10
AF2-PD	Q8TBB1_PF00595_507_590_fpocket_1	3401.75	13
AF2-PD	Q8TBB1_PF00595_638_721_fpocket_1	2830.12	15
AF2-PD	Q8TBB1_PF00595_638_721_fpocket_4	3664.0	16
AF2-PD	Q8TBB1_PF13920_37_84_fpocket_1	4291.38	13
AF2-PD	Q8TBB6_PF13906_627_677_fpocket_1	4569.25	13
AF2-PD	Q8TBC3_PF02214_21_110_fpocket_1	4534.5	13
AF2-PD	Q8TBC4_PF00899_56_366_fpocket_13	3994.75	14
AF2-PD	Q8TBC4_PF00899_56_366_fpocket_18	3425.38	18
AF2-PD	Q8TBC4_PF08825_375_461_fpocket_1	3839.62	17
AF2-PD	Q8TBC4_PF08825_375_461_fpocket_2	2410.75	20
AF2-PD	Q8TBC5_PF02023_45_134_fpocket_2	4071.12	14
AF2-PD	Q8TBC5_PF02023_45_134_fpocket_6	3790.5	16
AF2-PD	Q8TBE0_PF01426_624_779_fpocket_3	2965.5	17
AF2-PD	Q8TBF2_PF13911_53_166_fpocket_1	3654.25	19
AF2-PD	Q8TBF2_PF13911_53_166_fpocket_2	2998.5	19
AF2-PD	Q8TBF4_PF00076_12_82_fpocket_1	4304.0	16
AF2-PD	Q8TBF4_PF00076_12_82_fpocket_4	3328.62	15
AF2-PD	Q8TBF5_PF08320_54_251_fpocket_1	3089.62	18
AF2-PD	Q8TBF5_PF08320_54_251_fpocket_11	3225.62	17
AF2-PD	Q8TBG4_PF00202_26_433_fpocket_26	4145.0	15
AF2-PD	Q8TBG4_PF00202_26_433_fpocket_4	2278.25	22
AF2-PD	Q8TBH0_PF00339_9_158_fpocket_1	3896.12	14
AF2-PD	Q8TBH0_PF00339_9_158_fpocket_5	4658.12	13
AF2-PD	Q8TBH0_PF02752_180_307_fpocket_2	4259.75	14
AF2-PD	Q8TBH0_PF02752_180_307_fpocket_6	3596.38	16
AF2-PD	Q8TBJ5_PF00096_277_299_fpocket_1	4354.38	13
AF2-PD	Q8TBJ5_PF00096_305_327_fpocket_1	5131.88	8
AF2-PD	Q8TBJ5_PF00096_305_327_fpocket_2	4674.75	11
AF2-PD	Q8TBJ5_PF00096_417_440_fpocket_1	5174.0	10
AF2-PD	Q8TBJ5_PF00096_417_440_fpocket_2	4597.12	12
AF2-PD	Q8TBK2_PF09273_329_465_fpocket_12	2912.25	20
AF2-PD	Q8TBK6_PF13917_39_77_fpocket_1	5584.12	7
AF2-PD	Q8TBM8_PF00226_108_169_fpocket_1	4361.88	14
AF2-PD	Q8TBM8_PF00226_108_169_fpocket_2	4677.25	10
AF2-PD	Q8TBR7_PF03798_37_242_fpocket_1	2182.38	18
AF2-PD	Q8TBR7_PF03798_37_242_fpocket_17	2544.88	18
AF2-PD	Q8TBY0_PF00076_143_210_fpocket_1	4113.62	17
AF2-PD	Q8TBY0_PF00076_143_210_fpocket_2	2898.12	18
AF2-PD	Q8TBY0_PF00076_238_302_fpocket_1	3473.88	19
AF2-PD	Q8TBY0_PF00076_238_302_fpocket_2	3873.5	12
AF2-PD	Q8TBY0_PF00076_63_131_fpocket_1	2853.0	21
AF2-PD	Q8TBY0_PF00076_63_131_fpocket_2	4493.38	12
AF2-PD	Q8TBY0_PF14709_392_468_fpocket_3	4759.38	7
AF2-PD	Q8TBZ5_PF00096_239_261_fpocket_1	4857.75	11
AF2-PD	Q8TBZ5_PF00096_435_457_fpocket_1	5309.12	9
AF2-PD	Q8TBZ5_PF00096_463_485_fpocket_1	4441.12	13
AF2-PD	Q8TBZ5_PF00096_491_513_fpocket_1	5317.12	6
AF2-PD	Q8TBZ5_PF00096_491_513_fpocket_2	4771.62	11
AF2-PD	Q8TBZ8_PF00096_169_191_fpocket_1	4621.12	11
AF2-PD	Q8TBZ8_PF00096_253_275_fpocket_1	5249.12	8
AF2-PD	Q8TBZ8_PF00096_253_275_fpocket_2	4754.62	12
AF2-PD	Q8TBZ8_PF00096_281_303_fpocket_1	4618.62	11
AF2-PD	Q8TBZ8_PF00096_309_331_fpocket_1	5195.5	8
AF2-PD	Q8TBZ8_PF00096_309_331_fpocket_3	4744.75	11
AF2-PD	Q8TBZ8_PF00096_365_387_fpocket_1	4635.25	11
AF2-PD	Q8TBZ8_PF00096_477_499_fpocket_1	4754.75	12
AF2-PD	Q8TBZ8_PF00096_505_527_fpocket_1	5296.25	9
AF2-PD	Q8TBZ8_PF00096_505_527_fpocket_2	4706.75	12
AF2-PD	Q8TBZ8_PF13894_141_164_fpocket_1	4547.0	13
AF2-PD	Q8TBZ8_PF13894_141_164_fpocket_2	5288.38	9
AF2-PD	Q8TBZ8_PF13912_421_444_fpocket_1	5142.0	7
AF2-PD	Q8TC12_PF00106_42_247_fpocket_10	3411.25	13
AF2-PD	Q8TC12_PF00106_42_247_fpocket_15	3352.62	18
AF2-PD	Q8TC17_PF00018_4_50_fpocket_1	3482.5	16
AF2-PD	Q8TC17_PF00018_4_50_fpocket_4	4339.5	14
AF2-PD	Q8TC21_PF00096_335_357_fpocket_1	5030.88	9
AF2-PD	Q8TC21_PF00096_365_385_fpocket_1	5365.75	8
AF2-PD	Q8TC21_PF13465_405_430_fpocket_1	4849.25	12
AF2-PD	Q8TC27_PF00200_400_474_fpocket_1	4953.38	14
AF2-PD	Q8TC27_PF00200_400_474_fpocket_2	3834.62	17
AF2-PD	Q8TC27_PF01421_186_383_fpocket_3	2633.0	17
AF2-PD	Q8TC27_PF01421_186_383_fpocket_4	3526.75	15
AF2-PD	Q8TC59_PF02170_391_524_fpocket_2	4064.25	13
AF2-PD	Q8TC59_PF02170_391_524_fpocket_4	2704.88	20
AF2-PD	Q8TC59_PF08699_338_387_fpocket_1	4222.25	12
AF2-PD	Q8TC59_PF08699_338_387_fpocket_2	5443.62	8
AF2-PD	Q8TC92_PF00076_144_204_fpocket_1	3227.0	20
AF2-PD	Q8TC92_PF00076_144_204_fpocket_2	4445.38	11
AF2-PD	Q8TC99_PF00041_180_270_fpocket_2	3292.0	17
AF2-PD	Q8TC99_PF00041_180_270_fpocket_4	2875.0	22
AF2-PD	Q8TCB7_PF08242_84_183_fpocket_1	2856.62	18
AF2-PD	Q8TCB7_PF08242_84_183_fpocket_2	3356.12	16
AF2-PD	Q8TCC3_PF00327_67_117_fpocket_1	4288.0	13
AF2-PD	Q8TCE9_PF00337_5_137_fpocket_1	4144.25	12
AF2-PD	Q8TCE9_PF00337_5_137_fpocket_3	3079.0	17
AF2-PD	Q8TCN5_PF00096_697_720_fpocket_1	4560.25	11
AF2-PD	Q8TCQ1_PF12906_80_126_fpocket_3	3603.75	19
AF2-PD	Q8TCQ1_PF12906_80_126_fpocket_7	5384.0	10
AF2-PD	Q8TCS8_PF00013_607_666_fpocket_1	3630.62	17
AF2-PD	Q8TCS8_PF00013_607_666_fpocket_4	4574.38	12
AF2-PD	Q8TCS8_PF01138_366_501_fpocket_3	3885.5	19
AF2-PD	Q8TCS8_PF01138_52_183_fpocket_1	3192.5	19
AF2-PD	Q8TCS8_PF01138_52_183_fpocket_9	5737.38	7
AF2-PD	Q8TCS8_PF03725_186_251_fpocket_2	4265.38	19
AF2-PD	Q8TCS8_PF03725_186_251_fpocket_3	4819.38	11
AF2-PD	Q8TCS8_PF03726_282_363_fpocket_1	4840.0	11
AF2-PD	Q8TCS8_PF03726_282_363_fpocket_6	4831.38	10
AF2-PD	Q8TCT0_PF19280_342_536_fpocket_14	3153.5	18
AF2-PD	Q8TCT0_PF19280_342_536_fpocket_18	3513.0	19
AF2-PD	Q8TCU5_PF10613_558_661_fpocket_1	3637.0	17
AF2-PD	Q8TCU5_PF10613_558_661_fpocket_9	3630.12	20
AF2-PD	Q8TCU6_PF00610_426_494_fpocket_1	4071.88	13
AF2-PD	Q8TCU6_PF00610_527_595_fpocket_1	4102.75	14
AF2-PD	Q8TCU6_PF00610_527_595_fpocket_2	3924.75	12
AF2-PD	Q8TCU6_PF00621_53_238_fpocket_12	4045.88	14
AF2-PD	Q8TCU6_PF00621_53_238_fpocket_9	3923.25	15
AF2-PD	Q8TCV5_PF00095_77_120_fpocket_1	5020.0	11
AF2-PD	Q8TCX5_PF00595_513_590_fpocket_1	3234.5	15
AF2-PD	Q8TCX5_PF00595_513_590_fpocket_2	4251.38	12
AF2-PD	Q8TCX5_PF03097_109_510_fpocket_22	2966.25	18
AF2-PD	Q8TCX5_PF03097_109_510_fpocket_27	2968.75	14
AF2-PD	Q8TD06_PF13899_43_124_fpocket_3	2944.38	20
AF2-PD	Q8TD06_PF13899_43_124_fpocket_6	3619.5	14
AF2-PD	Q8TD07_PF00129_29_202_fpocket_13	4010.62	14
AF2-PD	Q8TD08_PF00069_13_304_fpocket_18	1828.38	20
AF2-PD	Q8TD17_PF00096_399_420_fpocket_1	4718.0	11
AF2-PD	Q8TD17_PF00096_399_420_fpocket_2	4991.0	12
AF2-PD	Q8TD17_PF00096_455_477_fpocket_1	5145.38	11
AF2-PD	Q8TD17_PF00096_511_533_fpocket_1	5202.0	9
AF2-PD	Q8TD19_PF00069_52_308_fpocket_2	2566.75	19
AF2-PD	Q8TD23_PF00096_312_334_fpocket_1	4743.12	12
AF2-PD	Q8TD23_PF00096_368_390_fpocket_1	4700.88	12
AF2-PD	Q8TD23_PF00096_396_418_fpocket_1	4798.38	12
AF2-PD	Q8TD23_PF00096_452_474_fpocket_1	4583.25	11
AF2-PD	Q8TD23_PF00096_536_558_fpocket_1	4896.88	11
AF2-PD	Q8TD30_PF00155_110_511_fpocket_2	2484.88	22
AF2-PD	Q8TD30_PF00155_110_511_fpocket_9	3317.0	17
AF2-PD	Q8TD46_PF08205_149_226_fpocket_4	4168.0	15
AF2-PD	Q8TD46_PF08205_149_226_fpocket_5	4136.38	15
AF2-PD	Q8TD47_PF08071_3_39_fpocket_1	4415.0	15
AF2-PD	Q8TD84_PF00041_1092_1179_fpocket_3	4399.75	14
AF2-PD	Q8TD84_PF00041_1092_1179_fpocket_9	3361.0	17
AF2-PD	Q8TD84_PF00041_1192_1277_fpocket_1	3962.5	21
AF2-PD	Q8TD84_PF00041_1383_1467_fpocket_3	3900.75	18
AF2-PD	Q8TD84_PF00041_1383_1467_fpocket_5	3597.0	15
AF2-PD	Q8TD84_PF00041_888_974_fpocket_3	3707.25	17
AF2-PD	Q8TD84_PF00041_888_974_fpocket_4	5545.88	7
AF2-PD	Q8TD84_PF00041_988_1078_fpocket_1	3985.88	19
AF2-PD	Q8TD84_PF00041_988_1078_fpocket_3	3618.75	18
AF2-PD	Q8TD84_PF07679_1297_1380_fpocket_1	4343.5	17
AF2-PD	Q8TD84_PF07679_226_311_fpocket_2	4972.88	7
AF2-PD	Q8TD84_PF07679_226_311_fpocket_5	4950.62	9
AF2-PD	Q8TD84_PF07679_315_402_fpocket_5	4978.62	8
AF2-PD	Q8TD84_PF13927_407_489_fpocket_1	3668.75	16
AF2-PD	Q8TD84_PF13927_407_489_fpocket_4	4576.12	13
AF2-PD	Q8TD84_PF13927_505_578_fpocket_1	3976.25	15
AF2-PD	Q8TD84_PF13927_596_673_fpocket_3	4306.75	14
AF2-PD	Q8TD84_PF13927_689_771_fpocket_6	3549.5	14
AF2-PD	Q8TD86_PF13499_109_173_fpocket_1	4421.62	13
AF2-PD	Q8TD86_PF13499_109_173_fpocket_3	4536.88	11
AF2-PD	Q8TD86_PF13833_49_101_fpocket_2	4248.88	14
AF2-PD	Q8TD86_PF13833_49_101_fpocket_4	4751.25	12
AF2-PD	Q8TD94_PF00096_195_219_fpocket_1	4837.5	11
AF2-PD	Q8TD94_PF00096_195_219_fpocket_2	4654.25	11
AF2-PD	Q8TD94_PF00096_255_277_fpocket_1	5194.38	10
AF2-PD	Q8TDB6_PF13923_560_599_fpocket_1	4377.75	16
AF2-PD	Q8TDB6_PF18102_607_739_fpocket_1	3419.62	17
AF2-PD	Q8TDB6_PF18102_607_739_fpocket_9	3696.62	15
AF2-PD	Q8TDD1_PF00270_120_288_fpocket_6	3368.25	18
AF2-PD	Q8TDD1_PF00271_322_433_fpocket_4	3661.12	18
AF2-PD	Q8TDD1_PF00271_322_433_fpocket_5	3782.38	15
AF2-PD	Q8TDD1_PF08147_714_774_fpocket_5	5757.88	6
AF2-PD	Q8TDE3_PF00074_33_151_fpocket_2	3491.75	13
AF2-PD	Q8TDE3_PF00074_33_151_fpocket_3	4334.0	16
AF2-PD	Q8TDF5_PF00431_172_284_fpocket_1	4078.5	15
AF2-PD	Q8TDF5_PF00431_172_284_fpocket_5	5074.12	9
AF2-PD	Q8TDF5_PF00431_41_152_fpocket_1	3597.25	16
AF2-PD	Q8TDF5_PF00431_41_152_fpocket_2	4436.38	12
AF2-PD	Q8TDF6_PF00130_541_593_fpocket_4	4862.12	11
AF2-PD	Q8TDG4_PF00270_338_508_fpocket_1	3047.38	18
AF2-PD	Q8TDG4_PF00270_338_508_fpocket_11	3747.0	17
AF2-PD	Q8TDG4_PF00271_562_712_fpocket_11	4560.12	11
AF2-PD	Q8TDG4_PF00271_562_712_fpocket_2	3912.25	18
AF2-PD	Q8TDI0_PF00176_703_999_fpocket_12	4801.38	10
AF2-PD	Q8TDI0_PF00176_703_999_fpocket_21	3239.75	18
AF2-PD	Q8TDI0_PF00271_1024_1138_fpocket_4	4773.5	10
AF2-PD	Q8TDI0_PF00385_592_644_fpocket_2	4580.25	13
AF2-PD	Q8TDI0_PF00385_592_644_fpocket_4	4508.62	12
AF2-PD	Q8TDI0_PF00628_345_390_fpocket_2	5621.0	7
AF2-PD	Q8TDI0_PF00628_345_390_fpocket_3	4484.5	12
AF2-PD	Q8TDI0_PF00628_418_463_fpocket_1	3716.12	16
AF2-PD	Q8TDI0_PF06461_1388_1529_fpocket_3	3228.88	20
AF2-PD	Q8TDI0_PF08073_146_200_fpocket_2	3701.0	15
AF2-PD	Q8TDI0_PF08074_1732_1878_fpocket_1	5076.25	11
AF2-PD	Q8TDI7_PF07810_574_689_fpocket_1	2813.25	20
AF2-PD	Q8TDL5_PF02886_285_471_fpocket_10	4450.62	14
AF2-PD	Q8TDL5_PF02886_285_471_fpocket_4	2613.62	20
AF2-PD	Q8TDM5_PF00021_23_97_fpocket_4	5161.62	8
AF2-PD	Q8TDM5_PF00021_23_97_fpocket_5	4233.0	17
AF2-PD	Q8TDM6_PF00625_1771_1907_fpocket_10	4721.0	12
AF2-PD	Q8TDM6_PF00625_1771_1907_fpocket_2	3325.38	17
AF2-PD	Q8TDN1_PF02214_61_160_fpocket_4	4013.5	11
AF2-PD	Q8TDN1_PF02214_61_160_fpocket_5	3903.88	13
AF2-PD	Q8TDN2_PF02214_99_198_fpocket_1	4436.25	12
AF2-PD	Q8TDN2_PF02214_99_198_fpocket_3	4259.38	12
AF2-PD	Q8TDN4_PF00134_485_616_fpocket_1	3598.75	17
AF2-PD	Q8TDN4_PF00134_485_616_fpocket_14	4365.0	12
AF2-PD	Q8TDN6_PF04427_67_242_fpocket_1	2489.0	19
AF2-PD	Q8TDN6_PF04427_67_242_fpocket_3	2833.62	18
AF2-PD	Q8TDQ0_PF07686_21_130_fpocket_1	4000.0	13
AF2-PD	Q8TDQ0_PF07686_21_130_fpocket_3	3782.5	14
AF2-PD	Q8TDQ1_PF07686_23_126_fpocket_1	3618.88	17
AF2-PD	Q8TDQ1_PF07686_23_126_fpocket_3	3901.5	17
AF2-PD	Q8TDQ7_PF01182_7_238_fpocket_1	2216.5	22
AF2-PD	Q8TDQ7_PF01182_7_238_fpocket_2	4079.5	13
AF2-PD	Q8TDR0_PF10243_5_117_fpocket_4	3915.75	14
AF2-PD	Q8TDR0_PF10243_5_117_fpocket_8	3911.12	16
AF2-PD	Q8TDR2_PF00069_202_526_fpocket_8	2254.12	22
AF2-PD	Q8TDW5_PF00168_421_529_fpocket_1	3036.38	18
AF2-PD	Q8TDW5_PF00168_421_529_fpocket_5	3927.75	12
AF2-PD	Q8TDW5_PF00168_587_696_fpocket_2	3547.75	18
AF2-PD	Q8TDW5_PF00168_587_696_fpocket_3	2923.0	19
AF2-PD	Q8TDX5_PF04909_3_330_fpocket_12	2826.75	19
AF2-PD	Q8TDX5_PF04909_3_330_fpocket_2	2427.88	20
AF2-PD	Q8TDX7_PF00069_34_292_fpocket_9	2357.5	19
AF2-PD	Q8TDY2_PF04108_111_547_fpocket_1	3565.88	20
AF2-PD	Q8TDY4_PF00169_303_394_fpocket_4	3771.38	15
AF2-PD	Q8TDY4_PF01412_426_544_fpocket_1	3653.0	13
AF2-PD	Q8TDY4_PF01412_426_544_fpocket_5	4947.75	10
AF2-PD	Q8TDY4_PF16746_32_264_fpocket_19	3801.38	15
AF2-PD	Q8TDY4_PF16746_32_264_fpocket_2	3417.0	15
AF2-PD	Q8TDY8_PF00041_528_613_fpocket_1	4054.38	22
AF2-PD	Q8TDY8_PF00041_528_613_fpocket_3	4337.12	11
AF2-PD	Q8TDY8_PF00041_632_728_fpocket_2	3848.38	17
AF2-PD	Q8TDY8_PF00041_632_728_fpocket_4	5185.75	10
AF2-PD	Q8TDY8_PF00041_849_935_fpocket_1	4050.38	18
AF2-PD	Q8TDY8_PF00041_849_935_fpocket_3	4025.88	15
AF2-PD	Q8TDY8_PF07679_143_230_fpocket_1	3855.38	20
AF2-PD	Q8TDY8_PF07679_143_230_fpocket_3	5122.75	10
AF2-PD	Q8TDY8_PF07679_335_422_fpocket_1	3507.75	17
AF2-PD	Q8TDY8_PF07679_335_422_fpocket_3	4299.0	14
AF2-PD	Q8TDY8_PF13927_245_315_fpocket_1	3699.0	17
AF2-PD	Q8TDY8_PF13927_245_315_fpocket_4	4567.62	14
AF2-PD	Q8TDZ2_PF00307_508_613_fpocket_4	4142.38	15
AF2-PD	Q8TDZ2_PF12130_931_1061_fpocket_5	4974.88	10
AF2-PD	Q8TE12_PF00046_196_252_fpocket_1	4481.5	13
AF2-PD	Q8TE12_PF00046_196_252_fpocket_3	3876.5	15
AF2-PD	Q8TE12_PF00412_35_90_fpocket_2	3818.62	14
AF2-PD	Q8TE12_PF00412_35_90_fpocket_3	4614.12	13
AF2-PD	Q8TE12_PF00412_94_152_fpocket_1	3583.88	16
AF2-PD	Q8TE12_PF00412_94_152_fpocket_2	5373.12	7
AF2-PD	Q8TE23_PF00003_559_811_fpocket_1	2229.75	23
AF2-PD	Q8TE23_PF00003_559_811_fpocket_7	2709.38	19
AF2-PD	Q8TE54_PF01740_493_637_fpocket_2	4938.62	10
AF2-PD	Q8TE54_PF01740_493_637_fpocket_5	4108.12	14
AF2-PD	Q8TE56_PF00090_547_597_fpocket_1	4469.62	16
AF2-PD	Q8TE56_PF01421_337_452_fpocket_2	3826.38	13
AF2-PD	Q8TE56_PF19030_804_861_fpocket_1	4728.12	13
AF2-PD	Q8TE56_PF19030_865_921_fpocket_3	4992.62	11
AF2-PD	Q8TE56_PF19030_925_973_fpocket_2	5141.5	11
AF2-PD	Q8TE56_PF19236_618_699_fpocket_2	4476.88	12
AF2-PD	Q8TE57_PF08686_1190_1220_fpocket_1	4151.38	15
AF2-PD	Q8TE57_PF08686_1190_1220_fpocket_2	4996.0	12
AF2-PD	Q8TE57_PF19030_1055_1114_fpocket_1	4838.38	13
AF2-PD	Q8TE57_PF19030_931_986_fpocket_1	4655.0	13
AF2-PD	Q8TE57_PF19236_636_745_fpocket_2	3806.0	13
AF2-PD	Q8TE57_PF19236_636_745_fpocket_6	4160.88	17
AF2-PD	Q8TE58_PF00090_520_570_fpocket_1	4475.62	15
AF2-PD	Q8TE58_PF00090_520_570_fpocket_2	5111.75	13
AF2-PD	Q8TE58_PF01421_218_427_fpocket_3	3937.25	14
AF2-PD	Q8TE58_PF17771_438_505_fpocket_1	4311.38	13
AF2-PD	Q8TE58_PF17771_438_505_fpocket_2	4472.75	15
AF2-PD	Q8TE58_PF19030_843_894_fpocket_1	5380.38	9
AF2-PD	Q8TE58_PF19030_897_950_fpocket_1	4943.38	13
AF2-PD	Q8TE58_PF19236_579_682_fpocket_3	4553.5	12
AF2-PD	Q8TE58_PF19236_579_682_fpocket_8	4207.38	16
AF2-PD	Q8TE59_PF19030_1040_1088_fpocket_1	4848.75	10
AF2-PD	Q8TE59_PF19030_1091_1143_fpocket_1	4529.0	16
AF2-PD	Q8TE59_PF19030_1091_1143_fpocket_2	4699.5	16
AF2-PD	Q8TE59_PF19030_919_976_fpocket_1	4969.0	11
AF2-PD	Q8TE59_PF19030_919_976_fpocket_2	4898.5	12
AF2-PD	Q8TE59_PF19030_980_1036_fpocket_4	5139.25	11
AF2-PD	Q8TE60_PF01421_294_498_fpocket_11	3319.62	16
AF2-PD	Q8TE60_PF01421_294_498_fpocket_4	3077.88	15
AF2-PD	Q8TE60_PF19030_935_991_fpocket_1	4820.62	12
AF2-PD	Q8TE60_PF19030_935_991_fpocket_2	4792.62	16
AF2-PD	Q8TE60_PF19030_995_1048_fpocket_4	5131.25	10
AF2-PD	Q8TE60_PF19236_646_748_fpocket_1	4123.62	11
AF2-PD	Q8TE60_PF19236_646_748_fpocket_5	4829.25	10
AF2-PD	Q8TE67_PF00018_456_501_fpocket_1	3502.12	16
AF2-PD	Q8TE67_PF00018_456_501_fpocket_6	5419.25	9
AF2-PD	Q8TE67_PF08416_28_157_fpocket_4	2816.38	20
AF2-PD	Q8TE67_PF08416_28_157_fpocket_9	4625.12	11
AF2-PD	Q8TE67_PF18016_520_583_fpocket_1	4263.62	14
AF2-PD	Q8TE68_PF00018_486_529_fpocket_1	3607.75	15
AF2-PD	Q8TE68_PF00018_486_529_fpocket_3	4427.0	11
AF2-PD	Q8TE68_PF08416_35_165_fpocket_3	3961.5	19
AF2-PD	Q8TE68_PF08416_35_165_fpocket_4	3481.62	13
AF2-PD	Q8TE68_PF18016_625_688_fpocket_2	4590.75	16
AF2-PD	Q8TE76_PF07496_425_470_fpocket_1	4251.38	14
AF2-PD	Q8TE76_PF07496_425_470_fpocket_2	5076.62	8
AF2-PD	Q8TE76_PF13589_48_182_fpocket_3	5686.5	8
AF2-PD	Q8TE76_PF13589_48_182_fpocket_8	2230.25	19
AF2-PD	Q8TE77_PF00782_336_466_fpocket_1	3281.88	16
AF2-PD	Q8TE77_PF00782_336_466_fpocket_3	3760.5	18
AF2-PD	Q8TE77_PF08766_270_323_fpocket_1	4338.5	11
AF2-PD	Q8TE96_PF04408_442_551_fpocket_2	2869.88	17
AF2-PD	Q8TE96_PF04408_442_551_fpocket_8	3917.0	13
AF2-PD	Q8TE96_PF07717_591_674_fpocket_2	3973.5	12
AF2-PD	Q8TE96_PF07717_591_674_fpocket_3	4166.0	15
AF2-PD	Q8TEA7_PF00069_32_273_fpocket_10	2761.0	19
AF2-PD	Q8TEA7_PF00069_32_273_fpocket_11	4004.12	11
AF2-PD	Q8TEA7_PF00581_784_883_fpocket_2	3762.25	18
AF2-PD	Q8TEA7_PF00581_784_883_fpocket_4	4064.0	19
AF2-PD	Q8TEB7_PF13639_275_318_fpocket_1	4103.62	17
AF2-PD	Q8TEB7_PF13639_275_318_fpocket_2	4073.75	11
AF2-PD	Q8TEC5_PF00018_193_244_fpocket_1	3465.25	14
AF2-PD	Q8TEC5_PF07653_129_182_fpocket_1	5138.25	9
AF2-PD	Q8TEC5_PF07653_129_182_fpocket_2	5229.12	7
AF2-PD	Q8TEC5_PF13923_11_52_fpocket_1	4699.75	12
AF2-PD	Q8TEC5_PF13923_11_52_fpocket_2	4171.12	13
AF2-PD	Q8TEC5_PF14604_387_437_fpocket_2	3727.62	16
AF2-PD	Q8TEC5_PF14604_387_437_fpocket_3	4591.75	11
AF2-PD	Q8TED9_PF00169_222_316_fpocket_1	4047.62	13
AF2-PD	Q8TED9_PF00169_414_507_fpocket_2	4204.75	11
AF2-PD	Q8TEH3_PF03455_337_388_fpocket_2	4698.88	8
AF2-PD	Q8TEH3_PF03455_337_388_fpocket_3	4583.0	12
AF2-PD	Q8TEH3_PF03456_31_90_fpocket_5	3915.12	17
AF2-PD	Q8TEJ3_PF00018_200_245_fpocket_1	3500.38	17
AF2-PD	Q8TEJ3_PF00018_200_245_fpocket_3	4360.62	17
AF2-PD	Q8TEJ3_PF00018_262_311_fpocket_1	3659.88	15
AF2-PD	Q8TEJ3_PF00018_262_311_fpocket_2	4387.38	13
AF2-PD	Q8TEJ3_PF00097_57_97_fpocket_1	4309.0	13
AF2-PD	Q8TEJ3_PF00097_57_97_fpocket_3	4354.5	14
AF2-PD	Q8TEJ3_PF14604_471_521_fpocket_3	4644.75	11
AF2-PD	Q8TEJ3_PF14604_471_521_fpocket_4	5089.25	7
AF2-PD	Q8TEJ3_PF14604_830_880_fpocket_1	3839.38	16
AF2-PD	Q8TEJ3_PF14604_830_880_fpocket_4	4348.0	13
