Domain (Uniprot_Pfam_Start_End)	Pocket Sets
Q9HC56_PF00028_474_563	AF2-PD
Q9HC56_PF00028_577_666	AF2-PD
Q9HC56_PF00028_687_772	AF2-PD
Q9HC56_PF08266_25_118	AF2-PD
Q9HC62_PF02902_409_588	PDB-PD,AF2-PD
Q9HC78_PF00096_578_600	AF2-PD
Q9HC96_PF01067_342_486	AF2-PD
Q9HC98_PF00069_45_308	AF2-PD
Q9HCB6_PF00090_505_554	AF2-PD
Q9HCB6_PF00090_618_665	AF2-PD
Q9HCB6_PF06468_205_399	PDB-PD,AF2-PD
Q9HCB6_PF19028_669_720	AF2-PD
Q9HCC6_PF00010_35_92	AF2-PD
Q9HCC6_PF07527_109_148	AF2-PD
Q9HCC9_PF01363_812_876	AF2-PD
Q9HCE1_PF13604_498_696	AF2-PD
Q9HCE6_PF00621_320_501	AF2-PD
Q9HCE6_PF19057_525_681	AF2-PD
Q9HCE7_PF00168_13_115	PDB-PD
Q9HCE7_PF00397_308_337	PDB-PD
Q9HCF6_PF16519_1240_1295	AF2-PD
Q9HCG1_PF00096_257_279	AF2-PD
Q9HCG1_PF00096_369_391	AF2-PD
Q9HCG1_PF00096_481_503	AF2-PD
Q9HCG1_PF00096_509_531	AF2-PD
Q9HCG1_PF00096_537_559	AF2-PD
Q9HCG1_PF00096_565_587	AF2-PD
Q9HCG1_PF00096_593_615	AF2-PD
Q9HCG1_PF00096_621_643	AF2-PD
Q9HCG1_PF00096_733_755	AF2-PD
Q9HCG1_PF00096_761_783	AF2-PD
Q9HCH3_PF00168_177_286	AF2-PD
Q9HCH3_PF00168_24_134	AF2-PD
Q9HCH5_PF00168_643_755	AF2-PD
Q9HCH5_PF00168_792_899	AF2-PD
Q9HCI7_PF16682_455_509	AF2-PD
Q9HCI7_PF16685_42_111	PDB-PD,AF2-PD
Q9HCJ0_PF00627_941_975	PDB-PD,AF2-PD
Q9HCJ2_PF07679_354_443	PDB-PD,AF2-PD
Q9HCJ3_PF00076_144_213	AF2-PD
Q9HCJ3_PF00076_233_303	AF2-PD
Q9HCJ3_PF00076_71_134	PDB-PD,AF2-PD
Q9HCJ6_PF08240_68_144	PDB-PD,AF2-PD
Q9HCJ6_PF13602_218_378	PDB-PD,AF2-PD
Q9HCK0_PF00096_326_348	AF2-PD
Q9HCK0_PF00096_354_377	AF2-PD
Q9HCK4_PF00041_523_607	PDB-PD,AF2-PD
Q9HCK4_PF00041_640_724	PDB-PD,AF2-PD
Q9HCK4_PF00041_738_826	PDB-PD,AF2-PD
Q9HCK4_PF07679_133_221	PDB-PD,AF2-PD
Q9HCK4_PF07679_225_310	PDB-PD,AF2-PD
Q9HCK4_PF07679_314_408	PDB-PD,AF2-PD
Q9HCK4_PF07679_418_505	PDB-PD,AF2-PD
Q9HCK4_PF13927_30_114	PDB-PD,AF2-PD
Q9HCK5_PF02170_221_355	PDB-PD,AF2-PD
Q9HCK5_PF08699_166_216	PDB-PD,AF2-PD
Q9HCK5_PF16486_26_156	PDB-PD,AF2-PD
Q9HCK5_PF16487_421_503	PDB-PD,AF2-PD
Q9HCK8_PF00176_814_1101	AF2-PD
Q9HCK8_PF00271_1133_1247	AF2-PD
Q9HCK8_PF00385_724_778	AF2-PD
Q9HCK8_PF07533_2309_2352	AF2-PD
Q9HCL0_PF00028_142_237	PDB-PD,AF2-PD
Q9HCL0_PF00028_251_345	PDB-PD,AF2-PD
Q9HCL0_PF00028_367_456	PDB-PD,AF2-PD
Q9HCL0_PF00028_470_567	AF2-PD
Q9HCL0_PF00028_586_676	AF2-PD
Q9HCL0_PF08266_29_113	PDB-PD,AF2-PD
Q9HCL3_PF00096_172_194	AF2-PD
Q9HCL3_PF00096_200_222	AF2-PD
Q9HCL3_PF00096_228_250	AF2-PD
Q9HCL3_PF00096_256_278	AF2-PD
Q9HCL3_PF00096_284_306	AF2-PD
Q9HCL3_PF00096_340_362	AF2-PD
Q9HCL3_PF00096_368_390	AF2-PD
Q9HCL3_PF00096_452_474	AF2-PD
Q9HCL3_PF00096_508_530	AF2-PD
Q9HCM2_PF01833_1142_1227	AF2-PD
Q9HCM2_PF01833_858_951	AF2-PD
Q9HCM2_PF01833_954_1036	AF2-PD
Q9HCM2_PF17960_564_654	AF2-PD
Q9HCM2_PF18020_708_802	AF2-PD
Q9HCM4_PF00373_125_235	AF2-PD
Q9HCM4_PF09379_47_110	AF2-PD
Q9HCM4_PF09380_239_331	AF2-PD
Q9HCM9_PF00643_102_143	AF2-PD
Q9HCM9_PF15227_29_69	PDB-PD,AF2-PD
Q9HCN4_PF03029_24_264	AF2-PD
Q9HCN6_PF13895_113_202	PDB-PD,AF2-PD
Q9HCN8_PF02815_43_177	AF2-PD
Q9HCP0_PF00069_44_304	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q9HCQ5_PF00652_464_592	AF2-PD
Q9HCR9_PF00233_663_898	AF2-PD
Q9HCR9_PF01590_402_558	AF2-PD
Q9HCS2_PF00067_52_515	AF2-PD
Q9HCS4_PF00505_346_414	AF2-PD
Q9HCS5_PF00373_101_211	AF2-PD
Q9HCS5_PF09379_15_83	AF2-PD
Q9HCS5_PF09380_215_303	AF2-PD
Q9HCT0_PF00167_41_165	AF2-PD
Q9HCU0_PF00059_40_158	AF2-PD
Q9HCU0_PF14670_235_271	AF2-PD
Q9HCX3_PF00096_363_385	AF2-PD
Q9HCX3_PF00096_391_413	AF2-PD
Q9HCX3_PF00096_419_441	AF2-PD
Q9HCX3_PF00096_475_497	AF2-PD
Q9HCY8_PF01023_18_61	PDB-PD,AF2-PD
Q9HCZ1_PF00096_265_287	AF2-PD
Q9HCZ1_PF00096_600_622	AF2-PD
Q9HCZ1_PF00096_628_650	AF2-PD
Q9HCZ1_PF00096_656_678	AF2-PD
Q9HD20_PF00702_527_778	AF2-PD
Q9HD26_PF00595_288_368	PDB-PD,AF2-PD
Q9HD40_PF05889_61_459	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q9HD43_PF00041_119_195	AF2-PD
Q9HD43_PF00041_209_287	AF2-PD
Q9HD43_PF00041_297_377	AF2-PD
Q9HD43_PF00041_30_108	AF2-PD
Q9HD43_PF00041_386_467	AF2-PD
Q9HD43_PF00102_844_1078	AF2-PD
Q9HD47_PF04603_7_145	PDB-PD
Q9HD67_PF00063_65_727	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q9HD67_PF00169_1393_1497	AF2-PD
Q9HD67_PF00373_1793_1958	PDB-PD,AF2-PD
Q9HD67_PF00788_1700_1769	PDB-PD,AF2-PD
Q9HD67_PF18597_7_58	AF2-PD
Q9HD90_PF00010_88_140	AF2-PD
Q9HDB9_PF19317_435_511	AF2-PD
Q9HDC9_PF20067_80_124	AF2-PD
Q9NNX6_PF00059_273_379	PDB-PD,AF2-PD
Q9NNZ3_PF00226_34_96	AF2-PD
Q9NP08_PF00046_204_260	AF2-PD
Q9NP31_PF00017_95_170	AF2-PD
Q9NP56_PF00233_172_403	AF2-PD
Q9NP58_PF00005_606_755	PDB-PD,AF2-PD
Q9NP60_PF00047_249_345	AF2-PD
Q9NP60_PF13895_143_231	AF2-PD
Q9NP61_PF01412_10_124	PDB-PD,AF2-PD
Q9NP64_PF00575_13_86	PDB-PD,AF2-PD
Q9NP66_PF00505_103_171	AF2-PD
Q9NP71_PF00010_650_704	AF2-PD
Q9NP72_PF00071_10_171	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q9NP78_PF00005_522_671	AF2-PD
Q9NP79_PF18097_266_303	AF2-PD
Q9NP81_PF00587_284_468	AF2-PD
Q9NP84_PF12191_1_129	AF2-PD
Q9NP86_PF13499_107_172	AF2-PD
Q9NP86_PF13499_30_94	AF2-PD
Q9NP87_PF10391_238_287	PDB-PD,AF2-PD
Q9NP87_PF14716_153_218	PDB-PD,AF2-PD
Q9NP87_PF14792_290_387	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q9NP90_PF00071_9_174	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q9NP95_PF00167_65_191	PDB-PD,AF2-PD
Q9NP97_PF03259_3_93	PDB-PD,AF2-PD
Q9NP99_PF07686_24_134	PDB-PD,AF2-PD
Q9NPA2_PF00413_114_280	AF2-PD
Q9NPA2_PF01471_25_85	AF2-PD
Q9NPB0_PF10260_105_175	AF2-PD
Q9NPB3_PF00036_82_110	AF2-PD
Q9NPB3_PF13499_155_219	AF2-PD
Q9NPB6_PF00564_15_95	PDB-PD,AF2-PD
Q9NPB6_PF00595_157_247	AF2-PD
Q9NPC3_PF14634_9_53	AF2-PD
Q9NPC7_PF00096_303_324	AF2-PD
Q9NPC7_PF00096_387_409	AF2-PD
Q9NPC7_PF00096_415_437	AF2-PD
Q9NPC7_PF00096_443_465	AF2-PD
Q9NPC7_PF00096_471_493	AF2-PD
Q9NPC7_PF00651_14_118	PDB-PD,AF2-PD
Q9NPC7_PF13912_499_524	AF2-PD
Q9NPC8_PF00046_127_181	AF2-PD
Q9NPC8_PF16878_9_119	AF2-PD
Q9NPD3_PF01138_21_152	PDB-PD
Q9NPD3_PF03725_155_220	PDB-PD,AF2-PD
Q9NPD5_PF07648_460_506	AF2-PD
Q9NPD7_PF15056_31_117	AF2-PD
Q9NPD8_PF00179_6_147	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q9NPF2_PF03567_108_344	AF2-PD
Q9NPF5_PF16282_124_203	PDB-PD,AF2-PD
Q9NPF7_PF16649_28_184	PDB-PD
Q9NPF8_PF00169_133_232	AF2-PD
Q9NPF8_PF00169_256_361	AF2-PD
Q9NPF8_PF01412_8_126	AF2-PD
Q9NPG1_PF01392_28_134	AF2-PD
Q9NPG2_PF00042_25_144	PDB-PD,AF2-PD
Q9NPG4_PF00028_140_235	AF2-PD
Q9NPG4_PF00028_249_343	AF2-PD
Q9NPG4_PF00028_360_451	AF2-PD
Q9NPG4_PF00028_465_556	AF2-PD
Q9NPG4_PF00028_612_694	AF2-PD
Q9NPG4_PF08266_31_114	AF2-PD
Q9NPH3_PF13927_242_336	PDB-PD,AF2-PD
Q9NPH3_PF18452_55_144	PDB-PD,AF2-PD
Q9NPH5_PF08022_306_417	AF2-PD
Q9NPH5_PF08030_423_561	AF2-PD
Q9NPH6_PF00061_26_164	AF2-PD
Q9NPH9_PF00726_6_168	AF2-PD
Q9NPI1_PF00439_140_223	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q9NPI5_PF13238_5_162	AF2-PD
Q9NPI6_PF06058_8_124	PDB-PD,AF2-PD
Q9NPI6_PF16741_539_581	PDB-PD
Q9NPI9_PF01007_37_175	AF2-PD
Q9NPI9_PF17655_182_349	AF2-PD
Q9NPJ3_PF03061_52_129	PDB-PD,AF2-PD
Q9NPJ8_PF02136_17_136	AF2-PD
Q9NPP4_PF00619_1_87	PDB-PD,AF2-PD
Q9NPP4_PF05729_163_316	AF2-PD
Q9NPP4_PF17889_465_579	AF2-PD
Q9NQ03_PF00096_155_177	AF2-PD
Q9NQ11_PF00702_507_788	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q9NQ30_PF00219_28_83	AF2-PD
Q9NQ33_PF00010_94_145	AF2-PD
Q9NQ36_PF00431_809_918	AF2-PD
Q9NQ36_PF07645_364_401	AF2-PD
Q9NQ36_PF12947_49_84	AF2-PD
Q9NQ36_PF14670_327_362	AF2-PD
Q9NQ36_PF14670_407_442	AF2-PD
Q9NQ38_PF00050_161_211	AF2-PD
Q9NQ38_PF00050_225_273	PDB-PD,AF2-PD
Q9NQ38_PF00050_297_348	AF2-PD
Q9NQ38_PF00050_437_487	AF2-PD
Q9NQ38_PF00050_631_684	AF2-PD
Q9NQ38_PF00050_707_758	AF2-PD
Q9NQ38_PF00050_774_826	AF2-PD
Q9NQ38_PF00050_916_962	AF2-PD
Q9NQ38_PF00050_993_1046	PDB-PD,AF2-PD
Q9NQ39_PF03501_3_95	AF2-PD
Q9NQ55_PF04427_36_285	AF2-PD
Q9NQ66_PF08703_1003_1176	AF2-PD
Q9NQ66_PF09279_215_309	AF2-PD
Q9NQ66_PF17787_17_145	AF2-PD
Q9NQ69_PF00046_268_324	PDB-PD,AF2-PD
Q9NQ69_PF00412_133_190	AF2-PD
Q9NQ69_PF00412_71_128	AF2-PD
Q9NQ75_PF08824_435_591	AF2-PD
Q9NQ75_PF12026_596_785	AF2-PD
Q9NQ75_PF14604_18_69	AF2-PD
Q9NQ79_PF07645_559_605	AF2-PD
Q9NQ84_PF00003_43_299	AF2-PD
Q9NQ86_PF00041_426_500	AF2-PD
Q9NQ86_PF00097_33_71	AF2-PD
Q9NQ86_PF00643_207_249	AF2-PD
Q9NQ86_PF18568_359_408	AF2-PD
Q9NQ87_PF00010_44_99	AF2-PD
Q9NQ87_PF07527_116_158	AF2-PD
Q9NQ88_PF00300_6_151	PDB-PD,AF2-PD
Q9NQ94_PF00076_138_203	AF2-PD
Q9NQ94_PF00076_233_297	PDB-PD,AF2-PD
Q9NQ94_PF00076_58_127	AF2-PD
Q9NQ94_PF14709_445_523	AF2-PD
Q9NQB0_PF00505_350_418	AF2-PD
Q9NQC1_PF13832_252_364	AF2-PD
Q9NQC7_PF01302_127_202	PDB-PD,AF2-PD
Q9NQC7_PF01302_472_539	PDB-PD,AF2-PD
Q9NQE7_PF05577_64_494	AF2-PD
Q9NQF3_PF00561_33_190	AF2-PD
Q9NQG5_PF16566_178_324	PDB-PD,AF2-PD
Q9NQG7_PF19031_15_121	AF2-PD
Q9NQG7_PF19033_598_699	AF2-PD
Q9NQH7_PF00557_253_482	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q9NQH7_PF05195_72_203	PDB-PD,AF2-PD
Q9NQI0_PF00270_312_491	AF2-PD
Q9NQI0_PF00271_526_635	AF2-PD
Q9NQL2_PF04670_64_290	AF2-PD
Q9NQM4_PF18201_108_205	AF2-PD
Q9NQS3_PF07686_61_167	PDB-PD,AF2-PD
Q9NQS3_PF08205_173_257	PDB-PD,AF2-PD
Q9NQS7_PF12178_6_41	PDB-PD,AF2-PD
Q9NQT4_PF01138_27_147	PDB-PD,AF2-PD
Q9NQT4_PF03725_150_216	PDB-PD,AF2-PD
Q9NQT5_PF15985_197_245	PDB-PD,AF2-PD
Q9NQT6_PF06268_24_138	AF2-PD
Q9NQT6_PF06268_271_381	AF2-PD
Q9NQT8_PF00225_11_353	PDB-LIG,PDB-PD,AF2-PD
Q9NQT8_PF01302_1703_1767	PDB-PD,AF2-PD
Q9NQU5_PF00069_407_658	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q9NQU5_PF00786_11_66	AF2-PD
Q9NQV6_PF00096_672_695	AF2-PD
Q9NQV7_PF00096_552_574	AF2-PD
Q9NQV7_PF00096_720_742	AF2-PD
Q9NQV7_PF00096_748_770	AF2-PD
Q9NQV7_PF00096_860_882	AF2-PD
Q9NQW6_PF00169_984_1107	PDB-PD,AF2-PD
Q9NQW6_PF08174_800_953	AF2-PD
Q9NQW7_PF00557_328_544	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q9NQW7_PF01321_10_154	PDB-PD,AF2-PD
Q9NQW7_PF16188_555_619	PDB-PD,AF2-PD
Q9NQW7_PF16189_157_326	PDB-PD,AF2-PD
Q9NQW8_PF00027_542_631	PDB-PD,AF2-PD
Q9NQX0_PF00096_557_578	AF2-PD
Q9NQX1_PF12874_376_398	AF2-PD
Q9NQX3_PF00994_18_164	PDB-PD,AF2-PD
Q9NQX3_PF00994_502_645	AF2-PD
Q9NQX3_PF03454_658_733	AF2-PD
Q9NQX4_PF00063_69_741	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q9NQX6_PF00096_243_265	AF2-PD
Q9NQX6_PF00096_383_405	AF2-PD
Q9NQX6_PF00096_411_433	AF2-PD
Q9NQX6_PF00096_439_461	AF2-PD
Q9NQX6_PF13912_159_184	AF2-PD
Q9NQX6_PF13912_327_352	AF2-PD
Q9NQX7_PF04089_138_229	AF2-PD
Q9NQY0_PF03114_10_225	AF2-PD
Q9NQZ2_PF09368_405_478	AF2-PD
Q9NQZ3_PF00076_42_109	AF2-PD
Q9NQZ5_PF01852_125_328	AF2-PD
Q9NQZ8_PF00096_214_236	AF2-PD
Q9NQZ8_PF00096_270_292	AF2-PD
Q9NQZ8_PF00096_354_376	AF2-PD
Q9NQZ8_PF00096_438_460	AF2-PD
Q9NR09_PF00179_4577_4735	PDB-PD
Q9NR11_PF00096_392_414	AF2-PD
Q9NR11_PF00096_420_442	AF2-PD
Q9NR11_PF00096_448_470	AF2-PD
Q9NR12_PF00412_282_337	AF2-PD
Q9NR12_PF00412_341_396	AF2-PD
Q9NR12_PF00412_400_457	AF2-PD
Q9NR12_PF00595_3_82	PDB-PD,AF2-PD
Q9NR16_PF00530_1039_1136	AF2-PD
Q9NR16_PF00530_1146_1243	AF2-PD
Q9NR16_PF00530_1249_1346	AF2-PD
Q9NR16_PF00530_158_255	AF2-PD
Q9NR16_PF00530_265_362	AF2-PD
Q9NR16_PF00530_586_683	AF2-PD
Q9NR16_PF00530_798_895	PDB-PD,AF2-PD
Q9NR16_PF00530_903_1000	AF2-PD
Q9NR19_PF13193_583_661	AF2-PD
Q9NR20_PF00069_104_400	AF2-PD
Q9NR23_PF00019_263_363	AF2-PD
Q9NR28_PF09057_9_239	AF2-PD
Q9NR30_PF00270_210_385	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q9NR30_PF00271_425_532	PDB-PD,AF2-PD
Q9NR30_PF08152_620_715	PDB-PD,AF2-PD
Q9NR31_PF00025_12_197	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q9NR33_PF00808_39_103	AF2-PD
Q9NR45_PF03102_39_278	AF2-PD
Q9NR46_PF14604_342_392	AF2-PD
Q9NR48_PF00439_2453_2538	PDB-PD
Q9NR48_PF17907_2103_2141	PDB-PD
Q9NR56_PF14608_221_239	PDB-PD,AF2-PD
Q9NR56_PF14608_52_71	PDB-PD,AF2-PD
Q9NR61_PF00008_281_320	PDB-PD
Q9NR61_PF00008_444_474	AF2-PD
Q9NR61_PF01414_175_220	PDB-PD,AF2-PD
Q9NR61_PF12661_411_432	AF2-PD
Q9NR63_PF00067_50_490	AF2-PD
Q9NR64_PF00651_202_309	AF2-PD
Q9NR64_PF07707_314_416	AF2-PD
Q9NR71_PF04734_102_608	PDB-PD,AF2-PD
Q9NR71_PF17048_610_777	PDB-PD,AF2-PD
Q9NR80_PF00018_200_245	PDB-PD,AF2-PD
Q9NR80_PF00169_500_604	PDB-PD,AF2-PD
Q9NR80_PF00621_288_466	PDB-PD,AF2-PD
Q9NR81_PF00621_126_302	AF2-PD
Q9NRA0_PF19279_530_644	AF2-PD
Q9NRA1_PF00341_250_337	AF2-PD
Q9NRA1_PF00431_47_160	AF2-PD
Q9NRB3_PF03567_155_406	AF2-PD
Q9NRC9_PF07653_44_108	AF2-PD
Q9NRD0_PF01369_136_313	AF2-PD
Q9NRD1_PF12937_13_60	AF2-PD
Q9NRD5_PF00595_22_102	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q9NRD5_PF06456_117_352	AF2-PD
Q9NRD8_PF00036_823_851	AF2-PD
Q9NRD8_PF03098_35_560	AF2-PD
Q9NRD8_PF08022_1269_1371	AF2-PD
Q9NRD8_PF08030_1377_1531	AF2-PD
Q9NRD9_PF00036_819_847	PDB-PD
Q9NRD9_PF00036_856_883	PDB-PD
Q9NRD9_PF03098_29_557	PDB-PD,AF2-PD
Q9NRD9_PF08022_1272_1374	PDB-PD,AF2-PD
Q9NRD9_PF08030_1380_1534	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q9NRE1_PF00413_98_253	AF2-PD
Q9NRF2_PF00017_527_604	PDB-PD,AF2-PD
Q9NRF2_PF00169_270_376	AF2-PD
Q9NRF2_PF08916_25_81	AF2-PD
Q9NRF8_PF00117_309_546	PDB-PD,AF2-PD
Q9NRF8_PF06418_2_272	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q9NRF9_PF00808_8_73	AF2-PD
Q9NRG0_PF00808_17_80	AF2-PD
Q9NRG1_PF00156_43_203	PDB-LIG,PDB-PD,AF2-PD
Q9NRG4_PF01753_52_90	PDB-PD,AF2-PD
Q9NRH2_PF00069_16_269	PDB-PD
Q9NRH3_PF00091_4_215	AF2-PD
Q9NRH3_PF03953_264_393	AF2-PD
Q9NRJ3_PF00048_28_88	PDB-PD,AF2-PD
Q9NRJ4_PF01167_1333_1540	AF2-PD
Q9NRJ5_PF04926_366_434	AF2-PD
Q9NRJ5_PF04928_21_364	AF2-PD
Q9NRJ7_PF00028_139_233	AF2-PD
Q9NRJ7_PF00028_247_338	AF2-PD
Q9NRJ7_PF00028_353_442	AF2-PD
Q9NRJ7_PF00028_456_552	AF2-PD
Q9NRJ7_PF00028_575_663	AF2-PD
Q9NRJ7_PF08266_30_112	AF2-PD
Q9NRK6_PF00005_510_662	PDB-PD,AF2-PD
Q9NRL2_PF00439_1438_1521	PDB-PD,AF2-PD
Q9NRL2_PF00628_1150_1198	AF2-PD
Q9NRL2_PF10537_23_122	AF2-PD
Q9NRM6_PF16556_23_175	AF2-PD
Q9NRM6_PF16578_176_271	AF2-PD
Q9NRN7_PF01648_125_244	PDB-PD,AF2-PD
Q9NRN9_PF05175_35_170	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q9NRP7_PF00069_4_254	AF2-PD
Q9NRR2_PF00089_38_265	AF2-PD
Q9NRR4_PF00035_1261_1332	PDB-PD,AF2-PD
Q9NRR5_PF00240_15_85	AF2-PD
Q9NRR5_PF00627_558_595	AF2-PD
Q9NRR6_PF03372_304_584	PDB-PD,AF2-PD
Q9NRS4_PF00089_205_429	AF2-PD
Q9NRS4_PF15494_108_200	AF2-PD
Q9NRS6_PF00787_39_125	PDB-PD,AF2-PD
Q9NRS6_PF04212_269_334	AF2-PD
Q9NRU3_PF00571_498_562	AF2-PD
Q9NRW1_PF00071_15_175	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q9NRW4_PF00782_12_141	PDB-PD,AF2-PD
Q9NRY4_PF00071_154_249	PDB-PD,AF2-PD
Q9NRY4_PF00620_1262_1409	PDB-PD,AF2-PD
Q9NRY4_PF16512_261_340	PDB-PD,AF2-PD
Q9NRZ9_PF00176_226_577	AF2-PD
Q9NRZ9_PF00271_599_712	AF2-PD
Q9NS15_PF07645_355_394	AF2-PD
Q9NS15_PF12662_596_619	AF2-PD
Q9NS15_PF12662_806_829	AF2-PD
Q9NS18_PF00462_69_131	PDB-PD,AF2-PD
Q9NS23_PF00788_202_292	AF2-PD
Q9NS23_PF16517_299_338	AF2-PD
Q9NS28_PF00615_86_201	PDB-PD,AF2-PD
Q9NS39_PF00035_126_188	AF2-PD
Q9NS39_PF00035_282_339	AF2-PD
Q9NS40_PF00027_763_848	AF2-PD
Q9NS40_PF13426_29_134	AF2-PD
Q9NS56_PF13920_99_148	AF2-PD
Q9NS61_PF13833_119_171	AF2-PD
Q9NS68_PF00020_34_72	AF2-PD
Q9NS68_PF00020_75_114	AF2-PD
Q9NS71_PF04089_70_163	AF2-PD
Q9NS84_PF00685_101_458	AF2-PD
Q9NS85_PF00194_45_301	AF2-PD
Q9NS87_PF00225_32_363	PDB-LIG,PDB-PD,AF2-PD
Q9NS91_PF13923_24_63	PDB-PD,AF2-PD
Q9NS98_PF00047_586_668	AF2-PD
Q9NSA1_PF00167_45_155	PDB-PD
Q9NSA2_PF02214_42_131	AF2-PD
Q9NSB8_PF00568_1_107	AF2-PD
Q9NSC5_PF00568_1_110	PDB-PD,AF2-PD
Q9NSD4_PF00096_349_371	AF2-PD
Q9NSD4_PF00096_377_399	AF2-PD
Q9NSD9_PF03483_117_279	PDB-PD,AF2-PD
Q9NSD9_PF03484_308_374	PDB-PD,AF2-PD
Q9NSD9_PF17759_377_585	PDB-PD,AF2-PD
Q9NSD9_PF18262_1_90	PDB-PD,AF2-PD
Q9NSE2_PF00017_82_163	AF2-PD
Q9NSE2_PF07525_219_252	AF2-PD
Q9NSE4_PF08264_756_921	AF2-PD
Q9NSI5_PF07679_39_140	AF2-PD
Q9NSI6_PF00439_1166_1252	AF2-PD
Q9NSI6_PF00439_1322_1405	PDB-PD,AF2-PD
Q9NSI8_PF07647_238_303	AF2-PD
Q9NSI8_PF07653_167_222	PDB-PD,AF2-PD
Q9NSJ1_PF00096_100_122	AF2-PD
Q9NSJ1_PF00096_363_384	AF2-PD
Q9NSJ1_PF00096_391_413	AF2-PD
Q9NSN8_PF00595_57_137	AF2-PD
Q9NSQ0_PF12923_1_103	AF2-PD
Q9NSY0_PF00069_56_306	AF2-PD
Q9NSY1_PF00069_51_314	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q9NSY2_PF01852_7_213	PDB-PD,AF2-PD
Q9NT62_PF03987_38_308	AF2-PD
Q9NT99_PF07679_364_453	AF2-PD
Q9NTG1_PF01477_1232_1344	AF2-PD
Q9NTJ3_PF02463_83_1274	AF2-PD
Q9NTJ3_PF06470_612_728	PDB-PD,AF2-PD
Q9NTJ4_PF01074_252_512	AF2-PD
Q9NTJ4_PF07748_689_896	AF2-PD
Q9NTJ4_PF09261_517_614	AF2-PD
Q9NTJ4_PF17677_954_1032	AF2-PD
Q9NTK5_PF06071_305_388	PDB-PD,AF2-PD
Q9NTM9_PF03932_26_227	PDB-PD,AF2-PD
Q9NTQ9_PF00029_2_210	AF2-PD
Q9NTU7_PF00386_72_198	AF2-PD
Q9NTW7_PF00096_175_197	PDB-PD
Q9NTW7_PF00096_231_253	PDB-PD
Q9NTW7_PF00096_330_352	AF2-PD
Q9NTW7_PF00096_358_380	AF2-PD
Q9NTW7_PF00096_386_408	AF2-PD
Q9NTW7_PF13909_203_227	PDB-PD,AF2-PD
Q9NTX5_PF00378_59_292	AF2-PD
Q9NTX7_PF13920_33_80	PDB-PD,AF2-PD
Q9NTZ6_PF00076_432_501	PDB-PD,AF2-PD
Q9NTZ6_PF00076_547_614	PDB-PD,AF2-PD
Q9NTZ6_PF00076_858_928	PDB-PD,AF2-PD
Q9NU39_PF00250_106_192	AF2-PD
Q9NU63_PF00096_175_197	AF2-PD
Q9NUA8_PF00096_836_858	AF2-PD
Q9NUA8_PF00096_921_944	AF2-PD
Q9NUA8_PF00651_14_116	AF2-PD
Q9NUB1_PF13193_564_642	AF2-PD
Q9NUG4_PF16545_403_502	AF2-PD
Q9NUI1_PF13561_33_271	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
Q9NUJ1_PF00561_76_197	AF2-PD
Q9NUK0_PF14608_20_40	AF2-PD
Q9NUK0_PF14608_215_234	AF2-PD
Q9NUK0_PF14608_53_72	AF2-PD
Q9NUL3_PF00035_127_179	AF2-PD
Q9NUL3_PF00035_208_272	AF2-PD
Q9NUL3_PF00035_308_373	AF2-PD
Q9NUL3_PF00035_9_72	AF2-PD
Q9NUL3_PF16482_455_523	AF2-PD
Q9NUL7_PF00270_152_340	AF2-PD
Q9NUL7_PF00271_376_492	AF2-PD
Q9NUP7_PF05253_56_80	AF2-PD
Q9NUP7_PF11722_17_45	AF2-PD
Q9NUP9_PF00595_93_172	AF2-PD
Q9NUP9_PF02828_14_67	AF2-PD
Q9NUQ8_PF00005_193_356	AF2-PD
Q9NUQ8_PF00005_508_639	AF2-PD
Q9NUQ8_PF12848_395_480	AF2-PD
Q9NUQ9_PF07159_18_320	AF2-PD
Q9NUT2_PF00005_490_640	PDB-PD,AF2-PD
Q9NUU7_PF00270_115_283	AF2-PD
Q9NUU7_PF00271_318_433	AF2-PD
Q9NUV7_PF00155_160_520	AF2-PD
Q9NUV9_PF04548_31_241	AF2-PD
