Pocket Set	Pocket	Buriedness
AF2-PD	Q9Y281_PF00241_11_152_fpocket_1	21
AF2-PD	Q9Y281_PF00241_11_152_fpocket_4	19
AF2-PD	Q9Y282_PF13850_7_97_fpocket_3	12
AF2-PD	Q9Y282_PF13850_7_97_fpocket_4	11
AF2-PD	Q9Y285_PF01409_209_488_fpocket_1	22
AF2-PD	Q9Y285_PF01409_209_488_fpocket_4	19
AF2-PD	Q9Y285_PF18552_2_61_fpocket_1	19
AF2-PD	Q9Y285_PF18552_2_61_fpocket_2	8
AF2-PD	Q9Y285_PF18553_75_132_fpocket_1	16
AF2-PD	Q9Y286_PF07686_29_145_fpocket_1	18
AF2-PD	Q9Y286_PF07686_29_145_fpocket_3	10
AF2-PD	Q9Y286_PF13895_258_339_fpocket_5	17
AF2-PD	Q9Y287_PF04089_139_230_fpocket_1	12
AF2-PD	Q9Y287_PF04089_139_230_fpocket_2	15
AF2-PD	Q9Y295_PF02824_292_366_fpocket_2	15
AF2-PD	Q9Y295_PF02824_292_366_fpocket_3	9
AF2-PD	Q9Y297_PF12125_139_177_fpocket_1	13
AF2-PD	Q9Y297_PF12125_139_177_fpocket_2	11
AF2-PD	Q9Y297_PF12937_183_231_fpocket_1	20
AF2-PD	Q9Y297_PF12937_183_231_fpocket_3	16
AF2-PD	Q9Y2A4_PF00096_225_247_fpocket_1	9
AF2-PD	Q9Y2A4_PF00096_225_247_fpocket_2	12
AF2-PD	Q9Y2A4_PF00096_253_275_fpocket_1	9
AF2-PD	Q9Y2A4_PF00096_309_331_fpocket_1	12
AF2-PD	Q9Y2A4_PF00096_421_443_fpocket_1	11
AF2-PD	Q9Y2A4_PF00096_449_471_fpocket_1	12
AF2-PD	Q9Y2C2_PF03567_95_351_fpocket_3	16
AF2-PD	Q9Y2C4_PF01223_58_287_fpocket_1	17
AF2-PD	Q9Y2C4_PF01223_58_287_fpocket_11	15
AF2-PD	Q9Y2C4_PF18026_302_350_fpocket_1	15
AF2-PD	Q9Y2C4_PF18026_302_350_fpocket_3	8
AF2-PD	Q9Y2D0_PF00194_47_296_fpocket_11	25
AF2-PD	Q9Y2D0_PF00194_47_296_fpocket_6	20
AF2-PD	Q9Y2D9_PF00096_357_379_fpocket_1	14
AF2-PD	Q9Y2D9_PF00096_385_407_fpocket_1	9
AF2-PD	Q9Y2D9_PF00096_385_407_fpocket_2	7
AF2-PD	Q9Y2D9_PF00096_441_463_fpocket_1	10
AF2-PD	Q9Y2D9_PF00096_441_463_fpocket_3	8
AF2-PD	Q9Y2E5_PF01074_28_351_fpocket_19	13
AF2-PD	Q9Y2E5_PF01074_28_351_fpocket_6	16
AF2-PD	Q9Y2E5_PF07748_583_800_fpocket_12	16
AF2-PD	Q9Y2E5_PF07748_583_800_fpocket_16	17
AF2-PD	Q9Y2E5_PF09261_356_456_fpocket_1	16
AF2-PD	Q9Y2E5_PF09261_356_456_fpocket_6	12
AF2-PD	Q9Y2E5_PF17677_896_1003_fpocket_8	16
AF2-PD	Q9Y2E6_PF00097_409_467_fpocket_2	13
AF2-PD	Q9Y2E6_PF00097_409_467_fpocket_3	12
AF2-PD	Q9Y2E6_PF18102_475_609_fpocket_3	17
AF2-PD	Q9Y2E6_PF18102_475_609_fpocket_4	16
AF2-PD	Q9Y2F9_PF00651_111_220_fpocket_1	13
AF2-PD	Q9Y2F9_PF00651_111_220_fpocket_5	13
AF2-PD	Q9Y2F9_PF07707_225_332_fpocket_1	14
AF2-PD	Q9Y2F9_PF07707_225_332_fpocket_2	19
AF2-PD	Q9Y2F9_PF08005_376_521_fpocket_6	21
AF2-PD	Q9Y2F9_PF08005_376_521_fpocket_9	12
AF2-PD	Q9Y2G1_PF13884_587_647_fpocket_1	13
AF2-PD	Q9Y2G1_PF13884_587_647_fpocket_2	13
AF2-PD	Q9Y2G1_PF13887_667_702_fpocket_1	10
AF2-PD	Q9Y2G1_PF13888_1016_1150_fpocket_9	18
AF2-PD	Q9Y2G2_PF00619_451_535_fpocket_4	22
AF2-PD	Q9Y2G2_PF00619_451_535_fpocket_7	8
AF2-PD	Q9Y2G7_PF00096_186_208_fpocket_1	11
AF2-PD	Q9Y2G7_PF00096_214_236_fpocket_1	12
AF2-PD	Q9Y2G7_PF00096_326_348_fpocket_1	10
AF2-PD	Q9Y2G7_PF00096_326_348_fpocket_2	8
AF2-PD	Q9Y2G7_PF00096_410_432_fpocket_1	11
AF2-PD	Q9Y2G7_PF00096_438_460_fpocket_1	7
AF2-PD	Q9Y2G7_PF00096_438_460_fpocket_2	11
AF2-PD	Q9Y2G7_PF00096_466_488_fpocket_1	9
AF2-PD	Q9Y2G8_PF00085_144_244_fpocket_5	14
AF2-PD	Q9Y2G8_PF00085_144_244_fpocket_7	19
AF2-PD	Q9Y2G8_PF00226_29_90_fpocket_1	16
AF2-PD	Q9Y2G8_PF00226_29_90_fpocket_2	15
AF2-PD	Q9Y2G9_PF13872_215_505_fpocket_19	13
AF2-PD	Q9Y2G9_PF13872_215_505_fpocket_9	19
AF2-PD	Q9Y2H2_PF12456_590_697_fpocket_5	16
AF2-PD	Q9Y2H5_PF00169_60_158_fpocket_1	13
AF2-PD	Q9Y2H5_PF00169_60_158_fpocket_3	11
AF2-PD	Q9Y2H6_PF00041_267_359_fpocket_1	18
AF2-PD	Q9Y2H6_PF00041_267_359_fpocket_6	16
AF2-PD	Q9Y2H6_PF00041_372_455_fpocket_1	18
AF2-PD	Q9Y2H6_PF00041_372_455_fpocket_2	9
AF2-PD	Q9Y2H6_PF00041_468_552_fpocket_4	16
AF2-PD	Q9Y2H6_PF00041_567_650_fpocket_1	19
AF2-PD	Q9Y2H6_PF00041_567_650_fpocket_2	13
AF2-PD	Q9Y2H6_PF00041_667_747_fpocket_1	14
AF2-PD	Q9Y2H6_PF00041_667_747_fpocket_5	21
AF2-PD	Q9Y2H6_PF00041_760_841_fpocket_1	21
AF2-PD	Q9Y2H6_PF00041_760_841_fpocket_2	17
AF2-PD	Q9Y2H6_PF00041_865_940_fpocket_1	15
AF2-PD	Q9Y2H6_PF00041_865_940_fpocket_7	13
AF2-PD	Q9Y2H8_PF00096_544_566_fpocket_1	10
AF2-PD	Q9Y2H8_PF00096_572_594_fpocket_1	10
AF2-PD	Q9Y2H8_PF00096_628_650_fpocket_1	11
AF2-PD	Q9Y2H8_PF00096_628_650_fpocket_2	7
AF2-PD	Q9Y2H9_PF00069_374_647_fpocket_4	20
AF2-PD	Q9Y2H9_PF17820_1000_1051_fpocket_1	17
AF2-PD	Q9Y2H9_PF17820_1000_1051_fpocket_2	14
AF2-PD	Q9Y2I1_PF00787_36_118_fpocket_5	9
AF2-PD	Q9Y2I1_PF00787_36_118_fpocket_8	16
AF2-PD	Q9Y2I2_PF00053_297_343_fpocket_1	12
AF2-PD	Q9Y2I2_PF00053_297_343_fpocket_5	13
AF2-PD	Q9Y2I2_PF00053_364_417_fpocket_2	9
AF2-PD	Q9Y2I2_PF00053_420_467_fpocket_1	13
AF2-PD	Q9Y2I2_PF00053_420_467_fpocket_2	12
AF2-PD	Q9Y2I2_PF00055_50_295_fpocket_21	17
AF2-PD	Q9Y2I7_PF00610_368_438_fpocket_1	15
AF2-PD	Q9Y2I7_PF00610_368_438_fpocket_3	14
AF2-PD	Q9Y2I7_PF01363_153_219_fpocket_4	11
AF2-PD	Q9Y2J0_PF00168_407_516_fpocket_1	18
AF2-PD	Q9Y2J0_PF00168_407_516_fpocket_3	18
AF2-PD	Q9Y2J0_PF00168_565_671_fpocket_1	15
AF2-PD	Q9Y2J0_PF00168_565_671_fpocket_2	16
AF2-PD	Q9Y2J2_PF00373_191_301_fpocket_1	14
AF2-PD	Q9Y2J2_PF00373_191_301_fpocket_7	12
AF2-PD	Q9Y2J2_PF09379_114_177_fpocket_4	13
AF2-PD	Q9Y2J2_PF09379_114_177_fpocket_6	18
AF2-PD	Q9Y2J2_PF09380_305_395_fpocket_6	11
AF2-PD	Q9Y2J8_PF08526_1_114_fpocket_1	14
AF2-PD	Q9Y2J8_PF08526_1_114_fpocket_6	12
AF2-PD	Q9Y2J8_PF08527_116_274_fpocket_12	20
AF2-PD	Q9Y2J8_PF08527_116_274_fpocket_2	14
AF2-PD	Q9Y2K2_PF00069_66_317_fpocket_18	14
AF2-PD	Q9Y2K2_PF00069_66_317_fpocket_3	21
AF2-PD	Q9Y2K3_PF00063_105_778_fpocket_3	21
AF2-PD	Q9Y2K3_PF02736_49_94_fpocket_3	9
AF2-PD	Q9Y2K5_PF01424_170_228_fpocket_2	14
AF2-PD	Q9Y2K5_PF01424_170_228_fpocket_3	13
AF2-PD	Q9Y2K6_PF02148_30_95_fpocket_2	14
AF2-PD	Q9Y2K6_PF06337_649_780_fpocket_11	9
AF2-PD	Q9Y2K6_PF06337_649_780_fpocket_12	12
AF2-PD	Q9Y2K6_PF06337_815_891_fpocket_1	11
AF2-PD	Q9Y2K6_PF06337_815_891_fpocket_4	13
AF2-PD	Q9Y2K7_PF00646_890_932_fpocket_1	13
AF2-PD	Q9Y2K7_PF02008_563_609_fpocket_1	15
AF2-PD	Q9Y2K7_PF17811_303_359_fpocket_3	11
AF2-PD	Q9Y2K7_PF17811_303_359_fpocket_4	18
AF2-PD	Q9Y2L1_PF13638_66_195_fpocket_2	20
AF2-PD	Q9Y2L1_PF13638_66_195_fpocket_4	21
AF2-PD	Q9Y2L1_PF17215_846_925_fpocket_2	9
AF2-PD	Q9Y2L1_PF17849_370_438_fpocket_1	19
AF2-PD	Q9Y2L1_PF17849_370_438_fpocket_3	12
AF2-PD	Q9Y2L6_PF00373_143_260_fpocket_1	10
AF2-PD	Q9Y2L6_PF00373_143_260_fpocket_6	12
AF2-PD	Q9Y2L6_PF09379_63_125_fpocket_3	9
AF2-PD	Q9Y2L6_PF09379_63_125_fpocket_4	15
AF2-PD	Q9Y2L6_PF09380_264_365_fpocket_5	16
AF2-PD	Q9Y2L6_PF11819_395_529_fpocket_9	10
AF2-PD	Q9Y2L8_PF00096_374_396_fpocket_1	11
AF2-PD	Q9Y2L8_PF00096_402_424_fpocket_1	10
AF2-PD	Q9Y2L8_PF00096_430_452_fpocket_1	11
AF2-PD	Q9Y2L8_PF00096_549_571_fpocket_1	11
AF2-PD	Q9Y2L8_PF00096_577_599_fpocket_1	9
AF2-PD	Q9Y2L8_PF00096_773_795_fpocket_1	9
AF2-PD	Q9Y2L9_PF00307_576_692_fpocket_3	12
AF2-PD	Q9Y2L9_PF00307_576_692_fpocket_7	15
AF2-PD	Q9Y2M0_PF08774_893_1008_fpocket_2	13
AF2-PD	Q9Y2M0_PF08774_893_1008_fpocket_7	19
AF2-PD	Q9Y2M5_PF00651_58_165_fpocket_1	15
AF2-PD	Q9Y2M5_PF00651_58_165_fpocket_8	15
AF2-PD	Q9Y2M5_PF07707_170_272_fpocket_4	12
AF2-PD	Q9Y2M5_PF07707_170_272_fpocket_5	11
AF2-PD	Q9Y2N7_PF00989_89_176_fpocket_1	10
AF2-PD	Q9Y2N7_PF00989_89_176_fpocket_3	11
AF2-PD	Q9Y2N7_PF08447_251_338_fpocket_3	23
AF2-PD	Q9Y2N7_PF08447_251_338_fpocket_4	18
AF2-PD	Q9Y2P0_PF00096_138_160_fpocket_1	9
AF2-PD	Q9Y2P0_PF00096_194_216_fpocket_1	10
AF2-PD	Q9Y2P0_PF00096_222_244_fpocket_1	8
AF2-PD	Q9Y2P0_PF00096_278_300_fpocket_1	10
AF2-PD	Q9Y2P0_PF00096_306_328_fpocket_1	11
AF2-PD	Q9Y2P0_PF00096_334_356_fpocket_1	12
AF2-PD	Q9Y2P0_PF00096_362_384_fpocket_1	12
AF2-PD	Q9Y2P0_PF00096_446_468_fpocket_1	14
AF2-PD	Q9Y2P4_PF13193_495_571_fpocket_4	21
AF2-PD	Q9Y2P4_PF13193_495_571_fpocket_6	12
AF2-PD	Q9Y2P5_PF13193_566_642_fpocket_2	14
AF2-PD	Q9Y2P5_PF13193_566_642_fpocket_3	21
AF2-PD	Q9Y2P7_PF00096_267_289_fpocket_1	7
AF2-PD	Q9Y2P7_PF00096_295_317_fpocket_1	10
AF2-PD	Q9Y2P8_PF01137_8_341_fpocket_6	15
AF2-PD	Q9Y2P8_PF01137_8_341_fpocket_8	14
AF2-PD	Q9Y2P8_PF05189_183_288_fpocket_1	17
AF2-PD	Q9Y2P8_PF05189_183_288_fpocket_2	15
AF2-PD	Q9Y2Q1_PF00096_431_453_fpocket_1	12
AF2-PD	Q9Y2Q1_PF00096_487_509_fpocket_1	11
AF2-PD	Q9Y2Q3_PF01323_7_211_fpocket_1	27
AF2-PD	Q9Y2Q3_PF01323_7_211_fpocket_6	16
AF2-PD	Q9Y2Q5_PF03259_5_95_fpocket_2	21
AF2-PD	Q9Y2Q5_PF03259_5_95_fpocket_5	22
AF2-PD	Q9Y2R2_PF00102_54_288_fpocket_9	13
AF2-PD	Q9Y2R4_PF00270_189_363_fpocket_4	18
AF2-PD	Q9Y2R4_PF00271_398_507_fpocket_5	12
AF2-PD	Q9Y2R4_PF00271_398_507_fpocket_7	15
AF2-PD	Q9Y2R5_PF00366_15_83_fpocket_1	18
AF2-PD	Q9Y2R5_PF00366_15_83_fpocket_7	11
AF2-PD	Q9Y2R9_PF00177_69_234_fpocket_1	19
AF2-PD	Q9Y2R9_PF00177_69_234_fpocket_12	12
AF2-PD	Q9Y2S2_PF00725_192_283_fpocket_2	13
AF2-PD	Q9Y2S2_PF00725_192_283_fpocket_8	13
AF2-PD	Q9Y2S2_PF02737_8_190_fpocket_2	21
AF2-PD	Q9Y2S2_PF02737_8_190_fpocket_3	16
AF2-PD	Q9Y2S7_PF08755_75_207_fpocket_1	12
AF2-PD	Q9Y2S7_PF08755_75_207_fpocket_10	14
AF2-PD	Q9Y2T1_PF00615_81_199_fpocket_4	11
AF2-PD	Q9Y2T1_PF00615_81_199_fpocket_7	15
AF2-PD	Q9Y2T2_PF01217_1_136_fpocket_1	16
AF2-PD	Q9Y2T2_PF01217_1_136_fpocket_4	14
AF2-PD	Q9Y2T3_PF01979_73_447_fpocket_1	29
AF2-PD	Q9Y2T3_PF01979_73_447_fpocket_26	14
AF2-PD	Q9Y2T7_PF00313_94_163_fpocket_1	19
AF2-PD	Q9Y2T7_PF00313_94_163_fpocket_2	11
AF2-PD	Q9Y2U5_PF00069_356_616_fpocket_2	13
AF2-PD	Q9Y2U8_PF03020_8_47_fpocket_2	8
AF2-PD	Q9Y2U8_PF09402_520_750_fpocket_3	11
AF2-PD	Q9Y2V2_PF00313_63_129_fpocket_1	12
AF2-PD	Q9Y2V2_PF00313_63_129_fpocket_6	11
AF2-PD	Q9Y2V3_PF00046_137_193_fpocket_2	14
AF2-PD	Q9Y2V3_PF00046_137_193_fpocket_4	13
AF2-PD	Q9Y2W6_PF00013_126_192_fpocket_1	14
AF2-PD	Q9Y2W6_PF00013_54_117_fpocket_1	17
AF2-PD	Q9Y2W6_PF00013_54_117_fpocket_2	9
AF2-PD	Q9Y2W6_PF00567_302_423_fpocket_1	23
AF2-PD	Q9Y2W6_PF00567_302_423_fpocket_6	14
AF2-PD	Q9Y2W7_PF13499_164_240_fpocket_2	18
AF2-PD	Q9Y2W7_PF13499_164_240_fpocket_3	14
AF2-PD	Q9Y2W7_PF13833_105_158_fpocket_1	16
AF2-PD	Q9Y2X3_PF08156_2_66_fpocket_2	11
AF2-PD	Q9Y2X3_PF08156_2_66_fpocket_6	12
AF2-PD	Q9Y2X7_PF01412_1_120_fpocket_3	12
AF2-PD	Q9Y2X7_PF12205_642_756_fpocket_13	11
AF2-PD	Q9Y2X7_PF12205_642_756_fpocket_7	14
AF2-PD	Q9Y2X8_PF00179_5_142_fpocket_3	13
AF2-PD	Q9Y2X8_PF00179_5_142_fpocket_8	13
AF2-PD	Q9Y2X9_PF00096_289_311_fpocket_1	8
AF2-PD	Q9Y2Y1_PF01096_67_107_fpocket_1	15
AF2-PD	Q9Y2Y1_PF01096_67_107_fpocket_2	9
AF2-PD	Q9Y2Y1_PF02150_2_37_fpocket_1	11
AF2-PD	Q9Y2Y1_PF02150_2_37_fpocket_2	10
AF2-PD	Q9Y2Y4_PF00651_21_113_fpocket_3	21
AF2-PD	Q9Y2Y4_PF00651_21_113_fpocket_5	7
AF2-PD	Q9Y2Y8_PF00059_117_225_fpocket_1	10
AF2-PD	Q9Y2Y8_PF00059_117_225_fpocket_2	13
AF2-PD	Q9Y2Y9_PF00096_227_249_fpocket_1	9
AF2-PD	Q9Y2Z0_PF04969_172_248_fpocket_1	16
AF2-PD	Q9Y2Z0_PF04969_172_248_fpocket_2	13
AF2-PD	Q9Y2Z0_PF05002_285_365_fpocket_1	14
AF2-PD	Q9Y2Z0_PF05002_285_365_fpocket_3	10
AF2-PD	Q9Y2Z2_PF13932_463_683_fpocket_1	10
AF2-PD	Q9Y2Z2_PF13932_463_683_fpocket_4	17
AF2-PD	Q9Y303_PF01979_62_401_fpocket_2	26
AF2-PD	Q9Y303_PF01979_62_401_fpocket_7	19
AF2-PD	Q9Y314_PF15906_4_78_fpocket_1	11
AF2-PD	Q9Y314_PF15906_4_78_fpocket_2	13
AF2-PD	Q9Y315_PF01791_49_299_fpocket_1	18
AF2-PD	Q9Y315_PF01791_49_299_fpocket_2	24
AF2-PD	Q9Y320_PF00085_137_242_fpocket_1	12
AF2-PD	Q9Y320_PF00085_137_242_fpocket_3	15
AF2-PD	Q9Y333_PF01423_5_72_fpocket_1	11
AF2-PD	Q9Y333_PF01423_5_72_fpocket_2	21
AF2-PD	Q9Y336_PF07686_24_140_fpocket_1	19
AF2-PD	Q9Y337_PF00089_67_285_fpocket_2	24
AF2-PD	Q9Y337_PF00089_67_285_fpocket_4	22
AF2-PD	Q9Y342_PF01284_32_160_fpocket_1	21
AF2-PD	Q9Y342_PF01284_32_160_fpocket_4	12
AF2-PD	Q9Y343_PF00787_25_103_fpocket_2	18
AF2-PD	Q9Y343_PF00787_25_103_fpocket_7	13
AF2-PD	Q9Y365_PF01852_28_226_fpocket_19	18
AF2-PD	Q9Y371_PF03114_9_254_fpocket_12	19
AF2-PD	Q9Y371_PF03114_9_254_fpocket_15	18
AF2-PD	Q9Y371_PF14604_312_362_fpocket_1	15
AF2-PD	Q9Y371_PF14604_312_362_fpocket_2	13
AF2-PD	Q9Y385_PF00179_14_129_fpocket_1	16
AF2-PD	Q9Y385_PF00179_14_129_fpocket_3	13
AF2-PD	Q9Y388_PF00076_38_108_fpocket_1	14
AF2-PD	Q9Y388_PF00076_38_108_fpocket_3	12
AF2-PD	Q9Y394_PF00106_51_250_fpocket_1	25
AF2-PD	Q9Y394_PF00106_51_250_fpocket_4	20
AF2-PD	Q9Y3A4_PF12923_160_280_fpocket_9	10
AF2-PD	Q9Y3A4_PF17799_20_107_fpocket_5	19
AF2-PD	Q9Y3A4_PF17799_20_107_fpocket_7	15
AF2-PD	Q9Y3A5_PF09377_109_170_fpocket_2	15
AF2-PD	Q9Y3A5_PF09377_109_170_fpocket_4	13
AF2-PD	Q9Y3A6_PF01105_35_222_fpocket_10	10
AF2-PD	Q9Y3A6_PF01105_35_222_fpocket_2	14
AF2-PD	Q9Y3B2_PF10447_89_135_fpocket_2	9
AF2-PD	Q9Y3B2_PF10447_89_135_fpocket_4	12
AF2-PD	Q9Y3B2_PF14382_7_44_fpocket_1	11
AF2-PD	Q9Y3B2_PF14382_7_44_fpocket_2	19
AF2-PD	Q9Y3B3_PF01105_36_213_fpocket_14	10
AF2-PD	Q9Y3B3_PF01105_36_213_fpocket_2	12
AF2-PD	Q9Y3B4_PF00076_21_88_fpocket_1	21
AF2-PD	Q9Y3B4_PF00076_21_88_fpocket_2	15
AF2-PD	Q9Y3B7_PF00298_83_155_fpocket_1	18
AF2-PD	Q9Y3B7_PF00298_83_155_fpocket_3	9
AF2-PD	Q9Y3B7_PF03946_20_78_fpocket_1	18
AF2-PD	Q9Y3B7_PF03946_20_78_fpocket_5	9
AF2-PD	Q9Y3C4_PF08617_20_173_fpocket_1	23
AF2-PD	Q9Y3C4_PF08617_20_173_fpocket_3	16
AF2-PD	Q9Y3C5_PF13639_97_140_fpocket_1	16
AF2-PD	Q9Y3C5_PF13639_97_140_fpocket_2	13
AF2-PD	Q9Y3C6_PF00160_13_163_fpocket_1	20
AF2-PD	Q9Y3C6_PF00160_13_163_fpocket_6	20
AF2-PD	Q9Y3C8_PF08694_6_160_fpocket_11	17
AF2-PD	Q9Y3C8_PF08694_6_160_fpocket_13	20
AF2-PD	Q9Y3D0_PF01883_43_121_fpocket_1	13
AF2-PD	Q9Y3D0_PF01883_43_121_fpocket_3	13
AF2-PD	Q9Y3D8_PF13238_6_126_fpocket_2	16
AF2-PD	Q9Y3D8_PF13238_6_126_fpocket_5	17
AF2-PD	Q9Y3E1_PF00855_12_93_fpocket_1	17
AF2-PD	Q9Y3E1_PF00855_12_93_fpocket_5	14
AF2-PD	Q9Y3L3_PF00620_290_436_fpocket_1	12
AF2-PD	Q9Y3L3_PF00620_290_436_fpocket_2	19
AF2-PD	Q9Y3L3_PF03114_2_254_fpocket_16	21
AF2-PD	Q9Y3L5_PF00071_5_166_fpocket_1	21
AF2-PD	Q9Y3L5_PF00071_5_166_fpocket_5	16
AF2-PD	Q9Y3M8_PF00620_677_822_fpocket_1	19
AF2-PD	Q9Y3M8_PF00620_677_822_fpocket_4	16
AF2-PD	Q9Y3M8_PF01852_908_1103_fpocket_3	22
AF2-PD	Q9Y3M8_PF01852_908_1103_fpocket_8	15
AF2-PD	Q9Y3M8_PF07647_59_120_fpocket_1	14
AF2-PD	Q9Y3M9_PF00096_320_342_fpocket_1	10
AF2-PD	Q9Y3M9_PF00096_460_482_fpocket_1	8
AF2-PD	Q9Y3M9_PF00096_516_538_fpocket_1	8
AF2-PD	Q9Y3P4_PF00627_324_359_fpocket_1	12
AF2-PD	Q9Y3P9_PF00640_151_274_fpocket_1	17
AF2-PD	Q9Y3P9_PF00640_151_274_fpocket_8	16
AF2-PD	Q9Y3Q0_PF04253_617_737_fpocket_14	18
AF2-PD	Q9Y3Q0_PF04253_617_737_fpocket_6	19
AF2-PD	Q9Y3Q3_PF01105_28_206_fpocket_10	16
AF2-PD	Q9Y3Q3_PF01105_28_206_fpocket_5	11
AF2-PD	Q9Y3Q4_PF00027_613_696_fpocket_1	22
AF2-PD	Q9Y3Q4_PF00027_613_696_fpocket_3	9
AF2-PD	Q9Y3Q7_PF00200_399_474_fpocket_1	13
AF2-PD	Q9Y3Q7_PF00200_399_474_fpocket_2	16
AF2-PD	Q9Y3Q7_PF01421_184_381_fpocket_10	17
AF2-PD	Q9Y3R0_PF00595_1004_1083_fpocket_1	15
AF2-PD	Q9Y3R0_PF00595_152_235_fpocket_3	13
AF2-PD	Q9Y3R0_PF00595_152_235_fpocket_8	14
AF2-PD	Q9Y3R0_PF00595_252_333_fpocket_2	12
AF2-PD	Q9Y3R0_PF00595_252_333_fpocket_3	19
AF2-PD	Q9Y3R0_PF00595_53_133_fpocket_1	18
AF2-PD	Q9Y3R0_PF00595_53_133_fpocket_6	14
AF2-PD	Q9Y3R0_PF00595_573_655_fpocket_4	11
AF2-PD	Q9Y3R0_PF17820_502_558_fpocket_3	16
AF2-PD	Q9Y3S1_PF12202_474_537_fpocket_1	15
AF2-PD	Q9Y3S1_PF12202_474_537_fpocket_2	14
AF2-PD	Q9Y3T6_PF01424_17_79_fpocket_1	6
AF2-PD	Q9Y3T6_PF01424_17_79_fpocket_2	14
AF2-PD	Q9Y3V2_PF05773_3_111_fpocket_2	12
AF2-PD	Q9Y3Y4_PF00628_342_398_fpocket_2	16
AF2-PD	Q9Y3Y4_PF00628_342_398_fpocket_3	15
AF2-PD	Q9Y3Z3_PF07647_42_108_fpocket_1	13
AF2-PD	Q9Y3Z3_PF07647_42_108_fpocket_3	13
AF2-PD	Q9Y426_PF00168_234_364_fpocket_7	18
AF2-PD	Q9Y426_PF18696_77_227_fpocket_2	12
AF2-PD	Q9Y426_PF18696_77_227_fpocket_8	14
AF2-PD	Q9Y450_PF00009_258_485_fpocket_1	23
AF2-PD	Q9Y450_PF00009_258_485_fpocket_5	15
AF2-PD	Q9Y450_PF03143_574_683_fpocket_2	14
AF2-PD	Q9Y450_PF03143_574_683_fpocket_8	13
AF2-PD	Q9Y450_PF03144_502_569_fpocket_2	13
AF2-PD	Q9Y450_PF03144_502_569_fpocket_4	22
AF2-PD	Q9Y458_PF00907_94_283_fpocket_1	14
AF2-PD	Q9Y458_PF00907_94_283_fpocket_12	14
AF2-PD	Q9Y462_PF00096_383_405_fpocket_1	9
AF2-PD	Q9Y462_PF00096_619_641_fpocket_1	15
AF2-PD	Q9Y462_PF00096_704_727_fpocket_2	7
AF2-PD	Q9Y463_PF00069_111_431_fpocket_1	20
AF2-PD	Q9Y463_PF00069_111_431_fpocket_6	22
AF2-PD	Q9Y466_PF00104_173_367_fpocket_2	17
AF2-PD	Q9Y466_PF00104_173_367_fpocket_8	16
AF2-PD	Q9Y466_PF00105_14_85_fpocket_1	10
AF2-PD	Q9Y466_PF00105_14_85_fpocket_3	12
AF2-PD	Q9Y467_PF00096_401_423_fpocket_1	11
AF2-PD	Q9Y468_PF02820_310_378_fpocket_1	15
AF2-PD	Q9Y468_PF02820_310_378_fpocket_2	12
AF2-PD	Q9Y468_PF02820_417_485_fpocket_1	20
AF2-PD	Q9Y468_PF02820_417_485_fpocket_2	10
AF2-PD	Q9Y468_PF02820_521_589_fpocket_1	14
AF2-PD	Q9Y471_PF13483_34_177_fpocket_2	13
AF2-PD	Q9Y471_PF13483_34_177_fpocket_8	18
AF2-PD	Q9Y473_PF00096_559_581_fpocket_1	11
AF2-PD	Q9Y473_PF00096_559_581_fpocket_2	9
AF2-PD	Q9Y473_PF00096_643_665_fpocket_1	10
AF2-PD	Q9Y483_PF00628_104_157_fpocket_1	14
AF2-PD	Q9Y483_PF00628_104_157_fpocket_2	14
AF2-PD	Q9Y483_PF14061_544_591_fpocket_3	14
AF2-PD	Q9Y483_PF18104_49_84_fpocket_1	16
AF2-PD	Q9Y483_PF18104_49_84_fpocket_2	10
AF2-PD	Q9Y490_PF00373_201_313_fpocket_1	14
AF2-PD	Q9Y490_PF00373_201_313_fpocket_2	11
AF2-PD	Q9Y490_PF08913_1849_1973_fpocket_6	12
AF2-PD	Q9Y490_PF09141_491_652_fpocket_14	18
AF2-PD	Q9Y490_PF16511_4_83_fpocket_4	14
AF2-PD	Q9Y496_PF00225_20_345_fpocket_1	15
AF2-PD	Q9Y4A0_PF03221_76_139_fpocket_1	12
AF2-PD	Q9Y4A0_PF04218_4_55_fpocket_1	16
AF2-PD	Q9Y4A0_PF04218_4_55_fpocket_3	16
AF2-PD	Q9Y4B4_PF00176_257_626_fpocket_23	19
AF2-PD	Q9Y4B4_PF00271_721_854_fpocket_2	8
AF2-PD	Q9Y4C0_PF00008_647_678_fpocket_1	12
AF2-PD	Q9Y4C0_PF00008_647_678_fpocket_2	9
AF2-PD	Q9Y4C0_PF02210_1122_1241_fpocket_1	17
AF2-PD	Q9Y4C0_PF02210_1122_1241_fpocket_3	19
AF2-PD	Q9Y4C0_PF02210_287_413_fpocket_8	15
AF2-PD	Q9Y4C0_PF02210_287_413_fpocket_9	16
AF2-PD	Q9Y4C0_PF02210_475_619_fpocket_5	22
AF2-PD	Q9Y4C0_PF02210_55_184_fpocket_4	19
AF2-PD	Q9Y4C0_PF02210_55_184_fpocket_5	12
AF2-PD	Q9Y4C0_PF02210_713_843_fpocket_10	18
AF2-PD	Q9Y4C0_PF02210_713_843_fpocket_8	9
AF2-PD	Q9Y4C0_PF02210_899_1027_fpocket_2	19
AF2-PD	Q9Y4C0_PF02210_899_1027_fpocket_4	9
