,strategy,pocket,PocketVec distance
43827,AF2-PD,Q9P218_PF00041_378_457_fpocket_2,0.2617
43828,AF2-PD,P18564_PF07974_544_574_fpocket_1,0.2618
43829,PDB-PD,P23458_PF07714_875_1149_fpocket_4,0.2618
43830,PDB-PD,Q9NZK7_PF00068_21_128_fpocket_1,0.2618
43831,AF2-PD,Q15835_PF00069_190_455_fpocket_13,0.2618
43832,AF2-PD,Q9NSJ1_PF00096_391_413_fpocket_2,0.2618
43833,PDB-PD,Q07837_PF00128_140_492_fpocket_18,0.2618
43834,AF2-PD,O00444_PF18190_591_697_fpocket_2,0.2618
43835,AF2-LIG,P34947_PF00069_186_448_pocket_0,0.2618
43836,AF2-PD,Q9P0J6_PF00444_66_103_fpocket_2,0.2618
43837,AF2-PD,O75936_PF02668_107_366_fpocket_1,0.2618
43838,PDB-PD,Q03393_PF01242_13_145_fpocket_8,0.2618
43839,PDB-LIG,O60547_PF16363_27_358_pocket_0,0.2618
43840,AF2-PD,P61328_PF00167_73_199_fpocket_3,0.2618
43841,AF2-PD,Q9UM44_PF07686_226_336_fpocket_1,0.2618
43842,AF2-PD,Q9Y6J8_PF00581_9_137_fpocket_1,0.2618
43843,PDB-PD,P19878_PF00018_246_291_fpocket_1,0.2618
43844,PDB-PD,P22455_PF07679_154_241_fpocket_2,0.2618
43845,AF2-PD,Q6NYC1_PF02373_174_288_fpocket_1,0.2618
43846,AF2-PD,O43157_PF17960_540_627_fpocket_2,0.2618
43847,PDB-LIG,O95819_PF00069_25_289_pocket_0,0.2618
43848,AF2-PD,A1L167_PF00179_1_149_fpocket_6,0.2618
43849,PDB-LIG,O60547_PF16363_27_358_pocket_1,0.2618
43850,AF2-PD,Q9UHG3_PF13450_39_106_fpocket_1,0.2618
43851,PDB-PD,P08174_PF00084_225_283_fpocket_1,0.2618
43852,AF2-LIG,Q7L523_PF04670_9_235_pocket_0,0.2618
43853,AF2-PD,Q7Z5R6_PF00169_311_419_fpocket_7,0.2618
43854,AF2-PD,P32418_PF03160_527_627_fpocket_2,0.2618
43855,AF2-PD,P0DPF4_PF07686_24_110_fpocket_1,0.2618
43856,AF2-PD,Q16363_PF02210_1676_1801_fpocket_7,0.2618
43857,AF2-PD,Q86TM3_PF00271_452_562_fpocket_2,0.2618
43858,AF2-PD,Q14183_PF00168_104_213_fpocket_2,0.2618
43859,AF2-PD,Q9UMY4_PF00787_58_149_fpocket_2,0.2618
43860,PDB-PD,P51659_PF00106_10_212_fpocket_1,0.2618
43861,AF2-PD,Q9Y5G5_PF00028_578_665_fpocket_2,0.2618
43862,AF2-PD,Q9H8Y8_PF04495_71_205_fpocket_11,0.2618
43863,PDB-PD,P0C0L5_PF07703_473_611_fpocket_3,0.2618
43864,AF2-PD,P14222_PF00168_415_508_fpocket_4,0.2618
43865,AF2-PD,Q13643_PF00412_162_217_fpocket_2,0.2618
43866,AF2-PD,P28072_PF00227_31_213_fpocket_14,0.2618
43867,PDB-PD,O60911_PF00112_114_333_fpocket_2,0.2618
43868,AF2-LIG,P00749_PF00089_179_419_pocket_1,0.2618
43869,PDB-PD,Q13572_PF17927_9_100_fpocket_3,0.2618
43870,AF2-PD,Q8N143_PF00096_356_378_fpocket_1,0.2619
43871,PDB-PD,P78417_PF14497_124_219_fpocket_1,0.2619
43872,PDB-PD,P60763_PF00071_5_178_fpocket_2,0.2619
43873,AF2-PD,P23434_PF01597_51_171_fpocket_3,0.2619
43874,PDB-PD,P21333_PF00630_573_660_fpocket_2,0.2619
43875,AF2-PD,Q86VF2_PF00041_846_931_fpocket_2,0.2619
43876,AF2-PD,Q8NCW0_PF01822_124_205_fpocket_4,0.2619
43877,AF2-LIG,Q9ULI0_PF00439_967_1049_pocket_0,0.2619
43878,AF2-PD,P27986_PF16454_431_599_fpocket_9,0.2619
43879,AF2-PD,Q9UHC7_PF18044_88_109_fpocket_3,0.2619
43880,AF2-PD,Q8N6N6_PF14542_29_110_fpocket_2,0.2619
43881,PDB-LIG,O75628_PF00071_82_245_pocket_0,0.2619
43882,PDB-PD,P33991_PF14551_163_264_fpocket_8,0.2619
43883,PDB-PD,P59095_PF01852_6_210_fpocket_13,0.2619
43884,AF2-PD,G9CGD6_PF00595_211_290_fpocket_1,0.2619
43885,AF2-PD,Q9HBI6_PF00067_52_515_fpocket_1,0.2619
43886,AF2-PD,P35670_PF00403_61_122_fpocket_1,0.2619
43887,AF2-PD,O95967_PF12662_183_206_fpocket_1,0.2619
43888,AF2-PD,Q4VXU2_PF00076_13_83_fpocket_3,0.2619
43889,AF2-PD,Q9NY47_PF00092_291_464_fpocket_3,0.2619
43890,AF2-PD,P23771_PF00320_317_351_fpocket_2,0.2619
43891,PDB-PD,P43631_PF00047_132_213_fpocket_3,0.2619
43892,PDB-PD,Q9P126_PF00059_119_218_fpocket_2,0.2619
43893,PDB-PD,P23396_PF07650_20_96_fpocket_1,0.2619
43894,PDB-PD,Q9UK17_PF02214_42_131_fpocket_3,0.2619
43895,AF2-PD,P05165_PF18140_525_653_fpocket_7,0.2619
43896,AF2-PD,Q13813_PF00435_573_676_fpocket_2,0.2619
43897,PDB-LIG,P16871_PF00041_130_218_pocket_0,0.2619
43898,AF2-PD,P10073_PF00096_268_290_fpocket_1,0.2619
43899,PDB-LIG,P02774_PF00273_27_199_pocket_0,0.2619
43900,AF2-PD,Q9Y2E5_PF01074_28_351_fpocket_6,0.2619
43901,AF2-PD,Q9UMY1_PF08157_172_234_fpocket_1,0.2619
43902,PDB-PD,Q9NWM8_PF13499_138_207_fpocket_4,0.2619
43903,AF2-PD,Q8IZ41_PF00071_543_710_fpocket_1,0.2619
43904,AF2-PD,Q16478_PF10613_415_529_fpocket_3,0.2619
43905,PDB-PD,Q9NZN5_PF00621_791_975_fpocket_12,0.2619
43906,PDB-PD,P26641_PF02798_2_81_fpocket_2,0.2619
43907,AF2-LIG,P14061_PF00106_4_201_pocket_0,0.2619
43908,AF2-PD,Q92831_PF06466_74_326_fpocket_3,0.2619
43909,PDB-PD,Q9BZB8_PF16366_502_559_fpocket_1,0.2619
43910,AF2-PD,O43307_PF00018_14_59_fpocket_1,0.2619
43911,AF2-PD,Q5JRX3_PF05193_767_959_fpocket_20,0.2619
43912,AF2-PD,P01772_PF07686_27_117_fpocket_2,0.2619
43913,AF2-PD,Q9Y4C8_PF00076_589_653_fpocket_3,0.2619
43914,PDB-PD,P35557_PF00349_15_215_fpocket_16,0.2619
43915,AF2-PD,Q13237_PF00027_186_269_fpocket_3,0.2619
43916,PDB-PD,Q13255_PF00003_586_834_fpocket_1,0.2619
43917,AF2-PD,Q13064_PF14608_244_263_fpocket_1,0.2619
43918,AF2-LIG,Q16696_PF00067_34_491_pocket_1,0.2619
43919,AF2-PD,Q9ULB1_PF02210_746_877_fpocket_1,0.2619
43920,AF2-PD,P09619_PF13927_213_295_fpocket_1,0.2619
43921,AF2-PD,Q13201_PF00008_1045_1075_fpocket_1,0.2619
43922,AF2-PD,Q9NZC9_PF00271_712_822_fpocket_7,0.2619
43923,AF2-PD,Q02318_PF00067_61_526_fpocket_29,0.2619
43924,AF2-PD,Q9NQ38_PF00050_161_211_fpocket_1,0.262
43925,AF2-PD,Q9BWD1_PF00108_8_267_fpocket_3,0.262
43926,PDB-PD,P08572_PF01413_1598_1710_fpocket_5,0.262
43927,PDB-PD,Q14155_PF07653_188_241_fpocket_1,0.262
43928,PDB-PD,Q15047_PF18359_258_309_fpocket_1,0.262
43929,AF2-PD,Q16654_PF02518_243_368_fpocket_6,0.262
43930,AF2-PD,Q8WZ60_PF00651_62_169_fpocket_6,0.262
43931,AF2-PD,Q9NV35_PF00293_11_144_fpocket_1,0.262
43932,PDB-PD,Q15029_PF14492_584_656_fpocket_1,0.262
43933,PDB-PD,Q15910_PF18264_559_590_fpocket_2,0.262
43934,AF2-PD,Q8IVV2_PF01477_1812_1928_fpocket_2,0.262
43935,AF2-PD,P07949_PF07714_724_1005_fpocket_14,0.262
43936,PDB-PD,Q9BYX2_PF00169_46_140_fpocket_2,0.262
43937,AF2-PD,B5MD39_PF01019_1_220_fpocket_6,0.262
43938,PDB-LIG,P04818_PF00303_31_313_pocket_0,0.262
43939,AF2-PD,O60504_PF00018_460_507_fpocket_1,0.262
43940,AF2-PD,P04179_PF02777_113_216_fpocket_5,0.262
43941,AF2-PD,Q92520_PF15711_102_190_fpocket_2,0.262
43942,AF2-PD,A0A0A0MS14_PF07686_25_117_fpocket_1,0.262
43943,PDB-PD,Q12860_PF07679_242_327_fpocket_3,0.262
43944,AF2-PD,Q13231_PF00704_23_363_fpocket_18,0.262
43945,PDB-PD,P22102_PF02769_606_777_fpocket_1,0.262
43946,AF2-PD,P0DJD0_PF00638_1330_1451_fpocket_1,0.262
43947,AF2-PD,Q9UNY5_PF00096_304_326_fpocket_1,0.262
43948,AF2-PD,Q2VWP7_PF07679_327_412_fpocket_1,0.262
43949,AF2-PD,Q9BTF0_PF01170_272_433_fpocket_5,0.262
43950,AF2-PD,Q01082_PF00435_422_526_fpocket_4,0.262
43951,PDB-PD,Q15326_PF00855_281_357_fpocket_4,0.262
43952,AF2-PD,P29350_PF00017_4_79_fpocket_1,0.262
43953,AF2-PD,Q12901_PF00096_176_198_fpocket_1,0.262
43954,PDB-PD,Q14315_PF00630_1773_1851_fpocket_2,0.262
43955,AF2-PD,O14641_PF00595_267_352_fpocket_1,0.262
43956,AF2-PD,Q9Y4E8_PF14836_135_222_fpocket_2,0.262
43957,AF2-PD,Q9GZL7_PF08154_4_70_fpocket_4,0.262
43958,AF2-PD,P11274_PF00621_502_689_fpocket_1,0.262
43959,PDB-PD,O14508_PF00017_48_129_fpocket_2,0.262
43960,PDB-PD,P04233_PF08831_136_204_fpocket_2,0.262
43961,AF2-PD,Q9Y6U3_PF00626_26_108_fpocket_2,0.262
43962,AF2-PD,P63133_PF00078_76_245_fpocket_7,0.262
43963,PDB-PD,P17980_PF16450_90_165_fpocket_4,0.262
43964,AF2-PD,P10915_PF00193_159_253_fpocket_1,0.262
43965,PDB-PD,Q9NRS6_PF00787_39_125_fpocket_3,0.262
43966,PDB-LIG,P54753_PF07714_633_892_pocket_0,0.2621
43967,AF2-PD,Q9BXD5_PF00701_7_303_fpocket_2,0.2621
43968,PDB-PD,Q9NV23_PF00975_27_256_fpocket_16,0.2621
43969,AF2-PD,Q6ZN57_PF00096_298_320_fpocket_2,0.2621
43970,PDB-PD,P04439_PF00129_25_203_fpocket_2,0.2621
43971,AF2-PD,Q460N3_PF01661_107_223_fpocket_1,0.2621
43972,AF2-PD,P62993_PF00018_162_207_fpocket_1,0.2621
43973,PDB-PD,O75140_PF00610_1190_1260_fpocket_1,0.2621
43974,PDB-PD,Q9NP58_PF00005_606_755_fpocket_10,0.2621
43975,AF2-PD,A8MQ14_PF00096_673_695_fpocket_1,0.2621
43976,AF2-PD,Q8WY36_PF00505_80_148_fpocket_5,0.2621
43977,PDB-PD,Q15562_PF17725_226_444_fpocket_13,0.2621
43978,AF2-PD,P0DP03_PF07686_27_117_fpocket_1,0.2621
43979,AF2-PD,O00533_PF07679_423_511_fpocket_2,0.2621
43980,AF2-PD,A0A0B4J271_PF07686_28_114_fpocket_1,0.2621
43981,AF2-PD,Q9NR20_PF00069_104_400_fpocket_1,0.2621
43982,PDB-LIG,P51857_PF00248_20_304_pocket_1,0.2621
43983,AF2-PD,P52333_PF18377_126_245_fpocket_2,0.2621
43984,AF2-PD,P49802_PF00615_333_447_fpocket_2,0.2621
43985,AF2-PD,Q9H4L7_PF00271_854_967_fpocket_6,0.2621
43986,AF2-PD,Q9UL12_PF01571_488_798_fpocket_4,0.2621
43987,AF2-PD,O94856_PF13927_337_412_fpocket_1,0.2621
43988,PDB-PD,Q9NZ52_PF00790_3_142_fpocket_4,0.2621
43989,AF2-PD,Q6UWM7_PF00232_33_503_fpocket_26,0.2621
43990,PDB-PD,Q12794_PF01630_25_355_fpocket_3,0.2621
43991,AF2-PD,Q6ZS86_PF00370_20_282_fpocket_7,0.2621
43992,AF2-PD,Q92886_PF00010_93_145_fpocket_1,0.2621
43993,AF2-PD,Q9Y239_PF00619_20_104_fpocket_1,0.2621
43994,PDB-LIG,Q86YV6_PF00069_106_361_pocket_0,0.2621
43995,AF2-PD,Q99952_PF00102_56_290_fpocket_4,0.2621
43996,AF2-PD,P43250_PF00615_52_170_fpocket_1,0.2621
43997,PDB-PD,O14966_PF00071_9_175_fpocket_12,0.2621
43998,PDB-PD,P54687_PF01063_93_343_fpocket_6,0.2621
43999,AF2-PD,P35558_PF17297_29_256_fpocket_13,0.2621
44000,AF2-LIG,Q9UIJ7_PF00406_12_192_pocket_0,0.2621
44001,PDB-PD,Q96JA3_PF08718_330_472_fpocket_5,0.2621
44002,AF2-PD,P11177_PF02779_32_209_fpocket_1,0.2621
44003,PDB-PD,P41218_PF02758_8_80_fpocket_6,0.2621
44004,AF2-PD,A6NJL1_PF00096_355_377_fpocket_1,0.2621
44005,PDB-PD,P20718_PF00089_21_239_fpocket_9,0.2621
44006,PDB-PD,Q9UIQ6_PF01433_392_610_fpocket_5,0.2621
44007,AF2-PD,A6NLC8_PF04719_96_181_fpocket_6,0.2621
44008,PDB-PD,Q9Y6N9_PF00595_87_165_fpocket_2,0.2621
44009,PDB-LIG,P33261_PF00067_30_487_pocket_0,0.2621
44010,AF2-PD,Q53HC5_PF00651_53_159_fpocket_5,0.2621
44011,AF2-PD,Q96NZ8_PF13927_185_267_fpocket_8,0.2621
44012,PDB-PD,O95747_PF00069_17_291_fpocket_21,0.2621
44013,PDB-PD,O14936_PF00625_738_912_fpocket_5,0.2621
44014,AF2-PD,Q92793_PF08214_1342_1649_fpocket_19,0.2621
44015,AF2-PD,P35251_PF08519_915_1068_fpocket_5,0.2621
44016,AF2-PD,Q2M3G0_PF00005_404_553_fpocket_5,0.2621
44017,PDB-PD,Q9UBT2_PF00899_2_443_fpocket_25,0.2621
44018,PDB-PD,Q8N3C7_PF01302_487_551_fpocket_1,0.2621
44019,AF2-PD,Q13490_PF00619_458_542_fpocket_5,0.2622
44020,PDB-PD,Q99707_PF00809_375_613_fpocket_17,0.2622
44021,AF2-PD,A3KN83_PF13872_255_560_fpocket_6,0.2622
44022,AF2-PD,Q8N6W0_PF00076_47_116_fpocket_1,0.2622
44023,AF2-PD,Q9UQ74_PF07686_38_142_fpocket_3,0.2622
44024,AF2-PD,Q96SI9_PF07528_87_334_fpocket_14,0.2622
44025,AF2-PD,A6NHJ4_PF00096_426_448_fpocket_1,0.2622
44026,AF2-PD,P62487_PF03876_8_64_fpocket_4,0.2622
44027,AF2-PD,Q92765_PF01392_35_143_fpocket_6,0.2622
44028,PDB-PD,O95433_PF09229_29_159_fpocket_3,0.2622
44029,AF2-PD,P24821_PF00147_1980_2189_fpocket_1,0.2622
44030,AF2-PD,A6NLW8_PF00046_102_156_fpocket_2,0.2622
44031,PDB-PD,Q9NSC5_PF00568_1_110_fpocket_4,0.2622
44032,PDB-LIG,P62937_PF00160_7_163_pocket_0,0.2622
44033,AF2-PD,P29323_PF00536_911_975_fpocket_2,0.2622
44034,PDB-PD,P04003_PF00084_113_170_fpocket_1,0.2622
44035,AF2-PD,Q8IXB1_PF00226_35_97_fpocket_4,0.2622
44036,PDB-PD,P10606_PF01215_8_128_fpocket_3,0.2622
44037,AF2-PD,Q9P286_PF00069_449_700_fpocket_2,0.2622
44038,AF2-PD,Q2WGJ9_PF08150_712_784_fpocket_1,0.2622
44039,AF2-PD,Q6ZT07_PF02893_293_404_fpocket_8,0.2622
44040,PDB-LIG,Q9Y5Y6_PF00089_615_849_pocket_0,0.2622
44041,AF2-PD,O14841_PF19278_540_715_fpocket_5,0.2622
44042,PDB-LIG,Q9UM73_PF07714_1116_1383_pocket_0,0.2622
44043,AF2-PD,Q8IVV2_PF01477_427_538_fpocket_4,0.2622
44044,PDB-PD,Q96Q04_PF07714_133_408_fpocket_1,0.2622
44045,AF2-PD,Q8IVV2_PF01477_174_286_fpocket_1,0.2622
44046,AF2-PD,Q96CU9_PF01266_65_455_fpocket_1,0.2622
44047,AF2-PD,Q9NRB3_PF03567_155_406_fpocket_1,0.2622
44048,AF2-PD,Q9Y2H6_PF00041_372_455_fpocket_2,0.2622
44049,AF2-PD,O14827_PF00618_638_773_fpocket_1,0.2622
44050,AF2-PD,Q8NA19_PF00536_541_605_fpocket_1,0.2622
44051,AF2-PD,P0CJ89_PF00046_20_76_fpocket_3,0.2622
44052,AF2-PD,P19388_PF03871_4_94_fpocket_4,0.2622
44053,PDB-PD,Q96QZ7_PF00595_1152_1231_fpocket_7,0.2622
44054,AF2-PD,A6NI28_PF14604_823_872_fpocket_3,0.2622
44055,AF2-PD,Q99469_PF14604_292_340_fpocket_1,0.2622
44056,PDB-PD,O14976_PF00069_40_313_fpocket_1,0.2622
44057,PDB-PD,O75369_PF00630_1999_2086_fpocket_1,0.2622
44058,AF2-PD,Q9HC56_PF00028_147_243_fpocket_1,0.2622
44059,PDB-PD,Q9NX74_PF00035_370_433_fpocket_2,0.2622
44060,PDB-PD,Q96BM9_PF00025_8_181_fpocket_5,0.2622
44061,AF2-PD,P08247_PF01284_21_221_fpocket_3,0.2622
44062,AF2-PD,Q6PIU2_PF07859_287_382_fpocket_3,0.2622
44063,AF2-PD,Q9H993_PF01937_20_419_fpocket_34,0.2623
44064,AF2-PD,O14948_PF00010_140_193_fpocket_3,0.2623
44065,PDB-LIG,O75689_PF00169_130_229_pocket_0,0.2623
44066,PDB-PD,Q16836_PF00725_216_313_fpocket_3,0.2623
44067,AF2-PD,P20020_PF00690_51_121_fpocket_1,0.2623
44068,AF2-PD,Q8IUC8_PF00652_429_547_fpocket_4,0.2623
44069,AF2-PD,Q6ZUV0_PF03061_164_235_fpocket_3,0.2623
44070,PDB-PD,P01583_PF00340_155_266_fpocket_3,0.2623
44071,PDB-LIG,P11766_PF00107_202_334_pocket_0,0.2623
44072,AF2-PD,P30307_PF00581_308_422_fpocket_1,0.2623
44073,AF2-PD,Q969T3_PF00787_161_241_fpocket_5,0.2623
44074,PDB-PD,Q16667_PF05706_1_168_fpocket_1,0.2623
44075,AF2-PD,P49023_PF00412_358_413_fpocket_2,0.2623
44076,AF2-LIG,P48730_PF00069_9_271_pocket_0,0.2623
44077,AF2-PD,Q00888_PF07686_38_143_fpocket_3,0.2623
44078,PDB-PD,Q15303_PF00757_176_335_fpocket_1,0.2623
44079,PDB-PD,Q8NI60_PF03109_299_541_fpocket_19,0.2623
44080,PDB-PD,O00478_PF07686_35_144_fpocket_2,0.2623
44081,PDB-PD,Q15544_PF04719_108_193_fpocket_2,0.2623
44082,PDB-PD,Q9NR80_PF00621_288_466_fpocket_3,0.2623
44083,AF2-PD,P56202_PF00112_128_362_fpocket_14,0.2623
44084,AF2-PD,Q96QZ7_PF00625_126_200_fpocket_2,0.2623
44085,PDB-LIG,Q16659_PF00069_20_316_pocket_0,0.2623
44086,AF2-PD,Q02846_PF07714_555_805_fpocket_1,0.2623
44087,PDB-PD,P01024_PF17790_23_124_fpocket_2,0.2623
44088,PDB-LIG,O43175_PF00389_9_317_pocket_0,0.2623
44089,AF2-PD,Q93034_PF10557_710_772_fpocket_1,0.2623
44090,AF2-PD,Q9UIY3_PF05773_10_131_fpocket_3,0.2623
44091,PDB-PD,P54829_PF00102_323_553_fpocket_5,0.2623
44092,AF2-PD,Q15811_PF00018_919_963_fpocket_4,0.2623
44093,PDB-PD,Q9NW08_PF04566_539_600_fpocket_1,0.2623
44094,AF2-PD,P17027_PF00096_224_246_fpocket_1,0.2623
44095,AF2-PD,P04217_PF13895_209_301_fpocket_2,0.2623
44096,PDB-PD,P35555_PF18193_44_82_fpocket_1,0.2623
44097,AF2-PD,Q9UER7_PF03344_48_146_fpocket_1,0.2623
44098,AF2-PD,Q8TF39_PF00096_495_517_fpocket_1,0.2623
44099,PDB-PD,Q13043_PF00069_30_281_fpocket_3,0.2623
44100,PDB-PD,P49915_PF00958_597_692_fpocket_2,0.2623
44101,PDB-PD,Q9NY72_PF07686_28_143_fpocket_4,0.2623
44102,AF2-PD,Q6UVW9_PF00059_75_157_fpocket_8,0.2623
44103,PDB-PD,P53350_PF00069_53_305_fpocket_9,0.2623
44104,PDB-PD,P53597_PF00549_199_324_fpocket_2,0.2623
44105,AF2-PD,P02778_PF00048_28_89_fpocket_1,0.2624
44106,AF2-PD,Q9UPR3_PF13638_857_965_fpocket_10,0.2624
44107,AF2-PD,P57075_PF00300_439_638_fpocket_14,0.2624
44108,PDB-LIG,P27338_PF01593_14_451_pocket_1,0.2624
44109,AF2-LIG,P22736_PF00104_394_579_pocket_1,0.2624
44110,PDB-LIG,P21397_PF01593_23_460_pocket_0,0.2624
44111,AF2-PD,P28698_PF00096_653_675_fpocket_1,0.2624
44112,PDB-PD,P37268_PF00494_47_320_fpocket_1,0.2624
44113,AF2-PD,O75151_PF00628_7_56_fpocket_1,0.2624
44114,PDB-PD,P10828_PF00104_265_445_fpocket_16,0.2624
44115,PDB-PD,Q7L1T6_PF00175_395_503_fpocket_5,0.2624
44116,AF2-PD,P13349_PF00010_84_135_fpocket_1,0.2624
44117,AF2-PD,Q9NRM6_PF16556_23_175_fpocket_2,0.2624
44118,AF2-PD,Q06520_PF00685_34_278_fpocket_1,0.2624
44119,PDB-PD,Q92743_PF13365_204_342_fpocket_2,0.2624
44120,AF2-PD,Q6SJ96_PF00352_199_281_fpocket_5,0.2624
44121,AF2-PD,P22033_PF02310_615_733_fpocket_5,0.2624
44122,PDB-PD,P55774_PF00048_28_85_fpocket_2,0.2624
44123,AF2-PD,O75791_PF00018_4_48_fpocket_1,0.2624
44124,AF2-PD,P10915_PF07686_44_152_fpocket_1,0.2624
44125,AF2-PD,O95450_PF19236_620_722_fpocket_4,0.2624
44126,AF2-LIG,P09382_PF00337_5_134_pocket_0,0.2624
44127,AF2-PD,Q8IYN0_PF00096_289_311_fpocket_1,0.2624
44128,AF2-PD,P43631_PF00047_32_115_fpocket_1,0.2624
44129,AF2-PD,Q12952_PF00250_48_134_fpocket_2,0.2624
44130,AF2-LIG,Q01064_PF00233_222_450_pocket_0,0.2624
44131,AF2-PD,P68363_PF00091_3_214_fpocket_5,0.2624
44132,AF2-PD,A0A0J9YX75_PF07686_25_114_fpocket_4,0.2624
44133,AF2-PD,Q01469_PF00061_8_134_fpocket_3,0.2624
44134,AF2-PD,Q86SS6_PF00168_367_476_fpocket_7,0.2624
44135,AF2-LIG,P26639_PF00587_397_608_pocket_1,0.2624
44136,PDB-PD,Q92900_PF13086_481_605_fpocket_6,0.2624
44137,AF2-PD,P17706_PF00102_42_274_fpocket_2,0.2624
44138,AF2-PD,P23946_PF00089_22_240_fpocket_15,0.2624
44139,AF2-PD,A0A5B6_PF07686_25_113_fpocket_1,0.2624
44140,PDB-PD,Q96RT1_PF00595_1321_1407_fpocket_3,0.2624
44141,AF2-PD,P14625_PF02518_96_255_fpocket_1,0.2624
44142,AF2-PD,Q9UJL9_PF00096_447_469_fpocket_1,0.2625
44143,PDB-LIG,Q8IYT8_PF00069_9_271_pocket_0,0.2625
44144,PDB-PD,P55265_PF02295_295_359_fpocket_2,0.2625
44145,PDB-PD,P08133_PF00191_96_161_fpocket_3,0.2625
44146,PDB-PD,O75191_PF00370_125_287_fpocket_8,0.2625
44147,AF2-PD,Q5VYX0_PF13450_6_80_fpocket_5,0.2625
44148,PDB-PD,P52790_PF03727_679_913_fpocket_4,0.2625
44149,PDB-PD,Q86SX6_PF00462_54_119_fpocket_2,0.2625
44150,AF2-PD,P53992_PF00626_961_1036_fpocket_5,0.2625
44151,AF2-PD,Q8NHK3_PF00047_32_110_fpocket_4,0.2625
44152,PDB-PD,O76083_PF00233_311_542_fpocket_1,0.2625
44153,PDB-PD,P26358_PF02008_645_691_fpocket_1,0.2625
44154,AF2-PD,Q502W6_PF13768_508_658_fpocket_4,0.2625
44155,AF2-PD,Q9HAK2_PF16423_338_381_fpocket_2,0.2625
44156,PDB-LIG,P12268_PF00478_29_504_pocket_4,0.2625
44157,PDB-PD,O43252_PF14306_225_386_fpocket_9,0.2625
44158,PDB-PD,Q9NR31_PF00025_12_197_fpocket_2,0.2625
44159,PDB-PD,Q16820_PF01400_69_257_fpocket_8,0.2625
44160,AF2-PD,P25705_PF00006_192_415_fpocket_4,0.2625
44161,AF2-PD,P27216_PF00191_18_83_fpocket_2,0.2625
44162,AF2-PD,Q99676_PF00096_502_524_fpocket_1,0.2625
44163,PDB-PD,Q02763_PF10430_24_118_fpocket_1,0.2625
44164,AF2-PD,Q9HBW1_PF07679_353_441_fpocket_4,0.2625
44165,AF2-PD,Q5HYK9_PF00096_471_493_fpocket_1,0.2625
44166,AF2-PD,Q5EB52_PF00561_70_170_fpocket_5,0.2625
44167,PDB-PD,P50897_PF02089_34_289_fpocket_2,0.2625
44168,AF2-PD,Q9UHI6_PF00270_86_253_fpocket_3,0.2625
44169,AF2-PD,Q8TAQ5_PF00096_475_497_fpocket_1,0.2625
44170,PDB-PD,O60885_PF17035_609_673_fpocket_2,0.2625
44171,AF2-PD,Q9BVK6_PF01105_37_230_fpocket_17,0.2625
44172,AF2-PD,P37231_PF00104_300_486_fpocket_10,0.2625
44173,AF2-PD,Q13310_PF00076_13_83_fpocket_2,0.2625
44174,PDB-PD,Q06330_PF20144_354_444_fpocket_4,0.2625
44175,PDB-PD,Q9UKG1_PF00640_502_633_fpocket_6,0.2625
44176,AF2-PD,Q15561_PF01285_39_108_fpocket_2,0.2625
44177,PDB-PD,P55809_PF01144_302_501_fpocket_16,0.2625
44178,PDB-PD,Q14258_PF15227_13_53_fpocket_1,0.2625
44179,PDB-LIG,Q9NP87_PF14792_290_387_pocket_0,0.2625
44180,AF2-PD,Q9UJU2_PF00505_299_367_fpocket_1,0.2626
44181,PDB-PD,Q9H6S3_PF00018_498_543_fpocket_2,0.2626
44182,AF2-PD,O15146_PF13927_213_286_fpocket_1,0.2626
44183,AF2-PD,Q2VWP7_PF00041_821_907_fpocket_3,0.2626
44184,AF2-PD,Q9Y6N9_PF00595_211_290_fpocket_4,0.2626
44185,AF2-PD,Q6U7Q0_PF00096_267_289_fpocket_1,0.2626
44186,AF2-PD,O94855_PF04811_437_681_fpocket_3,0.2626
44187,AF2-PD,Q8N8Q3_PF04493_23_241_fpocket_13,0.2626
44188,PDB-PD,Q8NI99_PF00147_256_468_fpocket_7,0.2626
44189,AF2-PD,Q15029_PF14492_584_656_fpocket_5,0.2626
44190,AF2-PD,P52943_PF00412_126_183_fpocket_1,0.2626
44191,AF2-PD,Q15937_PF00096_249_271_fpocket_1,0.2626
44192,PDB-PD,Q13813_PF00435_1445_1549_fpocket_2,0.2626
44193,PDB-PD,P63145_PF00607_306_434_fpocket_7,0.2626
44194,AF2-PD,Q9Y5G4_PF00028_354_443_fpocket_6,0.2626
44195,AF2-PD,P62244_PF00410_5_130_fpocket_11,0.2626
44196,AF2-PD,O75123_PF00096_179_201_fpocket_1,0.2626
44197,PDB-PD,Q14011_PF00076_8_78_fpocket_1,0.2626
44198,PDB-PD,P27918_PF00090_261_312_fpocket_1,0.2626
44199,PDB-PD,Q71U36_PF03953_263_393_fpocket_9,0.2626
44200,AF2-PD,Q9UQR0_PF00536_629_695_fpocket_2,0.2626
44201,AF2-PD,Q9P219_PF19047_13_166_fpocket_2,0.2626
44202,AF2-PD,O14920_PF00069_15_297_fpocket_13,0.2626
44203,AF2-PD,P05160_PF00084_524_578_fpocket_1,0.2626
44204,PDB-PD,Q04446_PF02922_75_161_fpocket_2,0.2626
44205,PDB-PD,P27708_PF00185_2071_2221_fpocket_6,0.2626
44206,PDB-PD,Q9UIF9_PF01429_546_620_fpocket_4,0.2626
44207,PDB-PD,Q96I99_PF08442_39_247_fpocket_3,0.2626
