	uniprot	numb domains	domains
8400	Q96HY7	1	{'PF02779': 1}
8401	Q96HZ4	2	{'PF00010': 1, 'PF07527': 1}
8402	Q96I13	1	{'PF00561': 1}
8403	Q96I15	1	{'PF00266': 1}
8404	Q96I23	1	{'PF03966': 1}
8405	Q96I24	4	{'PF00013': 4}
8406	Q96I25	1	{'PF00076': 1}
8407	Q96I27	5	{'PF00096': 3, 'PF13912': 2}
8408	Q96I59	2	{'PF00152': 1, 'PF01336': 1}
8409	Q96I82	3	{'PF00219': 1, 'PF07648': 1, 'PF07679': 1}
8410	Q96I99	2	{'PF00549': 1, 'PF08442': 1}
8411	Q96IC2	1	{'PF00076': 1}
8412	Q96ID5	1	{'PF07686': 1}
8413	Q96IF1	3	{'PF00412': 3}
8414	Q96IG2	1	{'PF12937': 1}
8415	Q96II8	1	{'PF00307': 1}
8416	Q96IK5	2	{'PF00651': 1, 'PF07707': 1}
8417	Q96IP4	1	{'PF07984': 1}
8418	Q96IQ7	2	{'PF07686': 1, 'PF13927': 1}
8419	Q96IQ9	1	{'PF15909': 1}
8420	Q96IR2	24	{'PF00096': 24}
8421	Q96IS3	1	{'PF00046': 1}
8422	Q96IT1	3	{'PF00096': 2, 'PF02023': 1}
8423	Q96IU2	1	{'PF02892': 1}
8424	Q96IU4	1	{'PF12697': 1}
8425	Q96IV0	2	{'PF04721': 1, 'PF09409': 1}
8426	Q96IW2	1	{'PF00017': 1}
8427	Q96IW7	1	{'PF13774': 1}
8428	Q96IY4	2	{'PF00246': 1, 'PF02244': 1}
8429	Q96IZ5	1	{'PF00076': 1}
8430	Q96IZ6	1	{'PF13489': 1}
8431	Q96J02	6	{'PF00397': 4, 'PF00168': 1, 'PF00632': 1}
8432	Q96J42	1	{'PF00085': 1}
8433	Q96J65	2	{'PF00005': 2}
8434	Q96J66	2	{'PF00005': 2}
8435	Q96J84	3	{'PF07679': 1, 'PF08205': 1, 'PF13927': 1}
8436	Q96J87	3	{'PF00076': 3}
8437	Q96J92	2	{'PF00069': 1, 'PF12202': 1}
8438	Q96J94	2	{'PF02170': 1, 'PF08699': 1}
8439	Q96JA1	3	{'PF07679': 2, 'PF13927': 1}
8440	Q96JA3	2	{'PF08718': 1, 'PF00169': 1}
8441	Q96JB1	10	{'PF03028': 1, 'PF12774': 1, 'PF12775': 1, 'PF12777': 1, 'PF12780': 1, 'PF12781': 1, 'PF17852': 1, 'PF17857': 1, 'PF18198': 1, 'PF18199': 1}
8442	Q96JB3	5	{'PF00096': 3, 'PF00651': 1, 'PF13894': 1}
8443	Q96JB6	4	{'PF00530': 4}
8444	Q96JB8	3	{'PF00625': 1, 'PF00595': 1, 'PF02828': 1}
8445	Q96JC1	1	{'PF10367': 1}
8446	Q96JC4	9	{'PF00096': 9}
8447	Q96JC9	1	{'PF09816': 1}
8448	Q96JD6	1	{'PF00248': 1}
8449	Q96JE7	2	{'PF12931': 1, 'PF12932': 1}
8450	Q96JF6	17	{'PF00096': 17}
8451	Q96JG9	1	{'PF00096': 1}
8452	Q96JH7	1	{'PF19437': 1}
8453	Q96JH8	2	{'PF00595': 1, 'PF00788': 1}
8454	Q96JJ3	1	{'PF16457': 1}
8455	Q96JJ7	2	{'PF00085': 1, 'PF13848': 1}
8456	Q96JK4	2	{'PF00530': 1, 'PF03024': 1}
8457	Q96JK9	1	{'PF09596': 1}
8458	Q96JL9	9	{'PF00096': 8, 'PF13465': 1}
8459	Q96JM7	4	{'PF00536': 1, 'PF02820': 3}
8460	Q96JN0	1	{'PF05225': 1}
8461	Q96JN8	6	{'PF07177': 6}
8462	Q96JP2	2	{'PF00063': 1, 'PF07653': 1}
8463	Q96JP5	3	{'PF00096': 3}
8464	Q96JP9	5	{'PF00028': 5}
8465	Q96JQ0	23	{'PF00028': 23}
8466	Q96JQ2	2	{'PF00307': 2}
8467	Q96JS3	2	{'PF02023': 1, 'PF13843': 1}
8468	Q96JY0	1	{'PF09011': 1}
8469	Q96JY6	2	{'PF00412': 1, 'PF00595': 1}
8470	Q96JZ2	1	{'PF00017': 1}
8471	Q96K19	1	{'PF00097': 1}
8472	Q96K21	1	{'PF01363': 1}
8473	Q96K58	14	{'PF00096': 13, 'PF13894': 1}
8474	Q96K62	5	{'PF00096': 4, 'PF00651': 1}
8475	Q96K75	7	{'PF00096': 6, 'PF13912': 1}
8476	Q96K76	1	{'PF19718': 1}
8477	Q96K80	2	{'PF14608': 2}
8478	Q96K83	10	{'PF00096': 3, 'PF13912': 7}
8479	Q96KB5	1	{'PF00069': 1}
8480	Q96KC2	1	{'PF00025': 1}
8481	Q96KC8	2	{'PF00226': 1, 'PF00249': 1}
8482	Q96KE9	3	{'PF00651': 1, 'PF07707': 1, 'PF08005': 1}
8483	Q96KG7	10	{'PF00053': 4, 'PF12661': 6}
8484	Q96KG9	1	{'PF00069': 1}
8485	Q96KK3	1	{'PF02214': 1}
8486	Q96KK5	1	{'PF00125': 1}
8487	Q96KN1	2	{'PF04970': 2}
8488	Q96KN2	1	{'PF07687': 1}
8489	Q96KN4	1	{'PF04970': 1}
8490	Q96KN7	3	{'PF00168': 1, 'PF11618': 1, 'PF18111': 1}
8491	Q96KN8	1	{'PF04970': 1}
8492	Q96KN9	1	{'PF00029': 1}
8493	Q96KP1	1	{'PF01833': 1}
8494	Q96KP4	1	{'PF07687': 1}
8495	Q96KQ4	1	{'PF00018': 1}
8496	Q96KR1	4	{'PF07528': 1, 'PF12874': 3}
8497	Q96KS0	1	{'PF13640': 1}
8498	Q96KV6	1	{'PF07686': 1}
8499	Q96KX0	1	{'PF00062': 1}
8500	Q96L08	1	{'PF00084': 1}
8501	Q96L21	1	{'PF00252': 1}
8502	Q96L33	1	{'PF00071': 1}
8503	Q96L34	3	{'PF00627': 1, 'PF00069': 1, 'PF02149': 1}
8504	Q96L42	2	{'PF00027': 1, 'PF13426': 1}
8505	Q96L46	1	{'PF13833': 1}
8506	Q96L73	4	{'PF00855': 2, 'PF17907': 1, 'PF17982': 1}
8507	Q96L91	3	{'PF00176': 1, 'PF00271': 1, 'PF07529': 1}
8508	Q96L92	3	{'PF00595': 1, 'PF00787': 1, 'PF00788': 1}
8509	Q96L93	2	{'PF00225': 1, 'PF00787': 1}
8510	Q96L94	1	{'PF00787': 1}
8511	Q96L96	1	{'PF07679': 1}
8512	Q96LA5	3	{'PF13895': 3}
8513	Q96LA6	3	{'PF13895': 1, 'PF13927': 1, 'PF17736': 1}
8514	Q96LA8	1	{'PF13649': 1}
8515	Q96LB8	2	{'PF01510': 2}
8516	Q96LB9	2	{'PF01510': 2}
8517	Q96LC7	3	{'PF07686': 1, 'PF13895': 1, 'PF13927': 1}
8518	Q96LD4	2	{'PF00643': 1, 'PF15227': 1}
8519	Q96LD8	1	{'PF02902': 1}
8520	Q96LI5	1	{'PF03372': 1}
8521	Q96LI6	1	{'PF00447': 1}
8522	Q96LJ7	1	{'PF00106': 1}
8523	Q96LJ8	1	{'PF00789': 1}
8524	Q96LL9	1	{'PF00226': 1}
8525	Q96LR5	1	{'PF00179': 1}
8526	Q96LT4	2	{'PF00536': 1, 'PF14360': 1}
8527	Q96LT9	2	{'PF00076': 2}
8528	Q96LU5	2	{'PF10502': 2}
8529	Q96LU7	3	{'PF13884': 1, 'PF13887': 1, 'PF13888': 1}
8530	Q96LW1	13	{'PF00096': 12, 'PF16622': 1}
8531	Q96LW2	1	{'PF00069': 1}
8532	Q96LW9	6	{'PF00096': 5, 'PF02023': 1}
8533	Q96LX8	5	{'PF00096': 5}
8534	Q96LZ3	2	{'PF13499': 2}
8535	Q96M20	1	{'PF00027': 1}
8536	Q96M32	1	{'PF00406': 1}
8537	Q96M43	3	{'PF06758': 3}
8538	Q96M69	1	{'PF00625': 1}
8539	Q96M86	7	{'PF03028': 1, 'PF12774': 1, 'PF12775': 1, 'PF12777': 1, 'PF12780': 1, 'PF17852': 1, 'PF18199': 1}
8540	Q96M93	1	{'PF00035': 1}
8541	Q96M94	2	{'PF00651': 1, 'PF07707': 1}
8542	Q96M96	4	{'PF00621': 1, 'PF01363': 1, 'PF00169': 2}
8543	Q96MA6	2	{'PF00406': 2}
8544	Q96MB7	1	{'PF13359': 1}
8545	Q96MC2	1	{'PF14775': 1}
8546	Q96MC5	1	{'PF12130': 1}
8547	Q96ME1	2	{'PF00646': 1, 'PF19729': 1}
8548	Q96ME7	1	{'PF00096': 1}
8549	Q96MF2	3	{'PF00130': 1, 'PF07653': 1, 'PF00018': 1}
8550	Q96MF7	1	{'PF11789': 1}
8551	Q96MI9	2	{'PF00246': 1, 'PF18027': 1}
8552	Q96MM3	3	{'PF00096': 3}
8553	Q96MM7	1	{'PF03567': 1}
8554	Q96MN2	4	{'PF02758': 1, 'PF05729': 1, 'PF17776': 1, 'PF17779': 1}
8555	Q96MN5	1	{'PF08711': 1}
8556	Q96MP5	2	{'PF04434': 1, 'PF19286': 1}
8557	Q96MP8	1	{'PF02214': 1}
8558	Q96MR9	13	{'PF00096': 9, 'PF13912': 4}
8559	Q96MS0	8	{'PF00041': 3, 'PF07679': 3, 'PF13927': 2}
8560	Q96MT1	2	{'PF13639': 1, 'PF13705': 1}
8561	Q96MT3	4	{'PF00412': 3, 'PF06297': 1}
8562	Q96MU6	13	{'PF00096': 13}
8563	Q96MU7	2	{'PF04146': 2}
8564	Q96MU8	3	{'PF00051': 1, 'PF00431': 1, 'PF01822': 1}
8565	Q96MV1	1	{'PF03798': 1}
8566	Q96MW7	2	{'PF03221': 1, 'PF04218': 1}
8567	Q96MX0	1	{'PF01284': 1}
8568	Q96MX3	12	{'PF00096': 12}
8569	Q96MZ0	2	{'PF13410': 1, 'PF13417': 1}
8570	Q96N03	1	{'PF07686': 1}
8571	Q96N20	5	{'PF00096': 5}
8572	Q96N21	1	{'PF01417': 1}
8573	Q96N22	12	{'PF00096': 12}
8574	Q96N38	12	{'PF00096': 12}
8575	Q96N58	7	{'PF00096': 6, 'PF13912': 1}
8576	Q96N64	1	{'PF00855': 1}
8577	Q96N67	2	{'PF11878': 1, 'PF14429': 1}
8578	Q96N76	3	{'PF01175': 1, 'PF17391': 1, 'PF17392': 1}
8579	Q96N77	3	{'PF00096': 3}
8580	Q96N95	4	{'PF00096': 2, 'PF02023': 1, 'PF13912': 1}
8581	Q96N96	3	{'PF00621': 1, 'PF00169': 1, 'PF00018': 1}
8582	Q96NA8	2	{'PF13873': 1, 'PF14523': 1}
8583	Q96NB1	1	{'PF09398': 1}
8584	Q96NB3	1	{'PF12874': 1}
8585	Q96ND8	11	{'PF00096': 11}
8586	Q96NE9	3	{'PF00373': 1, 'PF09379': 1, 'PF09380': 1}
8587	Q96NG5	8	{'PF00096': 7, 'PF13912': 1}
8588	Q96NG8	9	{'PF00096': 9}
8589	Q96NI6	1	{'PF07679': 1}
8590	Q96NI8	11	{'PF00096': 11}
8591	Q96NJ3	9	{'PF00096': 9}
8592	Q96NJ5	2	{'PF00651': 1, 'PF07707': 1}
8593	Q96NJ6	12	{'PF00096': 12}
8594	Q96NK8	1	{'PF00010': 1}
8595	Q96NL3	13	{'PF00096': 12, 'PF13465': 1}
8596	Q96NM4	1	{'PF00505': 1}
8597	Q96NN9	3	{'PF00355': 1, 'PF07992': 1, 'PF14759': 1}
8598	Q96NR8	1	{'PF00106': 1}
8599	Q96NS1	1	{'PF03226': 1}
8600	Q96NS5	1	{'PF07525': 1}
8601	Q96NU0	5	{'PF00754': 1, 'PF02210': 4}
8602	Q96NU1	1	{'PF07647': 1}
8603	Q96NU7	1	{'PF01979': 1}
8604	Q96NW7	1	{'PF00595': 1}
8605	Q96NX5	1	{'PF00069': 1}
8606	Q96NY7	1	{'PF13410': 1}
8607	Q96NY8	3	{'PF07686': 1, 'PF08205': 1, 'PF13927': 1}
8608	Q96NY9	1	{'PF02732': 1}
8609	Q96NZ1	1	{'PF00250': 1}
8610	Q96NZ8	4	{'PF00014': 2, 'PF00095': 1, 'PF13927': 1}
8611	Q96P09	2	{'PF00653': 1, 'PF13920': 1}
8612	Q96P15	1	{'PF00079': 1}
8613	Q96P16	1	{'PF16566': 1}
8614	Q96P20	4	{'PF02758': 1, 'PF05729': 1, 'PF17776': 1, 'PF17779': 1}
8615	Q96P31	4	{'PF00047': 2, 'PF13895': 2}
8616	Q96P44	1	{'PF00092': 1}
8617	Q96P47	2	{'PF00071': 1, 'PF01412': 1}
8618	Q96P48	7	{'PF00536': 1, 'PF00620': 1, 'PF00788': 1, 'PF01412': 1, 'PF00169': 3}
8619	Q96P50	3	{'PF01412': 1, 'PF16746': 1, 'PF00169': 1}
8620	Q96P53	1	{'PF01363': 1}
8621	Q96P63	1	{'PF00079': 1}
8622	Q96P64	1	{'PF01412': 1}
8623	Q96P71	2	{'PF03992': 1, 'PF13202': 1}
8624	Q96PC3	1	{'PF01217': 1}
8625	Q96PC5	1	{'PF07653': 1}
8626	Q96PD2	3	{'PF00431': 1, 'PF00754': 1, 'PF03815': 1}
8627	Q96PD5	1	{'PF01510': 1}
8628	Q96PE2	2	{'PF00621': 1, 'PF19057': 1}
8629	Q96PE6	8	{'PF00096': 8}
8630	Q96PF1	2	{'PF00868': 1, 'PF00927': 1}
8631	Q96PF2	1	{'PF00069': 1}
8632	Q96PH1	4	{'PF08022': 1, 'PF08030': 1, 'PF13202': 1, 'PF13405': 1}
8633	Q96PH6	1	{'PF13841': 1}
8634	Q96PJ5	2	{'PF00047': 1, 'PF13895': 1}
8635	Q96PK6	2	{'PF00076': 2}
8636	Q96PL5	1	{'PF07686': 1}
8637	Q96PM5	3	{'PF05495': 1, 'PF13639': 1, 'PF14599': 1}
8638	Q96PM9	3	{'PF12874': 3}
8639	Q96PN6	2	{'PF00211': 2}
8640	Q96PN7	2	{'PF13912': 2}
8641	Q96PN8	1	{'PF00069': 1}
8642	Q96PP8	2	{'PF02263': 1, 'PF02841': 1}
8643	Q96PP9	2	{'PF02263': 1, 'PF02841': 1}
8644	Q96PQ0	2	{'PF15901': 1, 'PF18911': 1}
8645	Q96PQ1	3	{'PF07686': 2, 'PF13927': 1}
8646	Q96PQ6	11	{'PF00096': 11}
8647	Q96PQ7	2	{'PF00651': 1, 'PF07707': 1}
8648	Q96PR1	1	{'PF02214': 1}
8649	Q96PT3	2	{'PF00046': 2}
8650	Q96PT4	2	{'PF00046': 2}
8651	Q96PU4	4	{'PF00240': 1, 'PF00628': 1, 'PF02182': 1, 'PF12148': 1}
8652	Q96PU5	6	{'PF00397': 4, 'PF00168': 1, 'PF00632': 1}
8653	Q96PU8	3	{'PF00013': 1, 'PF16544': 1, 'PF16551': 1}
8654	Q96PV0	1	{'PF00168': 1}
8655	Q96PX1	1	{'PF13920': 1}
8656	Q96PX9	1	{'PF00621': 1}
8657	Q96PY6	1	{'PF00069': 1}
8658	Q96PZ2	1	{'PF13365': 1}
8659	Q96PZ7	42	{'PF00084': 28, 'PF00431': 14}
8660	Q96Q04	1	{'PF07714': 1}
8661	Q96Q07	4	{'PF00651': 1, 'PF00754': 2, 'PF07707': 1}
8662	Q96Q11	2	{'PF01743': 1, 'PF12627': 1}
8663	Q96Q27	1	{'PF07525': 1}
8664	Q96Q40	1	{'PF00069': 1}
8665	Q96Q42	1	{'PF00621': 1}
8666	Q96Q77	1	{'PF13499': 1}
8667	Q96Q83	1	{'PF13532': 1}
8668	Q96Q89	1	{'PF00225': 1}
8669	Q96Q91	2	{'PF07565': 2}
8670	Q96QA5	2	{'PF04598': 1, 'PF17708': 1}
8671	Q96QA6	1	{'PF03226': 1}
8672	Q96QB1	3	{'PF00620': 1, 'PF01852': 1, 'PF07647': 1}
8673	Q96QC0	1	{'PF08711': 1}
8674	Q96QD5	1	{'PF00610': 1}
8675	Q96QE3	1	{'PF00004': 1}
8676	Q96QE5	1	{'PF12836': 1}
8677	Q96QF7	1	{'PF10263': 1}
8678	Q96QG7	1	{'PF06602': 1}
8679	Q96QH2	1	{'PF14603': 1}
8680	Q96QH8	1	{'PF00062': 1}
8681	Q96QI5	1	{'PF00685': 1}
8682	Q96QS3	1	{'PF00046': 1}
8683	Q96QS6	1	{'PF00069': 1}
8684	Q96QT4	1	{'PF16519': 1}
8685	Q96QT6	3	{'PF00628': 2, 'PF16737': 1}
8686	Q96QU1	9	{'PF00028': 8, 'PF18432': 1}
8687	Q96QU6	1	{'PF00155': 1}
8688	Q96QV1	1	{'PF03024': 1}
8689	Q96QV6	1	{'PF00125': 1}
8690	Q96QZ7	8	{'PF00397': 2, 'PF00625': 1, 'PF00595': 5}
8691	Q96R05	1	{'PF00061': 1}
8692	Q96RD9	6	{'PF13895': 6}
8693	Q96RE7	2	{'PF00651': 1, 'PF10523': 1}
8694	Q96RE9	12	{'PF00096': 12}
8695	Q96RF0	3	{'PF00787': 1, 'PF10456': 1, 'PF14604': 1}
8696	Q96RG2	2	{'PF00069': 1, 'PF13426': 1}
8697	Q96RI1	2	{'PF00104': 1, 'PF00105': 1}
8698	Q96RJ3	1	{'PF09256': 1}
8699	Q96RJ6	1	{'PF00010': 1}
8700	Q96RK0	1	{'PF00505': 1}
8701	Q96RL1	1	{'PF18282': 1}
8702	Q96RL6	3	{'PF07686': 1, 'PF13895': 1, 'PF13927': 1}
8703	Q96RN1	1	{'PF01740': 1}
8704	Q96RP8	1	{'PF02214': 1}
8705	Q96RP9	5	{'PF00009': 1, 'PF00679': 1, 'PF03144': 1, 'PF03764': 1, 'PF14492': 1}
8706	Q96RQ1	1	{'PF13850': 1}
8707	Q96RQ3	4	{'PF00289': 1, 'PF02785': 1, 'PF02786': 1, 'PF00364': 1}
8708	Q96RQ9	1	{'PF01593': 1}
8709	Q96RR1	1	{'PF13481': 1}
8710	Q96RR4	1	{'PF00069': 1}
8711	Q96RS6	1	{'PF04969': 1}
8712	Q96RT1	1	{'PF00595': 1}
8713	Q96RT7	2	{'PF04130': 1, 'PF17681': 1}
8714	Q96RT8	2	{'PF04130': 1, 'PF17681': 1}
8715	Q96RU3	1	{'PF00018': 1}
8716	Q96RU7	1	{'PF00069': 1}
8717	Q96RU8	1	{'PF00069': 1}
8718	Q96RW7	57	{'PF00090': 6, 'PF07474': 1, 'PF07645': 6, 'PF07679': 34, 'PF12662': 1, 'PF13927': 9}
8719	Q96S16	1	{'PF13621': 1}
8720	Q96S21	2	{'PF00071': 1, 'PF07525': 1}
8721	Q96S38	3	{'PF00069': 1, 'PF00787': 1, 'PF04212': 1}
8722	Q96S42	1	{'PF00019': 1}
8723	Q96S53	1	{'PF07714': 1}
8724	Q96S55	3	{'PF00004': 1, 'PF12002': 1, 'PF18279': 1}
8725	Q96S59	2	{'PF08513': 1, 'PF10607': 1}
8726	Q96S79	1	{'PF00071': 1}
8727	Q96S82	1	{'PF00240': 1}
8728	Q96S86	3	{'PF00193': 2, 'PF07686': 1}
8729	Q96S90	1	{'PF01476': 1}
8730	Q96S94	2	{'PF00134': 1, 'PF02984': 1}
8731	Q96S96	1	{'PF01161': 1}
8732	Q96S97	2	{'PF01284': 2}
8733	Q96S99	2	{'PF01363': 1, 'PF00169': 1}
8734	Q96SB3	2	{'PF00595': 1, 'PF17817': 1}
8735	Q96SB4	2	{'PF00069': 2}
8736	Q96SB8	1	{'PF02463': 1}
8737	Q96SC8	1	{'PF03474': 1}
8738	Q96SD1	1	{'PF07522': 1}
8739	Q96SE0	1	{'PF00561': 1}
8740	Q96SE7	18	{'PF00096': 18}
8741	Q96SF7	1	{'PF00907': 1}
8742	Q96SI1	1	{'PF02214': 1}
8743	Q96SI9	3	{'PF00035': 2, 'PF07528': 1}
8744	Q96SK3	16	{'PF00096': 15, 'PF13912': 1}
8745	Q96SL8	4	{'PF00096': 4}
8746	Q96SM3	3	{'PF00246': 1, 'PF00754': 1, 'PF13620': 1}
8747	Q96SQ5	11	{'PF00096': 11}
8748	Q96SQ7	1	{'PF00010': 1}
8749	Q96SQ9	1	{'PF00067': 1}
8750	Q96SR6	9	{'PF00096': 9}
8751	Q96ST2	1	{'PF08711': 1}
8752	Q96ST3	1	{'PF08295': 1}
8753	Q96SU4	1	{'PF00169': 1}
8754	Q96SW2	1	{'PF03226': 1}
8755	Q96SY0	1	{'PF13519': 1}
8756	Q96SZ4	12	{'PF00096': 11, 'PF02023': 1}
8757	Q96SZ6	2	{'PF01938': 1, 'PF04055': 1}
8758	Q96T21	1	{'PF01248': 1}
8759	Q96T23	1	{'PF00628': 1}
8760	Q96T25	3	{'PF00096': 2, 'PF18366': 1}
8761	Q96T37	3	{'PF00076': 2, 'PF07744': 1}
8762	Q96T51	1	{'PF01363': 1}
8763	Q96T52	2	{'PF10502': 2}
8764	Q96T58	5	{'PF00076': 4, 'PF07744': 1}
8765	Q96T60	3	{'PF13671': 2, 'PF17913': 1}
8766	Q96T66	1	{'PF01467': 1}
8767	Q96T68	1	{'PF01429': 1}
8768	Q96T76	1	{'PF14500': 1}
8769	Q96T88	4	{'PF00240': 1, 'PF00628': 1, 'PF02182': 1, 'PF12148': 1}
8770	Q96T92	2	{'PF00096': 2}
8771	Q96TA0	6	{'PF00028': 5, 'PF08266': 1}
8772	Q96TA2	3	{'PF00004': 1, 'PF01434': 1, 'PF17862': 1}
8773	Q99062	2	{'PF00041': 1, 'PF06328': 1}
8774	Q99075	1	{'PF00008': 1}
8775	Q99081	1	{'PF00010': 1}
8776	Q99102	1	{'PF00094': 1}
8777	Q99259	1	{'PF00282': 1}
8778	Q99418	2	{'PF01369': 1, 'PF00169': 1}
8779	Q99424	1	{'PF14749': 1}
8780	Q99426	2	{'PF01302': 1, 'PF14560': 1}
8781	Q99435	7	{'PF00093': 2, 'PF02210': 1, 'PF07645': 3, 'PF12947': 1}
8782	Q99436	1	{'PF00227': 1}
8783	Q99439	1	{'PF00307': 1}
8784	Q99447	2	{'PF01467': 2}
8785	Q99453	1	{'PF00046': 1}
8786	Q99459	2	{'PF13921': 2}
8787	Q99460	1	{'PF18004': 1}
8788	Q99466	24	{'PF00066': 3, 'PF00008': 13, 'PF07645': 5, 'PF12661': 3}
8789	Q99469	3	{'PF00130': 1, 'PF07653': 1, 'PF14604': 1}
8790	Q99470	1	{'PF02815': 1}
8791	Q99487	1	{'PF03403': 1}
8792	Q99489	1	{'PF01266': 1}
8793	Q99490	2	{'PF00071': 1, 'PF01412': 1}
8794	Q99496	2	{'PF13923': 1, 'PF16207': 1}
8795	Q99497	1	{'PF01965': 1}
8796	Q99501	1	{'PF00307': 1}
8797	Q99523	1	{'PF15901': 1}
8798	Q99536	2	{'PF08240': 1, 'PF13602': 1}
8799	Q99542	2	{'PF00413': 1, 'PF01471': 1}
8800	Q99543	4	{'PF00226': 1, 'PF16717': 1, 'PF00249': 2}
8801	Q99549	1	{'PF00385': 1}
8802	Q99558	1	{'PF00069': 1}
8803	Q99570	1	{'PF00069': 1}
8804	Q99574	1	{'PF00079': 1}
8805	Q99575	1	{'PF08170': 1}
8806	Q99578	1	{'PF00071': 1}
8807	Q99581	1	{'PF00178': 1}
8808	Q99583	1	{'PF00010': 1}
8809	Q99584	1	{'PF01023': 1}
8810	Q99592	5	{'PF00096': 3, 'PF00651': 1, 'PF13894': 1}
8811	Q99593	1	{'PF00907': 1}
8812	Q99594	2	{'PF01285': 1, 'PF17725': 1}
8813	Q99603	1	{'PF07686': 1}
8814	Q99607	1	{'PF00178': 1}
8815	Q99611	2	{'PF00586': 1, 'PF02769': 1}
8816	Q99612	3	{'PF00096': 3}
8817	Q99613	1	{'PF01399': 1}
8818	Q99615	1	{'PF00226': 1}
8819	Q99616	1	{'PF00048': 1}
8820	Q99619	1	{'PF07525': 1}
8821	Q99626	1	{'PF00046': 1}
8822	Q99633	1	{'PF08799': 1}
8823	Q99640	1	{'PF00069': 1}
8824	Q99650	2	{'PF00041': 1, 'PF17971': 1}
8825	Q99653	1	{'PF00036': 1}
8826	Q99661	1	{'PF00225': 1}
8827	Q99665	2	{'PF00041': 1, 'PF06328': 1}
8828	Q99666	3	{'PF00638': 2, 'PF16704': 1}
8829	Q99675	1	{'PF13920': 1}
8830	Q99676	18	{'PF00096': 18}
8831	Q99683	3	{'PF00069': 1, 'PF13281': 1, 'PF19039': 1}
8832	Q99684	6	{'PF00096': 6}
8833	Q99697	1	{'PF00046': 1}
8834	Q99698	1	{'PF14844': 1}
8835	Q99700	2	{'PF06741': 1, 'PF14438': 1}
8836	Q99704	2	{'PF02174': 1, 'PF00169': 1}
8837	Q99706	2	{'PF00047': 2}
8838	Q99707	4	{'PF00809': 1, 'PF02310': 1, 'PF02607': 1, 'PF02965': 1}
8839	Q99712	2	{'PF01007': 1, 'PF17655': 1}
8840	Q99714	1	{'PF00106': 1}
8841	Q99715	22	{'PF00092': 4, 'PF00041': 18}
8842	Q99717	1	{'PF03165': 1}
8843	Q99719	1	{'PF00735': 1}
8844	Q99727	1	{'PF00965': 1}
8845	Q99728	1	{'PF14835': 1}
8846	Q99729	3	{'PF00076': 2, 'PF08143': 1}
8847	Q99731	1	{'PF00048': 1}
8848	Q99741	3	{'PF09079': 1, 'PF13401': 1, 'PF17872': 1}
8849	Q99742	3	{'PF00010': 1, 'PF00989': 1, 'PF08447': 1}
8850	Q99743	3	{'PF00010': 1, 'PF00989': 1, 'PF14598': 1}
8851	Q99748	1	{'PF00019': 1}
8852	Q99757	1	{'PF00085': 1}
8853	Q99758	2	{'PF00005': 2}
8854	Q99759	2	{'PF00564': 1, 'PF00069': 1}
8855	Q99767	3	{'PF00595': 2, 'PF00640': 1}
8856	Q99795	2	{'PF07686': 1, 'PF13927': 1}
8857	Q99798	1	{'PF00694': 1}
8858	Q99801	1	{'PF00046': 1}
8859	Q99807	1	{'PF03232': 1}
8860	Q99811	1	{'PF00046': 1}
8861	Q99814	3	{'PF00989': 1, 'PF08447': 1, 'PF08778': 1}
8862	Q99816	2	{'PF05743': 1, 'PF09454': 1}
8863	Q99819	1	{'PF02115': 1}
8864	Q99829	2	{'PF00168': 2}
8865	Q99835	1	{'PF01392': 1}
8866	Q99836	1	{'PF00531': 1}
8867	Q99853	1	{'PF00250': 1}
8868	Q99856	1	{'PF01388': 1}
8869	Q99873	1	{'PF13649': 1}
8870	Q99877	1	{'PF00125': 1}
8871	Q99878	1	{'PF00125': 1}
8872	Q99879	1	{'PF00125': 1}
8873	Q99880	1	{'PF00125': 1}
8874	Q99895	1	{'PF00089': 1}
8875	Q99929	1	{'PF00010': 1}
8876	Q99933	1	{'PF00240': 1}
8877	Q99942	1	{'PF13920': 1}
8878	Q99944	3	{'PF00008': 1, 'PF07546': 1, 'PF07645': 1}
8879	Q99952	1	{'PF00102': 1}
8880	Q99956	2	{'PF00581': 1, 'PF00782': 1}
8881	Q99958	1	{'PF00250': 1}
8882	Q99961	2	{'PF03114': 1, 'PF00018': 1}
8883	Q99962	2	{'PF03114': 1, 'PF07653': 1}
8884	Q99963	2	{'PF03114': 1, 'PF00018': 1}
8885	Q99965	2	{'PF00200': 1, 'PF01421': 1}
8886	Q99973	7	{'PF05386': 4, 'PF05729': 1, 'PF05731': 1, 'PF19334': 1}
8887	Q99985	1	{'PF07679': 1}
8888	Q99986	1	{'PF00069': 1}
8889	Q99988	1	{'PF00019': 1}
8890	Q99996	1	{'PF10495': 1}
8891	Q9BPU6	1	{'PF01979': 1}
8892	Q9BPU9	1	{'PF07162': 1}
8893	Q9BPW5	1	{'PF00071': 1}
8894	Q9BPW8	1	{'PF07978': 1}
8895	Q9BPW9	1	{'PF00106': 1}
8896	Q9BPX1	1	{'PF13561': 1}
8897	Q9BPX5	1	{'PF04699': 1}
8898	Q9BPX6	1	{'PF13202': 1}
8899	Q9BPX7	2	{'PF07000': 1, 'PF18474': 1}
8900	Q9BPY8	1	{'PF00046': 1}
8901	Q9BPZ7	1	{'PF16979': 1}
8902	Q9BQ04	3	{'PF00098': 1, 'PF00076': 2}
