	domain	fpocket	druggability score	prank rescore	buriedness	min pLDDT
22441	Q8WUU4_PF00096_232_253	fpocket2	0.466	1.846	10	79.59
22442	Q8WUY1_PF13279_54_185	fpocket5	0.017	3.1761	14	96.17
22443	Q8WUY1_PF13279_54_185	fpocket7	0.506	8.3445	17	94.87
22444	Q8WUY9_PF00610_27_106	fpocket1	0.026	14.2506	11	73.82
22445	Q8WUY9_PF00610_27_106	fpocket4	0.273	6.2567	23	84.93
22446	Q8WUY9_PF00620_255_356	fpocket5	0.466	5.4593	15	88.72
22447	Q8WV22_PF08746_191_231	fpocket1	0.31	3.9049	21	96.53
22448	Q8WV28_PF00017_346_429	fpocket2	0.193	6.0108	17	95.9
22449	Q8WV28_PF00017_346_429	fpocket3	0.024	6.4628	17	94.07
22450	Q8WV37_PF00096_259_281	fpocket1	0.074	1.6976	11	88.26
22451	Q8WV37_PF00096_315_336	fpocket1	0.033	4.5094	13	77.28
22452	Q8WV37_PF00096_315_336	fpocket2	0.387	4.235	13	81.36
22453	Q8WV37_PF00096_371_393	fpocket1	0.26	2.9792	11	87.95
22454	Q8WV37_PF00096_483_505	fpocket1	0.0	0.9792	11	89.69
22455	Q8WV37_PF00096_511_533	fpocket1	0.353	2.719	14	84.97
22456	Q8WV41_PF00787_253_335	fpocket3	0.28	7.711	19	95.15
22457	Q8WV41_PF00787_253_335	fpocket7	0.001	9.5793	15	93.37
22458	Q8WV41_PF10456_337_572	fpocket17	0.004	4.451	14	91.92
22459	Q8WV41_PF10456_337_572	fpocket2	0.722	10.2319	17	89.41
22460	Q8WV41_PF14604_7_57	fpocket1	0.43	4.0651	8	85.35
22461	Q8WV44_PF00643_222_263	fpocket1	0.0	0.635	13	85.21
22462	Q8WV44_PF15227_20_57	fpocket1	0.731	12.7096	17	71.49
22463	Q8WV44_PF15227_20_57	fpocket2	0.002	6.0112	7	85.24
22464	Q8WV74_PF00293_29_159	fpocket1	0.113	2.9654	13	96.87
22465	Q8WV74_PF00293_29_159	fpocket4	0.026	4.9423	6	73.22
22466	Q8WV92_PF04212_13_77	fpocket1	0.614	2.0095	14	93.36
22467	Q8WV92_PF04212_13_77	fpocket4	0.401	1.5167	14	90.84
22468	Q8WV92_PF16565_100_242	fpocket15	0.003	9.3894	12	96.9
22469	Q8WV92_PF16565_100_242	fpocket8	0.064	8.0435	14	95.98
22470	Q8WVB3_PF00728_56_223	fpocket10	0.036	5.713	17	97.8
22471	Q8WVB3_PF00728_56_223	fpocket2	0.281	8.646	14	97.25
22472	Q8WVB6_PF00004_370_480	fpocket7	0.075	21.0569	16	87.46
22473	Q8WVC6_PF01121_2_183	fpocket1	0.012	13.6869	16	92.1
22474	Q8WVC6_PF01121_2_183	fpocket12	0.006	15.8569	17	97.22
22475	Q8WVD3_PF05605_155_216	fpocket1	0.093	7.6183	16	79.41
22476	Q8WVD3_PF13923_17_57	fpocket1	0.63	2.5103	14	92.54
22477	Q8WVD3_PF13923_17_57	fpocket2	0.002	2.2943	17	90.49
22478	Q8WVD3_PF18574_80_112	fpocket1	0.155	3.4014	11	83.39
22479	Q8WVD3_PF18574_80_112	fpocket2	0.021	3.727	12	88.92
22480	Q8WVD5_PF13920_151_198	fpocket2	0.007	1.9674	14	84.3
22481	Q8WVF5_PF02214_35_126	fpocket2	0.023	2.6068	16	92.55
22482	Q8WVF5_PF02214_35_126	fpocket3	0.004	1.344	15	93.52
22483	Q8WVJ2_PF04969_17_91	fpocket1	0.397	17.8142	16	90.23
22484	Q8WVJ2_PF04969_17_91	fpocket3	0.002	1.9717	14	91.89
22485	Q8WVJ9_PF00010_67_118	fpocket2	0.437	2.4447	11	90.88
22486	Q8WVJ9_PF00010_67_118	fpocket3	0.27	1.7229	14	96.95
22487	Q8WVK7_PF16740_2_115	fpocket5	0.755	8.9956	14	78.96
22488	Q8WVM0_PF00398_26_303	fpocket2	0.018	6.8351	19	94.18
22489	Q8WVN8_PF00179_208_363	fpocket2	0.003	6.8845	12	87.57
22490	Q8WVN8_PF00179_208_363	fpocket6	0.403	11.7693	17	73.55
22491	Q8WVT3_PF14559_630_693	fpocket3	0.0	3.8916	17	84.18
22492	Q8WVT3_PF14559_630_693	fpocket5	0.039	6.4626	14	72.62
22493	Q8WVV5_PF07686_38_147	fpocket1	0.275	3.3593	21	87.4
22494	Q8WVV5_PF07686_38_147	fpocket2	0.005	2.7595	11	95.33
22495	Q8WVV9_PF00076_78_130	fpocket2	0.016	3.4433	13	86.41
22496	Q8WVV9_PF00076_78_130	fpocket5	0.272	2.4541	9	73.72
22497	Q8WVV9_PF11835_159_244	fpocket1	0.373	2.428	15	83.02
22498	Q8WVV9_PF11835_159_244	fpocket2	0.018	1.6994	14	91.25
22499	Q8WVV9_PF13893_312_433	fpocket2	0.0	4.7848	14	87.85
22500	Q8WVV9_PF13893_312_433	fpocket3	0.047	2.9464	15	93.53
22501	Q8WVY7_PF00240_5_79	fpocket1	0.442	2.3535	21	86.41
22502	Q8WVY7_PF00240_5_79	fpocket3	0.011	2.778	13	89.67
22503	Q8WVZ7_PF13639_254_297	fpocket1	0.008	4.1758	15	86.79
22504	Q8WVZ7_PF13639_254_297	fpocket3	0.34	4.4882	11	76.52
22505	Q8WVZ9_PF00651_53_168	fpocket1	0.093	1.8494	13	95.59
22506	Q8WVZ9_PF00651_53_168	fpocket2	0.208	2.9851	12	76.65
22507	Q8WVZ9_PF07707_173_278	fpocket11	0.002	6.4527	13	88.24
22508	Q8WVZ9_PF07707_173_278	fpocket8	0.232	8.0577	11	92.51
22509	Q8WW01_PF09631_65_166	fpocket2	0.081	2.7316	16	86.14
22510	Q8WW22_PF00226_6_65	fpocket1	0.399	1.4006	11	84.06
22511	Q8WW22_PF00226_6_65	fpocket2	0.281	1.1711	15	77.97
22512	Q8WW22_PF00684_135_201	fpocket2	0.033	2.7248	17	84.36
22513	Q8WW22_PF00684_135_201	fpocket4	0.004	2.4899	12	86.52
22514	Q8WW22_PF01556_108_330	fpocket11	0.002	2.4899	12	86.52
22515	Q8WW22_PF01556_108_330	fpocket2	0.004	4.6685	17	84.36
22516	Q8WW27_PF08210_47_227	fpocket4	0.0	9.0022	13	88.34
22517	Q8WW32_PF00505_93_161	fpocket1	0.869	5.9493	14	89.58
22518	Q8WW32_PF00505_93_161	fpocket2	0.051	3.0408	12	90.95
22519	Q8WW32_PF09011_6_79	fpocket1	0.002	8.152	11	86.29
22520	Q8WW32_PF09011_6_79	fpocket3	0.207	7.5422	12	74.42
22521	Q8WW36_PF00098_89_106	fpocket1	0.092	1.3597	12	74.81
22522	Q8WW62_PF01105_43_228	fpocket1	0.67	22.693	16	82.06
22523	Q8WW62_PF01105_43_228	fpocket9	0.017	5.6111	10	97.77
22524	Q8WWB5_PF08190_19_168	fpocket4	0.004	3.7754	14	91.84
22525	Q8WWB5_PF08190_19_168	fpocket7	0.2	2.7094	18	81.23
22526	Q8WWB5_PF18201_223_315	fpocket1	0.004	1.5867	12	84.37
22527	Q8WWF5_PF13639_307_352	fpocket1	0.008	2.9935	13	77.94
22528	Q8WWF6_PF00226_3_66	fpocket3	0.239	4.1709	14	78.66
22529	Q8WWF6_PF00226_3_66	fpocket7	0.01	1.8276	9	82.39
22530	Q8WWF8_PF13499_113_186	fpocket1	0.003	3.3037	14	85.34
22531	Q8WWF8_PF13499_113_186	fpocket2	0.834	10.1376	14	85.76
22532	Q8WWF8_PF13499_42_103	fpocket1	0.165	1.9019	13	89.18
22533	Q8WWF8_PF13499_42_103	fpocket4	0.099	5.0251	19	89.18
22534	Q8WWI1_PF00412_1614_1676	fpocket3	0.193	1.9802	13	82.84
22535	Q8WWI1_PF00595_1043_1119	fpocket3	0.154	2.9089	14	80.3
22536	Q8WWL2_PF16474_22_208	fpocket12	0.04	3.7716	14	86.63
22537	Q8WWL7_PF00134_1132_1257	fpocket2	0.064	4.0012	14	94.01
22538	Q8WWL7_PF00134_1132_1257	fpocket4	0.038	4.2222	12	96.62
22539	Q8WWL7_PF02984_1259_1375	fpocket2	0.793	8.7222	17	94.27
22540	Q8WWL7_PF02984_1259_1375	fpocket6	0.003	7.6731	10	88.37
22541	Q8WWM7_PF14438_120_196	fpocket2	0.513	4.8036	14	88.08
22542	Q8WWM9_PF00042_43_162	fpocket4	0.925	35.5081	19	90.84
22543	Q8WWM9_PF00042_43_162	fpocket7	0.057	9.9404	17	91.18
22544	Q8WWN8_PF00169_1220_1325	fpocket4	0.034	4.2175	14	85.68
22545	Q8WWN8_PF00169_288_379	fpocket6	0.0	3.5397	18	88.35
22546	Q8WWN8_PF00620_920_1068	fpocket2	0.849	14.1954	18	94.91
22547	Q8WWN8_PF00620_920_1068	fpocket5	0.378	12.7945	18	94.49
22548	Q8WWN8_PF01412_489_607	fpocket1	0.072	2.6956	9	82.9
22549	Q8WWN8_PF01412_489_607	fpocket4	0.001	1.873	13	83.52
22550	Q8WWN8_PF07647_5_64	fpocket3	0.249	0.8024	12	84.88
22551	Q8WWN9_PF00169_42_139	fpocket1	0.001	3.4755	12	87.38
22552	Q8WWP7_PF04548_28_238	fpocket1	0.052	7.3573	24	72.54
22553	Q8WWP7_PF04548_28_238	fpocket11	0.01	4.4278	15	76.39
22554	Q8WWQ0_PF00439_1165_1251	fpocket1	0.706	11.9344	20	81.74
22555	Q8WWQ0_PF00439_1165_1251	fpocket3	0.082	6.8585	16	89.9
22556	Q8WWQ0_PF00439_1325_1409	fpocket1	0.819	6.6318	20	83.9
22557	Q8WWQ0_PF00439_1325_1409	fpocket3	0.062	6.9128	17	92.3
22558	Q8WWQ2_PF03662_168_408	fpocket19	0.008	9.3039	10	81.7
22559	Q8WWQ8_PF00193_2198_2290	fpocket1	0.209	4.6111	14	70.58
22560	Q8WWQ8_PF00193_2198_2290	fpocket4	0.006	3.8547	10	75.18
22561	Q8WWQ8_PF02469_1005_1129	fpocket3	0.103	3.6918	23	73.17
22562	Q8WWQ8_PF02469_1148_1267	fpocket1	0.629	7.4445	17	79.46
22563	Q8WWQ8_PF02469_1608_1726	fpocket10	0.011	8.6512	18	84.39
22564	Q8WWQ8_PF02469_1608_1726	fpocket9	0.009	8.3672	13	81.73
22565	Q8WWQ8_PF02469_1751_1883	fpocket2	0.52	10.3991	14	74.55
22566	Q8WWQ8_PF02469_1751_1883	fpocket3	0.091	3.6098	14	71.43
22567	Q8WWQ8_PF02469_382_507	fpocket3	0.041	3.7811	25	76.53
22568	Q8WWQ8_PF02469_382_507	fpocket8	0.127	3.2495	13	77.13
22569	Q8WWQ8_PF02469_526_654	fpocket3	0.236	5.1835	20	73.47
22570	Q8WWV3_PF08240_71_168	fpocket1	0.655	5.6169	18	98.09
22571	Q8WWV3_PF08240_71_168	fpocket4	0.156	6.6776	18	85.01
22572	Q8WWV3_PF13602_247_393	fpocket2	0.396	8.8432	15	92.39
22573	Q8WWV3_PF13602_247_393	fpocket3	0.006	8.7044	14	96.95
22574	Q8WWV6_PF07686_65_171	fpocket1	0.522	7.027	17	89.61
22575	Q8WWV6_PF07686_65_171	fpocket4	0.0	7.0787	13	84.85
22576	Q8WWW0_PF00130_123_173	fpocket2	0.338	1.4153	13	77.83
22577	Q8WWW0_PF16517_371_410	fpocket1	0.715	3.8946	11	95.22
22578	Q8WWW0_PF16517_371_410	fpocket2	0.09	5.6892	9	95.91
22579	Q8WWW8_PF00169_6_117	fpocket6	0.331	5.2728	14	71.84
22580	Q8WWX0_PF07525_289_327	fpocket1	0.402	2.0666	13	77.66
22581	Q8WWY6_PF16564_6_76	fpocket2	0.606	2.5928	12	72.32
22582	Q8WWY7_PF00095_30_73	fpocket1	0.008	1.3733	11	87.94
22583	Q8WWY7_PF00095_30_73	fpocket2	0.261	0.7831	10	87.94
22584	Q8WWY8_PF00151_8_326	fpocket5	0.936	15.837	20	73.42
22585	Q8WWY8_PF00151_8_326	fpocket6	0.002	4.5528	17	73.47
22586	Q8WWZ1_PF00340_32_148	fpocket1	0.662	11.3399	16	95.39
22587	Q8WWZ1_PF00340_32_148	fpocket2	0.001	1.9826	12	73.53
22588	Q8WWZ3_PF00531_122_199	fpocket2	0.564	9.0315	14	95.72
22589	Q8WWZ3_PF00531_122_199	fpocket5	0.0	2.6207	19	96.42
22590	Q8WWZ4_PF00005_1222_1368	fpocket13	0.024	35.8883	19	77.4
22591	Q8WWZ4_PF00005_1222_1368	fpocket6	0.009	5.8094	18	78.18
22592	Q8WWZ4_PF00005_410_556	fpocket11	0.001	36.2129	17	79.72
22593	Q8WWZ4_PF00005_410_556	fpocket8	0.0	7.9538	8	79.9
22594	Q8WWZ7_PF00005_1316_1461	fpocket1	0.009	4.0721	17	75.55
22595	Q8WWZ7_PF00005_1316_1461	fpocket11	0.007	36.3024	17	76.82
22596	Q8WWZ7_PF00005_497_643	fpocket11	0.001	9.9596	15	81.19
22597	Q8WWZ7_PF00005_497_643	fpocket12	0.016	23.6463	18	83.75
22598	Q8WWZ8_PF14670_186_221	fpocket1	0.0	2.4093	11	92.98
22599	Q8WWZ8_PF14670_186_221	fpocket2	0.005	0.9993	10	92.98
22600	Q8WWZ8_PF14670_227_262	fpocket1	0.005	3.2913	13	75.71
22601	Q8WWZ8_PF14670_227_262	fpocket2	0.147	0.8654	11	79.94
22602	Q8WX39_PF00061_34_159	fpocket9	0.0	10.7363	16	93.14
22603	Q8WX77_PF00219_38_91	fpocket1	0.087	2.9033	16	74.25
22604	Q8WX77_PF00219_38_91	fpocket2	0.25	4.2675	20	71.13
22605	Q8WX77_PF07679_155_260	fpocket1	0.083	1.6258	13	95.91
22606	Q8WX77_PF07679_155_260	fpocket3	0.028	1.4934	13	84.11
22607	Q8WX93_PF07679_1001_1092	fpocket3	0.003	1.3479	14	77.31
22608	Q8WX93_PF07679_1001_1092	fpocket4	0.0	1.4071	18	79.94
22609	Q8WX93_PF07679_1135_1225	fpocket1	0.211	1.4752	14	86.15
22610	Q8WX93_PF07679_1135_1225	fpocket2	0.195	3.4063	18	83.84
22611	Q8WX93_PF07679_1234_1325	fpocket4	0.0	2.6448	12	80.76
22612	Q8WX93_PF07679_271_361	fpocket3	0.007	4.3766	11	73.66
22613	Q8WX93_PF07679_271_361	fpocket4	0.092	1.7685	10	82.19
22614	Q8WX93_PF07679_441_538	fpocket5	0.003	3.4299	12	77.67
22615	Q8WX94_PF02758_9_85	fpocket2	0.251	3.573	16	76.89
22616	Q8WX94_PF05729_172_340	fpocket2	0.012	6.5296	13	84.63
22617	Q8WX94_PF05729_172_340	fpocket6	0.222	9.1167	8	89.44
22618	Q8WX94_PF17776_468_586	fpocket9	0.009	6.3233	14	90.42
22619	Q8WX94_PF17779_410_466	fpocket4	0.322	3.2852	14	81.95
22620	Q8WX94_PF17779_410_466	fpocket6	0.215	3.825	8	83.23
22621	Q8WXA3_PF01363_535_599	fpocket1	0.007	3.173	15	84.87
22622	Q8WXA3_PF01363_535_599	fpocket2	0.001	1.2144	10	75.67
22623	Q8WXA9_PF00076_68_136	fpocket1	0.011	0.9186	11	90.46
22624	Q8WXA9_PF00076_68_136	fpocket2	0.213	0.6774	14	89.53
22625	Q8WXB4_PF00096_428_450	fpocket1	0.106	1.1207	12	70.86
22626	Q8WXB4_PF00096_456_478	fpocket1	0.221	1.6321	12	76.36
22627	Q8WXB4_PF00096_484_506	fpocket1	0.427	5.5656	12	79.73
22628	Q8WXB4_PF00096_540_562	fpocket1	0.001	0.9422	8	75.24
22629	Q8WXB4_PF00096_540_562	fpocket2	0.0	1.8586	9	75.24
22630	Q8WXB4_PF00096_652_674	fpocket1	0.233	0.9439	12	87.58
22631	Q8WXB4_PF00096_708_730	fpocket1	0.383	2.5667	12	87.59
22632	Q8WXB4_PF00096_736_758	fpocket1	0.41	3.7584	11	78.01
22633	Q8WXB4_PF00096_736_758	fpocket2	0.0	1.417	9	78.01
22634	Q8WXC3_PF02758_7_83	fpocket1	0.224	2.5845	18	82.64
22635	Q8WXC3_PF02758_7_83	fpocket6	0.002	3.5185	15	88.99
22636	Q8WXD9_PF00536_540_603	fpocket1	0.149	2.2963	15	70.45
22637	Q8WXD9_PF00536_540_603	fpocket3	0.037	2.862	10	85.18
22638	Q8WXD9_PF07653_285_343	fpocket1	0.142	1.1041	15	79.02
22639	Q8WXD9_PF07653_285_343	fpocket2	0.061	1.9008	12	71.37
22640	Q8WXE0_PF00536_487_550	fpocket2	0.351	2.1177	18	74.93
22641	Q8WXE0_PF00536_556_620	fpocket1	0.495	3.7939	13	86.42
22642	Q8WXE0_PF00536_556_620	fpocket4	0.002	1.115	12	84.67
22643	Q8WXE0_PF07653_285_345	fpocket1	0.239	1.6104	16	73.56
22644	Q8WXE0_PF07653_285_345	fpocket2	0.002	0.9075	10	70.78
22645	Q8WXF0_PF00076_12_82	fpocket1	0.018	3.068	12	92.77
22646	Q8WXF0_PF00076_12_82	fpocket2	0.567	1.718	22	90.83
22647	Q8WXF1_PF00076_158_223	fpocket1	0.093	4.7072	15	94.61
22648	Q8WXF1_PF00076_158_223	fpocket4	0.023	4.4475	18	95.58
22649	Q8WXF1_PF00076_84_148	fpocket3	0.001	2.9082	10	91.28
22650	Q8WXF1_PF00076_84_148	fpocket4	0.001	1.6584	9	91.16
22651	Q8WXF1_PF08075_229_280	fpocket2	0.008	4.3224	7	97.23
22652	Q8WXF1_PF08075_229_280	fpocket3	0.056	4.3142	14	96.09
22653	Q8WXF7_PF02263_43_314	fpocket1	0.003	12.7264	22	83.05
22654	Q8WXF7_PF02263_43_314	fpocket14	0.696	13.48	17	89.78
22655	Q8WXG1_PF04055_77_266	fpocket11	0.001	10.2994	17	97.01
22656	Q8WXG1_PF04055_77_266	fpocket3	0.535	43.0524	20	93.13
22657	Q8WXG1_PF13353_73_201	fpocket1	0.085	22.1981	20	87.51
22658	Q8WXG1_PF13353_73_201	fpocket8	0.001	3.6383	17	94.17
22659	Q8WXG6_PF03456_32_97	fpocket2	0.422	8.125	13	88.9
22660	Q8WXG8_PF01023_5_49	fpocket4	0.394	4.2699	15	85.05
22661	Q8WXH4_PF07525_283_321	fpocket1	0.534	7.0323	15	85.76
22662	Q8WXH5_PF00017_286_364	fpocket1	0.002	7.7631	14	87.28
22663	Q8WXH5_PF00017_286_364	fpocket3	0.183	11.7334	16	92.28
22664	Q8WXH5_PF07525_385_420	fpocket1	0.285	4.6405	16	95.08
22665	Q8WXH6_PF07525_188_223	fpocket1	0.463	6.9331	16	74.63
22666	Q8WXI2_PF00169_571_669	fpocket6	0.004	4.5962	12	78.03
22667	Q8WXI2_PF00536_9_73	fpocket1	0.163	3.371	15	81.97
22668	Q8WXI2_PF00536_9_73	fpocket4	0.028	1.8375	10	86.64
22669	Q8WXI2_PF00595_216_294	fpocket4	0.0	4.0825	12	78.96
22670	Q8WXI2_PF10534_84_176	fpocket1	0.382	6.8357	21	81.29
22671	Q8WXI3_PF07525_421_459	fpocket1	0.248	3.1298	17	87.44
22672	Q8WXI4_PF03061_234_309	fpocket8	0.007	11.5376	17	78.98
22673	Q8WXI4_PF03061_234_309	fpocket9	0.18	21.3638	18	94.04
22674	Q8WXI4_PF03061_62_135	fpocket8	0.001	6.699	17	92.57
22675	Q8WXI4_PF03061_62_135	fpocket9	0.029	19.4407	21	93.57
22676	Q8WXI8_PF00059_101_209	fpocket5	0.174	2.5473	13	96.11
22677	Q8WXI8_PF00059_101_209	fpocket7	0.002	1.8987	15	72.89
22678	Q8WXI9_PF00320_420_454	fpocket1	0.293	2.0647	13	87.79
22679	Q8WXI9_PF00320_420_454	fpocket3	0.001	2.5687	13	87.08
22680	Q8WXJ9_PF07525_252_292	fpocket1	0.438	5.1522	20	94.26
22681	Q8WXK1_PF07525_533_574	fpocket1	0.141	0.6498	14	76.22
22682	Q8WXK3_PF07525_238_276	fpocket1	0.001	1.0059	10	93.38
22683	Q8WXK3_PF07525_238_276	fpocket2	0.676	7.2301	16	95.53
22684	Q8WXK4_PF07525_267_306	fpocket1	0.727	6.6928	17	89.02
22685	Q8WXK4_PF07525_267_306	fpocket2	0.0	0.4801	9	78.09
22686	Q8WXQ8_PF00246_145_423	fpocket11	0.029	16.309	15	97.87
22687	Q8WXQ8_PF00246_145_423	fpocket2	0.214	12.4936	19	97.46
22688	Q8WXQ8_PF02244_43_117	fpocket1	0.601	8.439	17	95.16
22689	Q8WXQ8_PF02244_43_117	fpocket3	0.016	1.1931	11	97.32
22690	Q8WXR4_PF00063_345_1046	fpocket58	0.006	20.7455	18	78.96
22691	Q8WXS8_PF00090_556_606	fpocket1	0.571	6.6482	15	80.79
22692	Q8WXS8_PF01421_259_460	fpocket1	0.003	6.8211	21	80.45
22693	Q8WXS8_PF17771_472_541	fpocket1	0.354	4.9317	18	78.9
22694	Q8WXS8_PF19030_851_906	fpocket1	0.01	0.958	10	84.13
22695	Q8WXS8_PF19030_911_968	fpocket2	0.087	2.4599	15	70.54
22696	Q8WXS8_PF19030_972_1021	fpocket1	0.002	1.1926	11	83.19
22697	Q8WXS8_PF19236_609_713	fpocket2	0.496	2.7811	14	81.85
22698	Q8WXS8_PF19236_609_713	fpocket4	0.0	5.217	13	85.56
22699	Q8WXT5_PF00250_107_193	fpocket1	0.01	5.2901	17	79.8
22700	Q8WXT5_PF00250_107_193	fpocket4	0.003	4.9497	11	92.62
22701	Q8WXU2_PF04969_6_77	fpocket1	0.634	12.207	16	90.54
22702	Q8WXU2_PF04969_6_77	fpocket4	0.002	3.5695	14	89.29
22703	Q8WXX5_PF00226_15_79	fpocket1	0.024	2.2218	15	90.1
22704	Q8WXX5_PF00226_15_79	fpocket4	0.409	1.2241	14	88.26
22705	Q8WY07_PF13906_539_589	fpocket1	0.35	8.5632	13	88.22
22706	Q8WY21_PF00801_803_880	fpocket6	0.003	10.92	18	80.81
22707	Q8WY21_PF15901_637_792	fpocket13	0.008	4.6933	14	89.99
22708	Q8WY21_PF15901_637_792	fpocket5	0.009	8.1247	10	71.38
22709	Q8WY36_PF00505_80_148	fpocket4	0.002	4.1394	12	95.89
22710	Q8WY36_PF00505_80_148	fpocket5	0.025	4.3653	14	96.24
22711	Q8WY64_PF00373_82_190	fpocket6	0.756	19.2012	15	82.24
22712	Q8WY64_PF00373_82_190	fpocket7	0.001	4.5347	12	82.24
22713	Q8WY64_PF09379_5_68	fpocket1	0.001	6.9258	13	92.09
22714	Q8WY64_PF09379_5_68	fpocket5	0.006	2.2918	12	94.12
22715	Q8WY64_PF13920_383_428	fpocket1	0.285	1.4019	11	81.11
22716	Q8WY91_PF05485_5_85	fpocket1	0.19	6.9109	14	81.36
22717	Q8WY91_PF08768_421_574	fpocket1	0.878	26.2296	18	94.06
22718	Q8WY91_PF08768_421_574	fpocket4	0.001	5.3135	11	94.81
22719	Q8WYA1_PF00010_108_161	fpocket1	0.346	1.0311	12	79.43
22720	Q8WYA1_PF00989_181_287	fpocket1	0.528	9.9711	22	88.51
22721	Q8WYA1_PF00989_181_287	fpocket9	0.002	14.6415	13	89.43
22722	Q8WYA1_PF14598_368_477	fpocket1	0.567	5.0613	27	91.03
22723	Q8WYA1_PF14598_368_477	fpocket5	0.0	1.9196	13	91.0
22724	Q8WYA6_PF08216_57_534	fpocket12	0.208	12.223	17	89.14
22725	Q8WYB5_PF00628_271_320	fpocket3	0.001	3.8733	13	87.98
22726	Q8WYB5_PF00628_271_320	fpocket5	0.106	2.9622	14	80.64
22727	Q8WYB5_PF17772_717_771	fpocket1	0.545	7.9295	15	92.51
22728	Q8WYK0_PF01852_349_515	fpocket1	0.827	7.6335	17	92.92
22729	Q8WYK0_PF01852_349_515	fpocket3	0.023	6.4471	16	83.82
22730	Q8WYK0_PF03061_197_274	fpocket1	0.171	11.6389	13	96.77
22731	Q8WYK0_PF03061_197_274	fpocket3	0.129	35.206	18	95.15
22732	Q8WYK0_PF03061_24_100	fpocket1	0.038	7.0319	13	95.75
22733	Q8WYK0_PF03061_24_100	fpocket4	0.348	23.171	19	93.86
22734	Q8WYK1_PF00754_42_171	fpocket2	0.001	2.0388	20	71.11
22735	Q8WYK1_PF00754_42_171	fpocket3	0.001	3.9098	13	71.11
22736	Q8WYK1_PF02210_1044_1173	fpocket4	0.01	4.3346	10	76.68
22737	Q8WYK1_PF02210_1044_1173	fpocket6	0.515	17.4907	20	88.28
22738	Q8WYK1_PF02210_209_338	fpocket1	0.137	12.5464	21	94.33
22739	Q8WYK1_PF02210_395_521	fpocket11	0.168	22.54	17	89.42
22740	Q8WYK1_PF02210_395_521	fpocket6	0.001	6.126	12	94.78
22741	Q8WYK1_PF02210_819_938	fpocket8	0.013	15.7148	17	89.43
22742	Q8WYL5_PF00782_316_446	fpocket1	0.121	9.9237	15	94.49
22743	Q8WYL5_PF00782_316_446	fpocket2	0.052	3.8291	20	85.61
22744	Q8WYL5_PF08766_250_303	fpocket1	0.0	1.3934	9	78.2
22745	Q8WYL5_PF08766_250_303	fpocket2	0.245	1.3741	16	74.1
22746	Q8WYP5_PF16687_1_489	fpocket31	0.002	11.9747	19	84.94
22747	Q8WYP5_PF16687_1_489	fpocket4	0.002	15.9119	11	72.61
22748	Q8WYQ3_PF06747_102_134	fpocket1	0.343	1.7284	9	86.83
22749	Q8WYQ5_PF00035_512_576	fpocket2	0.0	2.958	10	91.11
22750	Q8WYQ5_PF00035_512_576	fpocket3	0.104	4.1383	11	88.66
22751	Q8WYQ9_PF00098_906_923	fpocket1	0.144	1.8816	9	74.95
22752	Q8WZ04_PF01596_96_252	fpocket1	0.012	6.3291	23	96.04
22753	Q8WZ04_PF01596_96_252	fpocket3	0.275	12.0406	20	91.82
22754	Q8WZ19_PF02214_43_133	fpocket2	0.0	1.2204	13	90.39
22755	Q8WZ19_PF02214_43_133	fpocket3	0.001	1.7285	14	91.9
22756	Q8WZ60_PF00651_62_169	fpocket2	0.002	2.502	14	95.02
22757	Q8WZ60_PF00651_62_169	fpocket6	0.011	2.3778	15	73.64
22758	Q8WZ60_PF07707_174_276	fpocket3	0.002	5.3151	15	83.19
22759	Q8WZ60_PF07707_174_276	fpocket4	0.351	8.5558	12	91.55
22760	Q8WZ64_PF00169_483_574	fpocket3	0.0	2.6716	13	82.96
22761	Q8WZ64_PF00169_588_679	fpocket2	0.024	1.9133	14	75.52
22762	Q8WZ64_PF00169_879_1001	fpocket9	0.001	7.5103	15	80.73
22763	Q8WZ64_PF00536_8_67	fpocket1	0.737	2.3443	16	83.13
22764	Q8WZ64_PF00620_1129_1277	fpocket1	0.858	9.4269	17	93.71
22765	Q8WZ64_PF00620_1129_1277	fpocket2	0.004	4.6068	15	86.33
22766	Q8WZ64_PF00788_1326_1418	fpocket3	0.01	2.5446	19	78.53
22767	Q8WZ64_PF00788_1326_1418	fpocket5	0.112	5.0907	13	78.53
22768	Q8WZ64_PF01412_685_803	fpocket3	0.376	5.4743	14	91.34
22769	Q8WZ64_PF01412_685_803	fpocket5	0.045	2.4273	13	80.73
22770	Q8WZ73_PF13920_312_357	fpocket3	0.003	1.0035	14	89.78
22771	Q8WZ73_PF13920_312_357	fpocket4	0.004	1.6038	13	89.78
22772	Q8WZ75_PF00041_348_432	fpocket1	0.001	3.7644	22	86.87
22773	Q8WZ75_PF07679_137_224	fpocket1	0.273	2.2005	20	84.92
22774	Q8WZ75_PF07679_137_224	fpocket3	0.091	1.9524	20	89.93
22775	Q8WZ75_PF13927_31_118	fpocket1	0.351	4.7434	20	73.05
22776	Q8WZ82_PF03959_1_218	fpocket14	0.001	5.2949	15	94.07
22777	Q8WZ82_PF03959_1_218	fpocket4	0.005	6.5022	14	90.31
22778	Q8WZA1_PF15711_129_218	fpocket1	0.0	1.5076	9	96.04
22779	Q8WZA1_PF15711_129_218	fpocket2	0.33	1.673	15	95.02
22780	Q8WZA2_PF00027_375_459	fpocket2	0.001	0.8773	14	74.36
